OID_,Join_Count,TARGET_FID,GlobalID,COR_STREET,COR_BEGIN_,COR_END_DE,ST_TYPE_ST,COR_LENGTH,COR_ST_TYP,COR_WIDTH,DIRECTION_,LANE_COUNT,LEAF_ID,yr_repave,surface,street_id,duke_poles,lite_poles,sidewalks,any_poles,treat_year,prev_treat,treat_25,potential,sqyd_est,BUFF_DIST,ORIG_FID,pointid,grid_code,Shape_Length,Shape_Area
3571,1,3571,719be293-a52f-4961-9cff-0e608c6bb7fd,KING CHARLES S.,NORWOOD ST,PEELE PL,Rd,388.000000000000000,15.000000000000000,36.000000000000000,2.000000000000000,2.000000000000000,1A,2017.000000000000000,1.000000000000000,0.000000000000000, , , ,0.000000000000000,2020,1.000000000000000,0.000000000000000,0.000000000000000,1552.000000000000000,35.000000000000000,3570,85260,6,0.004401384494316,0.000001142378770
3572,1,3572,a0ac1cd8-5dda-4f47-93f2-b198c16e857b,MORNINGSIDE,PEACH HAVEN CT,BLUE RIDGE RD,Dr,346.000000000000000,8.000000000000000,36.000000000000000,0.000000000000000,2.000000000000000,1A,2018.000000000000000,1.000000000000000,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000,0.000000000000000,0.000000000000000,1384.000000000000000,35.000000000000000,3571,63708,6,0.004251609768080,0.000001108842347
3573,1,3573,6647f5d9-9133-466b-b5b0-6471b98f7471,LORD ANSON,S. KING CHARLES RD,HAWKINS ST,Dr,396.000000000000000,8.000000000000000,26.000000000000000,0.000000000000000,2.000000000000000,1A,1994.000000000000000,1.000000000000000,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000,0.000000000000000,0.000000000000000,1144.000000000000000,35.000000000000000,3572,84477,6,0.004661802373721,0.000001292720391
3574,1,3574,f718b028-e6df-432c-99e3-7759d599c247,KING CHARLES S.,PEELE PL,POOLE RD,Rd,836.000000000000000,15.000000000000000,36.000000000000000,2.000000000000000,2.000000000000000,1A,2017.000000000000000,1.000000000000000,0.000000000000000, , , ,0.000000000000000,2020,1.000000000000000,0.000000000000000,0.000000000000000,3344.000000000000000,35.000000000000000,3573,85260,6,0.007171810617885,0.000002158341806
3575,1,3575,1966f824-eec5-4f91-8c46-b427a543b26d,MORRISON,FAIRVIEW RD,DOUGHTON ST,Av,584.000000000000000,2.000000000000000,23.000000000000000,0.000000000000000,2.000000000000000,1A,0.000000000000000,1.000000000000000,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000,0.000000000000000,0.000000000000000,1492.444444444444343,35.000000000000000,3574,74300,6,0.005647427178518,0.000001635793914
3576,1,3576,728a6bb6-1561-4fd9-a98c-37a49fd3f365,LORD ANSON,HAWKINS ST,POOLE RD,Dr,536.000000000000000,8.000000000000000,26.000000000000000,0.000000000000000,2.000000000000000,1A,1994.000000000000000,1.000000000000000,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000,0.000000000000000,0.000000000000000,1548.444444444444343,35.000000000000000,3575,84867,6,0.005389980397437,0.000001565923698
3577,1,3577,9aca7314-c661-402b-97b4-14f3688f2703,KING RICHARD,POOLE RD,PROVIDENCE RD,Rd,511.000000000000000,15.000000000000000,26.000000000000000,0.000000000000000,2.000000000000000,1A,2005.000000000000000,1.000000000000000,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000,0.000000000000000,0.000000000000000,1476.222222222222172,35.000000000000000,3576,86836,6,0.005259768229235,0.000001482118651
3578,1,3578,62852094-0423-49d6-9ac5-546cb7f8627e,MORRISON,DOUGHTON ST,FAISON PL,Av,694.000000000000000,2.000000000000000,23.000000000000000,0.000000000000000,2.000000000000000,1A,0.000000000000000,1.000000000000000,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000,0.000000000000000,0.000000000000000,1773.555555555555657,35.000000000000000,3577,75078,6,0.006366605542107,0.000001896374207
3579,1,3579,0ddfa4fc-0570-44c1-baa3-797f2c691cbb,LORD ASHLEY,NEW BERN AVE,LORD BERKLEY RD,Rd,1562.000000000000000,15.000000000000000,22.000000000000000,0.000000000000000,2.000000000000000,1A,2016.000000000000000,1.000000000000000,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000,0.000000000000000,0.000000000000000,3818.222222222221717,35.000000000000000,3578,82135,6,0.011371248586291,0.000003707237224
3580,1,3580,dd190a93-5a0a-401b-ad60-a0ff9fbbd32e,KING RICHARD,PROVIDENCE RD,FRIAR TUCK RD,Rd,789.000000000000000,15.000000000000000,25.000000000000000,0.000000000000000,2.000000000000000,1A,2005.000000000000000,1.000000000000000,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000,0.000000000000000,0.000000000000000,2191.666666666666970,35.000000000000000,3579,87226,6,0.006588955885997,0.000002071917173
3581,1,3581,d0f7113e-a1d7-4332-be5b-55c3901db8a9,MORSON,BLOODWORTH ST,EAST ST,St,275.000000000000000,18.000000000000000,40.000000000000000,0.000000000000000,2.000000000000000,1A,1997.000000000000000,1.000000000000000,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000,0.000000000000000,0.000000000000000,1222.222222222222399,35.000000000000000,3580,83668,6,0.004066649432397,0.000000968093741
3582,1,3582,d4d9cfc0-547b-4cfa-8979-4a194cc66511,LORD ASHLEY,LORD BERKLEY RD,CLARENDON CRES,Rd,719.000000000000000,15.000000000000000,30.000000000000000,0.000000000000000,2.000000000000000,1A,2007.000000000000000,1.000000000000000,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000,0.000000000000000,0.000000000000000,2396.666666666666515,35.000000000000000,3581,81357,6,0.006691385910321,0.000001939312207
3583,1,3583,7282dcd3-99b9-448f-9cf8-d5d4fd4df07d,KING RICHARD,FRIAR TUCK RD,CDS,Rd,857.000000000000000,15.000000000000000,26.000000000000000,0.000000000000000,2.000000000000000,1A,2005.000000000000000,1.000000000000000,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000,0.000000000000000,0.000000000000000,2475.777777777777828,35.000000000000000,3582,88786,6,0.006883466400840,0.000002190382686
3584,1,3584,f601b900-b1ae-4ce0-a4a9-ce4b50b32735,MORTON,GLENRIDGE DR,BRENTWOOD RD,Rd,795.000000000000000,15.000000000000000,22.000000000000000,0.000000000000000,2.000000000000000,1A,2016.000000000000000,1.000000000000000,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000,0.000000000000000,0.000000000000000,1943.333333333333258,35.000000000000000,3583,64985,6,0.007433399626217,0.000002093183837
3585,1,3585,d6699ed6-01e3-4027-a949-5c4cab04316c,LORD ASHLEY,CLARENDON CRES,BERTIE DR,Rd,444.000000000000000,15.000000000000000,30.000000000000000,0.000000000000000,2.000000000000000,1A,2007.000000000000000,1.000000000000000,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000,0.000000000000000,0.000000000000000,1480.000000000000000,35.000000000000000,3584,80967,6,0.004650396228580,0.000001310089240
3586,1,3586,7a956c85-ad3b-4653-a4a4-222295262ab5,KING WILLIAM,DONALD ROSS DR,KING WILLIAM RD,Rd,475.000000000000000,15.000000000000000,20.000000000000000,0.000000000000000,2.000000000000000,1A,1999.000000000000000,1.000000000000000,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000,0.000000000000000,0.000000000000000,1055.555555555555657,35.000000000000000,3585,83713,12,0.005264951318186,0.000001376553141
3587,1,3587,11bcc33f-0432-4b8b-8e35-52d2ab89969f,MOSELEY,N. SWAIN ST,RAY ST,Ln,200.000000000000000,10.000000000000000,22.000000000000000,0.000000000000000,2.000000000000000,1A,0.000000000000000,1.000000000000000,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000,0.000000000000000,0.000000000000000,488.888888888888914,35.000000000000000,3586,82893,6,0.003599916857282,0.000000820780970
3588,1,3588,a61d2eb8-80d8-4f7b-bf93-c82038e2263b,LORD BERKLEY,NEW BERN AVE,BEG C&G #108,Rd,260.000000000000000,15.000000000000000,22.000000000000000,0.000000000000000,2.000000000000000,1A,0.000000000000000,1.000000000000000,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000,0.000000000000000,0.000000000000000,635.555555555555543,35.000000000000000,3587,83310,6,0.003682049596426,0.000000947865523
3589,1,3589,a583beeb-d965-469a-8555-b0cc74c4f9d2,KING WILLIAM,NEW BERN AVE,DONALD ROSS DR,Rd,1211.000000000000000,15.000000000000000,20.000000000000000,0.000000000000000,2.000000000000000,1A,1999.000000000000000,1.000000000000000,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000,0.000000000000000,0.000000000000000,2691.111111111111313,35.000000000000000,3588,83319,12,0.009990203450767,0.000002888477879
3590,1,3590,100e125c-9168-4536-b5b0-1069dd9db98a,MOSELEY,RAY ST,CDS,Ln,307.000000000000000,10.000000000000000,22.000000000000000,0.000000000000000,2.000000000000000,1A,0.000000000000000,1.000000000000000,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000,0.000000000000000,0.000000000000000,750.444444444444343,35.000000000000000,3589,82891,6,0.004377843100528,0.000001069773869
3591,1,3591,3396cd6e-238c-4cfc-b34c-3a70a003986c,LORD BERKLEY,LORD ASHLEY RD,CIRCLE,Rd,478.000000000000000,15.000000000000000,22.000000000000000,0.000000000000000,2.000000000000000,1A,2005.000000000000000,1.000000000000000,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000,0.000000000000000,0.000000000000000,1168.444444444444571,35.000000000000000,3590,82135,6,0.005851277941776,0.000001530952614
3592,1,3592,3ceda1a8-53d0-4ca1-8675-cfa13f565f9e,KINGS,GORMAN ST,CDS,Ct,759.000000000000000,6.000000000000000,36.000000000000000,0.000000000000000,2.000000000000000,1A,1999.000000000000000,1.000000000000000,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000,0.000000000000000,0.000000000000000,3036.000000000000000,35.000000000000000,3591,87112,6,0.006761810222112,0.000001953454034
3593,1,3593,0a36cec9-7109-4bd1-9e6c-e5480fa475e7,MOSSBANK,DENNIS AV,BARKSDALE DR,Rd,442.000000000000000,15.000000000000000,22.000000000000000,0.000000000000000,2.000000000000000,1A,1999.000000000000000,1.000000000000000,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000,0.000000000000000,0.000000000000000,1080.444444444444571,35.000000000000000,3592,73555,6,0.004682212425458,0.000001330356600
3594,1,3594,998b712a-de60-400c-ad35-877d4c987a72,LORIMER,BEG PVMT #901,REAVIS RD,Rd,698.000000000000000,15.000000000000000,22.000000000000000,0.000000000000000,2.000000000000000,1A,0.000000000000000,1.000000000000000,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000,0.000000000000000,0.000000000000000,1706.222222222222172,35.000000000000000,3593,80477,11,0.006035593691623,0.000001863046948
3595,1,3595,3206393e-ae0c-403d-9adc-b5571014e675,KINGSBORO,WESTCHESTER RD,CDS,Rd,602.000000000000000,15.000000000000000,22.000000000000000,0.000000000000000,2.000000000000000,1A,0.000000000000000,1.000000000000000,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000,0.000000000000000,0.000000000000000,1471.555555555555429,35.000000000000000,3594,75904,6,0.006214437954027,0.000001651587898
3596,1,3596,e4a4fc8a-2db2-43d3-9f99-85ff85d6cd1e,MOTON,BART ST,END MAINT #1309,Pl,130.000000000000000,12.000000000000000,20.000000000000000,0.000000000000000,2.000000000000000,1A,2011.000000000000000,1.000000000000000,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000,0.000000000000000,0.000000000000000,288.888888888888914,35.000000000000000,3595,86024,6,0.003114528425730,0.000000667683614
3597,1,3597,8b77358c-2a70-41ef-b101-9f344d098aea,LORIMER,REAVIS RD,END PVMT #1003,Rd,199.000000000000000,15.000000000000000,22.000000000000000,0.000000000000000,2.000000000000000,1A,0.000000000000000,1.000000000000000,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000,0.000000000000000,0.000000000000000,486.444444444444400,35.000000000000000,3596,81257,6,0.003380792016071,0.000000835374672
3598,1,3598,c221d673-d087-45d8-a67b-edd6331c1341,KINGSLEY,BASEWOOD DR,CDS,Pl,188.000000000000000,12.000000000000000,22.000000000000000,0.000000000000000,2.000000000000000,1A,2017.000000000000000,1.000000000000000,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000,0.000000000000000,0.000000000000000,459.555555555555543,35.000000000000000,3597,60291,6,0.003259064197386,0.000000777810740
3599,1,3599,11c9a1ac-9a44-488f-9c35-b6739e31296b,MOULTRIE,MINE SHAFT RD,CHICORA CT,Ct,568.000000000000000,6.000000000000000,22.000000000000000,0.000000000000000,2.000000000000000,1A,2007.000000000000000,1.000000000000000,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000,0.000000000000000,0.000000000000000,1388.444444444444571,35.000000000000000,3598,40741,6,0.005940507816687,0.000001578522517
3600,1,3600,9386fb1f-faa1-4136-8398-e5f0b5e99547,LORIMER,END PVMT #1101,GARLAND DR,Rd,454.000000000000000,15.000000000000000,22.000000000000000,0.000000000000000,2.000000000000000,1A,0.000000000000000,1.000000000000000,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000,0.000000000000000,0.000000000000000,1109.777777777777828,35.000000000000000,3599,82037,6,0.004696510960218,0.000001344590647
3601,1,3601,a047b6b8-31c1-4689-845a-e21fedb23025,KINGSTREE,RAWLS DR,CDS,Ct,83.000000000000000,6.000000000000000,22.000000000000000,0.000000000000000,2.000000000000000,1A,2017.000000000000000,1.000000000000000,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000,0.000000000000000,0.000000000000000,202.888888888888886,35.000000000000000,3600,88009,6,0.002772488916252,0.000000559680572
3602,1,3602,c080bb9e-8bd0-4520-bd0b-8d6cd319692b,MOULTRIE,CHICORA CT,CDS,Ct,226.000000000000000,6.000000000000000,22.000000000000000,0.000000000000000,2.000000000000000,1A,2007.000000000000000,1.000000000000000,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000,0.000000000000000,0.000000000000000,552.444444444444343,35.000000000000000,3601,40740,6,0.003769508668570,0.000000874410761
3603,1,3603,93be0c46-5768-4fb6-9d27-2138f7742aa9,LORIMER,GARLAND DR,ONSLOW RD,Rd,958.000000000000000,15.000000000000000,22.000000000000000,0.000000000000000,2.000000000000000,1A,0.000000000000000,1.000000000000000,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000,0.000000000000000,0.000000000000000,2341.777777777777374,35.000000000000000,3602,82427,11,0.007730745124417,0.000002404123620
3604,1,3604,0819112e-cbb4-4db6-843d-4299b1028660,KINGWOOD,ALPINE DR,FAIRFAX DR,Dr,518.000000000000000,8.000000000000000,26.000000000000000,0.000000000000000,2.000000000000000,1A,2008.000000000000000,1.000000000000000,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000,0.000000000000000,0.000000000000000,1496.444444444444343,35.000000000000000,3603,49750,6,0.005679941511649,0.000001476791576
3605,1,3605,d43212b0-9a8c-4765-a293-a84b9451064b,MOUNTFORD,S. BOYLAN AV,CUTLER ST,Av,380.000000000000000,2.000000000000000,29.000000000000000,0.000000000000000,2.000000000000000,1A,2000.000000000000000,1.000000000000000,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000,0.000000000000000,0.000000000000000,1224.444444444444343,35.000000000000000,3604,84819,5,0.004779355267079,0.000001216748322
3606,1,3606,be2f6c87-b570-4afd-96c6-5b1b56e49513,LORIMER,ONSLOW RD,MERWIN RD,Rd,158.000000000000000,15.000000000000000,22.000000000000000,0.000000000000000,2.000000000000000,1A,0.000000000000000,1.000000000000000,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000,0.000000000000000,0.000000000000000,386.222222222222172,35.000000000000000,3605,83595,11,0.003270466958713,0.000000726852358
3607,1,3607,85b3fd6e-fd7b-4a1e-b5b1-516057bd9908,KINGWOOD,FAIRFAX DR,FAIRFAX DR,Dr,1617.000000000000000,8.000000000000000,26.000000000000000,0.000000000000000,2.000000000000000,1A,2008.000000000000000,1.000000000000000,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000,0.000000000000000,0.000000000000000,4671.333333333333030,35.000000000000000,3606,49752,6,0.012395945392457,0.000003773317626
3608,1,3608,12d1e6ec-c61d-46e8-9060-cba929119141,MOURNING DOVE,SIX FORKS RD,BERNADETTE LN,Dr,549.000000000000000,8.000000000000000,36.000000000000000,0.000000000000000,2.000000000000000,1A,2015.000000000000000,1.000000000000000,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000,0.000000000000000,0.000000000000000,2196.000000000000000,35.000000000000000,3607,38806,6,0.005987831252183,0.000001612522728
3609,1,3609,3b380c22-e360-4b82-aa02-b3b90c3d08df,LORIMER,MERWIN RD,WOODLINKS DR,Rd,656.000000000000000,15.000000000000000,22.000000000000000,0.000000000000000,2.000000000000000,1A,0.000000000000000,1.000000000000000,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000,0.000000000000000,0.000000000000000,1603.555555555555429,35.000000000000000,3608,83593,11,0.006664170123597,0.000001792197321
3610,1,3610,379e4798-f476-4951-83a0-263a0d2b4594,KINSEY,BEG PVMT #301,DUPONT CR,St,147.000000000000000,18.000000000000000,29.000000000000000,0.000000000000000,2.000000000000000,1A,1999.000000000000000,1.000000000000000,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000,0.000000000000000,0.000000000000000,473.666666666666629,35.000000000000000,3609,84820,5,0.003017570919367,0.000000691101026
3611,1,3611,20555c6f-9e47-4b4f-9c80-0050ff894826,MOURNING DOVE,BERNADETTE LN,ALISON CT,Dr,638.000000000000000,8.000000000000000,36.000000000000000,0.000000000000000,2.000000000000000,1A,2015.000000000000000,1.000000000000000,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000,0.000000000000000,0.000000000000000,2552.000000000000000,35.000000000000000,3610,38417,6,0.006183098799305,0.000001732057495
3612,1,3612,0caf2b56-d1a3-40f3-9e82-b6aa632a32be,LORIMER,WOODLINKS DR,ATHLONE PL,Rd,181.000000000000000,15.000000000000000,22.000000000000000,0.000000000000000,2.000000000000000,1A,0.000000000000000,1.000000000000000,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000,0.000000000000000,0.000000000000000,442.444444444444457,35.000000000000000,3611,83592,11,0.003317743800425,0.000000748704670
3613,1,3613,f8f2efbd-b2f2-4ed4-b23b-bc4cd8c755c7,KINSEY,DUPONT CR,W. CABARRUS ST,St,750.000000000000000,18.000000000000000,29.000000000000000,0.000000000000000,2.000000000000000,1A,1999.000000000000000,1.000000000000000,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000,0.000000000000000,0.000000000000000,2416.666666666666515,35.000000000000000,3612,84820,5,0.006487806898636,0.000002001403694
3614,1,3614,fb16fb11-e609-4555-9e0e-48a9fa673c59,MOURNING DOVE,ALISON CT,KITTY LN,Dr,443.000000000000000,8.000000000000000,36.000000000000000,0.000000000000000,2.000000000000000,1A,2015.000000000000000,1.000000000000000,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000,0.000000000000000,0.000000000000000,1772.000000000000000,35.000000000000000,3613,38418,6,0.004883001662055,0.000001344906548
3615,1,3615,bcb15d14-3cd1-49df-85c9-41a5e90959ce,LORIMER,ATHLONE PL,KAPLAN DR,Rd,1006.000000000000000,15.000000000000000,22.000000000000000,0.000000000000000,2.000000000000000,1A,0.000000000000000,1.000000000000000,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000,0.000000000000000,0.000000000000000,2459.111111111110858,35.000000000000000,3614,83592,11,0.008067928066282,0.000002494256534
3616,1,3616,a51a6339-c278-4749-b8f4-4855eadc1492,KINTYRE,NORTH HILLS DR,CDS,Cr,538.000000000000000,5.000000000000000,22.000000000000000,0.000000000000000,2.000000000000000,1A,1992.000000000000000,1.000000000000000,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000,0.000000000000000,0.000000000000000,1315.111111111111086,35.000000000000000,3615,50881,6,0.005628202448451,0.000001465774207
3617,1,3617,293a97ca-6a73-4a3d-b386-de6a4cf1ce95,MOURNING DOVE,KITTY LN,DROLMOND DR,Dr,79.000000000000000,8.000000000000000,22.000000000000000,0.000000000000000,2.000000000000000,1A,2015.000000000000000,1.000000000000000,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000,0.000000000000000,0.000000000000000,193.111111111111086,35.000000000000000,3616,38029,6,0.002643739179704,0.000000549562543
3618,1,3618,87ac9c0c-dc7e-46df-b851-de9961d424b5,LORIMER,KAPLAN DR,WAYBRIDGE CT,Rd,336.000000000000000,15.000000000000000,36.000000000000000,0.000000000000000,2.000000000000000,1A,1995.000000000000000,1.000000000000000,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000,0.000000000000000,0.000000000000000,1344.000000000000000,35.000000000000000,3617,84760,6,0.004117283847235,0.000001113702648
3619,1,3619,42a1a6e3-2666-4771-a3d7-7a7c2b0267d3,KIPAWA,HAMPTON RD,SANDIA DR,St,731.000000000000000,18.000000000000000,22.000000000000000,0.000000000000000,2.000000000000000,1A,2022.000000000000000,1.000000000000000,36.000000000000000,Yes,Yes,No,1.000000000000000, ,0.000000000000000,1.000000000000000,1.000000000000000,1786.888888888888687,35.000000000000000,3618,65672,11,0.006351839145138,0.000001986181422
3620,1,3620,c8c2cbc0-29db-44a7-b8e7-171a74e1baca,MOURNING DOVE,DROLMOND DR,CROWN OAKS DR,Dr,546.000000000000000,8.000000000000000,36.000000000000000,0.000000000000000,2.000000000000000,1A,2015.000000000000000,1.000000000000000,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000,0.000000000000000,0.000000000000000,2184.000000000000000,35.000000000000000,3619,37249,6,0.005235668721801,0.000001547336178
3621,1,3621,b234863d-63c1-4d99-988e-09bd55bdf25e,LORIMER,WAYBRIDGE CT,HADDON CT,Rd,359.000000000000000,15.000000000000000,36.000000000000000,0.000000000000000,2.000000000000000,1A,1995.000000000000000,1.000000000000000,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000,0.000000000000000,0.000000000000000,1436.000000000000000,35.000000000000000,3620,85150,6,0.004188397549044,0.000001146322410
3622,1,3622,dbad0807-e0cb-4a88-9c4b-03f4dd62707e,KIPLING,E. DREWRY LN,CDS,Pl,328.000000000000000,12.000000000000000,22.000000000000000,0.000000000000000,2.000000000000000,1A,2001.000000000000000,1.000000000000000,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000,0.000000000000000,0.000000000000000,801.777777777777715,35.000000000000000,3621,64557,6,0.004391939090853,0.000001075710815
3623,1,3623,210cacdf-5f31-4990-bb6b-c896b45c2ec8,MOURNING DOVE,CROWN OAKS DR,FILGATE CT,Dr,199.000000000000000,8.000000000000000,36.000000000000000,0.000000000000000,2.000000000000000,1A,2015.000000000000000,1.000000000000000,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000,0.000000000000000,0.000000000000000,796.000000000000000,35.000000000000000,3622,36859,6,0.003324474325688,0.000000812596963
3624,1,3624,cabf1327-7d26-4760-9aad-36e886a56764,LORIMER,HADDON CT,FOX CHASE CT,Rd,468.000000000000000,15.000000000000000,36.000000000000000,0.000000000000000,2.000000000000000,1A,1995.000000000000000,1.000000000000000,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000,0.000000000000000,0.000000000000000,1872.000000000000000,35.000000000000000,3623,85540,6,0.004832112261207,0.000001375358329
3625,1,3625,0fe59e8d-9f20-41cd-8d57-002ae22d3bb1,KIRBY,BILYEU ST,BILYEU ST,St,1178.000000000000000,18.000000000000000,23.000000000000000,0.000000000000000,2.000000000000000,1A,1992.000000000000000,1.000000000000000,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000,0.000000000000000,0.000000000000000,3010.444444444444798,35.000000000000000,3624,84413,6,0.009240303632117,0.000002914733447
3626,1,3626,7ed5728b-eb48-47fa-9b5e-ef9b3fb262e6,MOURNING DOVE,FILGATE CT,FEATHERSTONE DR,Dr,206.000000000000000,8.000000000000000,36.000000000000000,0.000000000000000,2.000000000000000,1A,2015.000000000000000,1.000000000000000,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000,0.000000000000000,0.000000000000000,824.000000000000000,35.000000000000000,3625,36859,6,0.003314203842043,0.000000803707598
3627,1,3627,ff5ac785-c7ad-4b0e-a476-8937ae1f38f9,LORIMER,FOX CHASE CT,GLENMILL CT,Rd,355.000000000000000,15.000000000000000,36.000000000000000,0.000000000000000,2.000000000000000,1A,1995.000000000000000,1.000000000000000,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000,0.000000000000000,0.000000000000000,1420.000000000000000,35.000000000000000,3626,85930,6,0.004463428666156,0.000001137356941
3628,1,3628,ecf46884-d754-450e-8829-e1447346a83e,KIRKHILL,GROSVENOR DR,FULHAM PL,Dr,547.000000000000000,8.000000000000000,18.000000000000000,0.000000000000000,2.000000000000000,1A,2015.000000000000000,1.000000000000000,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000,0.000000000000000,0.000000000000000,1094.000000000000000,35.000000000000000,3627,27881,11,0.005211847303063,0.000001533647489
3629,1,3629,1f1ba91d-9df0-4c70-8337-b3047bc59969,MOURNING DOVE,FEATHERSTONE DR,OLD DEER TR,Dr,491.000000000000000,8.000000000000000,36.000000000000000,0.000000000000000,2.000000000000000,1A,2015.000000000000000,1.000000000000000,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000,0.000000000000000,0.000000000000000,1964.000000000000000,35.000000000000000,3628,36080,9,0.004970602724480,0.000001429402158
3630,1,3630,ff08e941-1830-42d5-b876-17520dfa2b0d,LORIMER,GLENMILL CT,MERWIN RD,Rd,597.000000000000000,15.000000000000000,36.000000000000000,0.000000000000000,2.000000000000000,1A,1995.000000000000000,1.000000000000000,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000,0.000000000000000,0.000000000000000,2388.000000000000000,35.000000000000000,3629,86323,6,0.006254900052801,0.000001664397495
3631,1,3631,d369dfc5-1d6e-4a35-8207-0fbd463f4fad,KIRKHILL,FULHAM PL,TIBURY CT,Dr,150.000000000000000,8.000000000000000,18.000000000000000,0.000000000000000,2.000000000000000,1A,2015.000000000000000,1.000000000000000,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000,0.000000000000000,0.000000000000000,300.000000000000000,35.000000000000000,3630,27881,11,0.003120099698717,0.000000716328020
3632,1,3632,1e739f61-8eda-4941-86f5-cc24fee229e8,MOURNING DOVE,OLD DEER TR,BLUE HERON WY,Dr,354.000000000000000,8.000000000000000,26.000000000000000,0.000000000000000,2.000000000000000,1A,2015.000000000000000,1.000000000000000,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000,0.000000000000000,0.000000000000000,1022.666666666666629,35.000000000000000,3631,35690,6,0.004241016430307,0.000001148873671
3633,1,3633,3052678d-a7e5-4391-86ef-2cd2c55ce782,LORRAINE,MEDLIN DR,DEVONSHIRE DR,Rd,731.000000000000000,15.000000000000000,25.000000000000000,0.000000000000000,2.000000000000000,1A,2023.000000000000000,1.000000000000000,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000,0.000000000000000,0.000000000000000,2030.555555555555657,35.000000000000000,3632,69582,6,0.006366963206089,0.000001989169623
3634,1,3634,eed19d6c-d07e-46fe-b9e4-c335110cacb5,KIRKHILL,TIBURY CT,HARINGEY RD,Dr,314.000000000000000,8.000000000000000,18.000000000000000,0.000000000000000,2.000000000000000,1A,2015.000000000000000,1.000000000000000,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000,0.000000000000000,0.000000000000000,628.000000000000000,35.000000000000000,3633,27491,11,0.003897439998977,0.000001019842455
3635,1,3635,279919ed-3500-481a-b26f-fc6937cf77e2,MOURNING DOVE,BLUE HERON WY,APPLE ORCHARD WY,Dr,360.000000000000000,8.000000000000000,26.000000000000000,0.000000000000000,2.000000000000000,1A,2015.000000000000000,1.000000000000000,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000,0.000000000000000,0.000000000000000,1040.000000000000000,35.000000000000000,3634,35301,6,0.004236083029070,0.000001136455248
