OID_,Join_Count,TARGET_FID,GlobalID,COR_STREET,COR_BEGIN_,COR_END_DE,ST_TYPE_ST,COR_LENGTH,COR_ST_TYP,COR_WIDTH,DIRECTION_,LANE_COUNT,LEAF_ID,yr_repave,surface,street_id,duke_poles,lite_poles,sidewalks,any_poles,treat_year,prev_treat,treat_25,potential,sqyd_est,UHI_Qtile,Shape_Length
16,2,15,d5f4d7bd-aa7d-4eb8-bb6b-7cbdd70c1ed9,DREWRY E.,MILTON RD,BYRON PL,Ln,229.000000000000000,10.000000000000000,24.000000000000000,3.000000000000000,2.000000000000000,1A,2000.000000000000000,1.000000000000000,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000,0.000000000000000,0.000000000000000,610.666666666666629,9,0.000695571459591
17,1,16,72a516a3-7342-4ae4-a71b-5fa5fba39c9c,DREWRY E.,BYRON PL,KIPLING PL,Ln,403.000000000000000,10.000000000000000,24.000000000000000,3.000000000000000,2.000000000000000,1A,2000.000000000000000,1.000000000000000,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000,0.000000000000000,0.000000000000000,1074.666666666666742,7,0.001143492392231
18,1,17,e1f07abb-3317-4dce-8346-e8f3ac095db7,DREWRY E.,KIPLING PL,ANDERSON DR,Ln,703.000000000000000,10.000000000000000,24.000000000000000,3.000000000000000,2.000000000000000,1A,2000.000000000000000,1.000000000000000,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000,0.000000000000000,0.000000000000000,1874.666666666666742,7,0.002190027816552
19,3,18,94bff8cf-7783-484e-9e90-9f2f2b3cdcfa,DREWRY W.,MILTON RD,DELL DR,Ln,1127.000000000000000,10.000000000000000,24.000000000000000,4.000000000000000,2.000000000000000,1A,2000.000000000000000,1.000000000000000,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000,0.000000000000000,0.000000000000000,3005.333333333333485,9,0.003756988789862
20,1,19,f735c0f8-704d-4d0a-9b1a-74753edd0dd3,DREWRY W.,DELL DR,BURNS PL,Ln,294.000000000000000,10.000000000000000,24.000000000000000,4.000000000000000,2.000000000000000,1A,2000.000000000000000,1.000000000000000,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000,0.000000000000000,0.000000000000000,784.000000000000000,5,0.000951470046194
21,1,20,33dcf71c-1a20-41fd-9b2e-90a3735fe220,DREWRY W.,BURNS PL,LANDOR RD,Ln,500.000000000000000,10.000000000000000,24.000000000000000,4.000000000000000,2.000000000000000,1A,2000.000000000000000,1.000000000000000,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000,0.000000000000000,0.000000000000000,1333.333333333333258,5,0.001715773598008
22,2,21,c610a8eb-9424-47da-a448-78f3d27482b6,DREXEL,LAMBETH DR,E. ROWAN ST,Dr,313.000000000000000,8.000000000000000,22.000000000000000,0.000000000000000,2.000000000000000,1A,1982.000000000000000,1.000000000000000,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000,0.000000000000000,0.000000000000000,765.111111111111086,9,0.000945092050905
23,1,22,14def881-7c22-4bd2-9346-47f40646fd83,DREXEL,E. ROWAN ST,WESTRIDGE DR,Dr,1073.000000000000000,8.000000000000000,22.000000000000000,0.000000000000000,2.000000000000000,1A,1982.000000000000000,1.000000000000000,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000,0.000000000000000,0.000000000000000,2622.888888888889142,8,0.003097226399830
24,1,23,8cb076ea-76d6-4ad1-91b5-3c0be20feaba,DRIEWOOD,CDS,CEDARWOOD DR,Ct,132.000000000000000,6.000000000000000,22.000000000000000,0.000000000000000,2.000000000000000,1A,2001.000000000000000,1.000000000000000,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000,0.000000000000000,0.000000000000000,322.666666666666629,7,0.000409546078290
25,1,24,563f5070-8cb8-4d34-a99f-e314ffb39fe2,DRIFTWOOD,DEBOY ST,BAYFIELD DR,Dr,355.000000000000000,8.000000000000000,22.000000000000000,0.000000000000000,2.000000000000000,1A,1998.000000000000000,1.000000000000000,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000,0.000000000000000,0.000000000000000,867.777777777777715,9,0.001202585428843
26,2,25,9002edbc-8bf5-405d-96b2-69538cf2aad7,DRIFTWOOD,BAYFIELD DR,POWELL DR,Dr,1132.000000000000000,8.000000000000000,22.000000000000000,0.000000000000000,2.000000000000000,1A,1998.000000000000000,1.000000000000000,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000,0.000000000000000,0.000000000000000,2767.111111111110858,8,0.003870445206443
27,1,26,382362df-e0f9-4b97-8eda-4d01631debe7,DROLMOND,MOURNING DOVE RD,JANET CT,Dr,526.000000000000000,8.000000000000000,22.000000000000000,0.000000000000000,2.000000000000000,1A,1998.000000000000000,1.000000000000000,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000,0.000000000000000,0.000000000000000,1285.777777777777828,5,0.001696656043669
28,1,27,77376853-7c03-4554-85a0-011ee686da09,DROLMOND,JANET CT,CDS,Dr,546.000000000000000,8.000000000000000,22.000000000000000,0.000000000000000,2.000000000000000,1A,1998.000000000000000,1.000000000000000,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000,0.000000000000000,0.000000000000000,1334.666666666666515,5,0.001657745626722
29,1,28,9bde0408-d405-461d-b7ed-4e0d747ace02,DRUMMOND,LANDOR RD,KEATS PL,Dr,490.000000000000000,8.000000000000000,23.000000000000000,0.000000000000000,2.000000000000000,1A,1992.000000000000000,1.000000000000000,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000,0.000000000000000,0.000000000000000,1252.222222222222399,7,0.001704539735610
