OBJECTID_1,Active,Street Surface ,COMMENT_STR,COR_BEGIN_DESC,Block Number,COR_COUNCIL_ID,COR_CURB_NUM_ID,COR_EDITNOTE,COR_END_DESC,Leaf Zone,Length(ft),MSD,COR_STREET_NAME,COR_ST_TYPE_ID,COR_SW_NUM_ID,COR_WAKE_ID,Width,County ID,DATE_UPDATE,DIRECTION_ID,EFF_YEAR,Functional Class,Lane Count,PMS_SECTION_ID,USER_UPDATE,COMMENT_ID,GIS ID,LAST_YEAR_CONSTR,Owner,TEMPO_BIRTH_DATE,TEMPO_EFF_BIRTH_DATE,TEMPO_EFF_DEATH_DATE,TKG_PROJ_GROUP_ID,COR_LAST_TRT_COMPL_DATE,COR_INVENTORY_DATE,COR_STREET_GROUP_NUM,AARB_ROADNO,LAST_YEAR_MAINT,LAST_YEAR_PRES,LAST_YEAR_RESURFACING,SE_ANNO_CAD_DATA,GLOBALID_1,COR_FACILITY_ID,COR_ACTIVE_CAT_ID,COR_MSD_ID,GlobalID,OBJECTID,PMS_SECTION_ID,Shape__Length,Leaf ID,ST_TYPE_STRING
8837,1,1,,DEREK DR,5312,5,2, ,VISTA DEL REY LN,0,318,0,GRANADA HILLS,8,,38246,22,105,2/26/2020 12:00:00 AM,,,7,2,8843,,,8843,2003,1317,3/25/2022 12:00:00 AM,,,2214,,1/1/2003 12:00:00 AM,0,GRANADAHILLSDR,0,0,0,System.Byte[],{24092f52-04d7-482d-8f3a-ec09de14ef59},14808,1,0,d2bba762-3056-46b3-81b0-cccb72986d9e,5519,8843,0.00106508687506538,1A,Dr
8838,1,1,,VISTA DEL REY LN,5400,5,2, ,SILVER VIEW LN,0,576,0,GRANADA HILLS,8,,38247,22,105,2/26/2020 12:00:00 AM,,,7,2,8844,,,8844,2003,1317,3/25/2022 12:00:00 AM,,,2214,,1/1/2003 12:00:00 AM,0,GRANADAHILLSDR,0,0,0,System.Byte[],{691ba2cc-8349-48ad-a01a-d56bfc9b8a3b},9657,1,0,cdf04ec5-d724-4951-8471-f9061b04cb9c,9731,8844,0.00192865650748445,1A,Dr
8839,1,1,,SILVER VIEW LN,5420,5,2, ,CDS,0,40,0,GRANADA HILLS,8,,42144,22,105,2/26/2020 12:00:00 AM,,,7,2,8845,,,8845,2003,1317,3/25/2022 12:00:00 AM,,,2214,,1/1/2003 12:00:00 AM,0,GRANADAHILLSDR,0,0,0,System.Byte[],{938d23ae-6d00-4779-891b-7fc3af307c72},20302,1,0,69f07f31-5e52-4342-b923-06093ab1a406,5520,8845,0.000191528676085425,1A,Dr
8840,1,1,,REGATTA WY,7420,5,2, ,SILVER VIEW LN,0,330,0,BRANDON ALLEN,2,,41156,26,105,2/26/2020 12:00:00 AM,,,7,2,8846,,,8846,2004,1317,3/25/2022 12:00:00 AM,,,903,,1/1/2004 12:00:00 AM,0,BRANDONALLENAV,0,0,0,System.Byte[],{94e577eb-565b-4794-84f2-c5c9b331ecd7},20246,1,0,4bf4f8b4-13c1-451e-a34d-a1392ad1cb7d,4662,8846,0.000946278555741906,1A,Av
8841,1,1,,GRIFFITH PARK RD,7400,5,2, ,BRANDON ALLEN AV,0,840,0,SILVER VIEW,10,,43163,26,105,2/26/2020 12:00:00 AM,,,7,2,8847,,,8847,2004,1317,3/25/2022 12:00:00 AM,,,4213,,1/1/2004 12:00:00 AM,0,SILVERVIEWLN,0,0,0,System.Byte[],{19df5dc5-02de-46c4-8ac8-771fe27d8b28},4767,1,0,61d47524-6757-469a-9ba6-1e20b3448353,10490,8847,0.00249874871686551,1A,Ln
8842,1,1,,BRANDON ALLEN AV,7464,5,2, ,WIND MOUNTAIN LN,0,528,0,SILVER VIEW,10,,38239,26,105,2/26/2020 12:00:00 AM,,,7,2,8848,,,8848,2003,1317,3/25/2022 12:00:00 AM,,,4213,,1/1/2003 12:00:00 AM,0,SILVERVIEWLN,0,0,0,System.Byte[],{6fa86ef5-2754-413a-9035-950699937fc3},1782,1,0,08d2e3ac-1f2e-4ec2-b0e7-3fd8bfcf28cc,6305,8848,0.00163161387856148,1A,Ln
8843,1,1,,WIND MOUNTAIN LN,7500,5,2, ,LAGRANGE DR,0,1049,0,SILVER VIEW,10,,38240,26,105,2/26/2020 12:00:00 AM,,,7,2,8849,,,8849,2003,1317,3/25/2022 12:00:00 AM,,,4213,,1/1/2003 12:00:00 AM,0,SILVERVIEWLN,0,0,0,System.Byte[],{018d3738-09e7-4cb7-a12a-944beb121ca9},1783,1,0,ec819bb4-cb58-4e6d-ae27-edf540819367,115,8849,0.00336904780729257,1A,Ln
8844,1,1,,LAGRANGE DR,7560,5,2, ,GRANADA HILLS DR,0,520,0,SILVER VIEW,10,,38241,26,105,2/26/2020 12:00:00 AM,,,7,2,8850,,,8850,2003,1317,3/25/2022 12:00:00 AM,,,4213,,1/1/2003 12:00:00 AM,0,SILVERVIEWLN,0,0,0,System.Byte[],{974c40b1-cb17-4568-a5c7-b948e99c65a2},12186,1,0,65a2f5e4-2b2a-4d2d-8cb2-8b89f21caab1,1567,8850,0.00157935985384372,1A,Ln
8845,1,1,,GRANADA HILLS DR,7600,5,2, ,GLORIETTA CR,0,290,0,SILVER VIEW,10,,42143,26,105,2/26/2020 12:00:00 AM,,,7,2,8851,,,8851,2003,1317,3/25/2022 12:00:00 AM,,,4213,,1/1/2003 12:00:00 AM,0,SILVERVIEWLN,0,0,0,System.Byte[],{f94e7d99-a728-4911-80c4-d5327805c7a7},2045,1,0,103fab80-d0ef-4a45-a2f6-8d9b88dbc7b1,5716,8851,0.000733302243009077,1A,Ln
8846,1,1,,SAPPHIRE VALLEY DR N.,2475,2,2, ,END PVMT PRIV PROP,0,45,0,LINVILLE RIDGE,8,,38235,36,105,2/26/2020 12:00:00 AM,,,7,2,8852,,,8852,2003,1317,3/25/2022 12:00:00 AM,,,2915,,1/1/2003 12:00:00 AM,0,LINVILLERIDGEDR,0,0,0,System.Byte[],{2c4035f9-d09f-404d-9696-1f9bb98c19d4},20916,1,0,d2c7fd7c-af7a-4d81-860e-66939bdd85d2,5717,8852,0.000125092609604479,1A,Dr
8847,1,1,,WESTERN BLVD,0,4,2, ,END PVMT PRIV PROP,0,225,0,ASBURY,8,,14468,22,105,2/26/2020 12:00:00 AM,,,7,2,8853,,,8853,2003,1317,3/25/2022 12:00:00 AM,,,507,,1/1/2003 12:00:00 AM,0,ASBURYDR,0,0,0,System.Byte[],{e8cdfef6-d95e-484c-a5fb-22e162af7027},21773,1,0,c6bd9680-7b51-4a47-bad1-8a19cc15ecd7,6774,8853,0.000634618215140977,1A,Dr
8848,1,1,,RIDGE RD,3000,5,2, ,CDS,0,250,0,DARIEN,8,,38488,22,105,2/26/2020 12:00:00 AM,,,7,2,8854,,,8854,2003,1317,3/25/2022 12:00:00 AM,,,1599,,1/1/2003 12:00:00 AM,0,DARIENDR,0,0,0,System.Byte[],{7adadcf0-1a6a-4a18-ab14-f8ab5e710b4d},14830,1,0,626beb46-93e1-4b5e-9481-bf8add76931b,5718,8854,0.000823404672872471,1A,Dr
8849,1,1,,LITCHFORD RD,2500,1,0, ,END PVMT #2513,0,620,0,SYLVIA DEAN,18,,32356,10,105,2/26/2020 12:00:00 AM,,,7,1,8855,,,8855,2003,1317,3/24/2022 12:00:00 AM,,,4507,,,0, ,2010,0,0,System.Byte[],{f05eb56f-d26a-4156-8a0e-fc59c4023175},16977,1,0,fd82dc64-4b0d-4ba1-9880-afa7dab0944d,5719,8855,0.00209766267518994,1A,St
8850,1,1,,LITCHFORD RD,6100,1,0, ,APT ENTRANCE,0,415,0,JOHNSDALE,15,,34570,16,105,2/26/2020 12:00:00 AM,,,7,2,8856,,,8856,0,1317,3/25/2022 12:00:00 AM,,,2622,,,0,JOHNSDALERD,0,0,2011,System.Byte[],{63f4dbd6-01e2-4109-9593-b033b62e44c6},17174,1,0,38f89558-d5d5-4b1a-b291-959461396cf2,7023,8856,0.00134832451982025,1A,Rd
8852,1,1,,BRIER CREEK PKWY,7900,5,2, ,TW ALEXANDER DR,0,1590,0,ACC,4,2,3568,36,105,12/10/2020 12:00:00 AM,,,5,3,8858,,,8858,2011,1317,3/25/2022 12:00:00 AM,,,2,,1/1/2011 12:00:00 AM,0,ACCBV,0,0,0,System.Byte[],{cb6f1708-edb6-4224-b500-38750fe4a594},15868,1,0,8c998622-7adc-4162-8077-552005fe5e4a,12591,8858,0.00503621786347248,1A,Bv
8853,1,1,,SEASPRAY LN,1000,3,2, ,SUNTAN LAKE DR,0,340,0,PENNCROSS,8,,5472,36,105,2/26/2020 12:00:00 AM,,,7,2,8860,,,8860,2003,1317,3/25/2022 12:00:00 AM,,,3609,,1/1/2003 12:00:00 AM,0,PENNCROSSDR,0,0,0,System.Byte[],{36c49429-b767-4b66-83f0-fa726b9ea79c},16010,1,0,ae5261d8-5a28-49b3-b928-de6a82e79648,5720,8860,0.00090552231537496,1A,Dr
8854,1,1,,SUNTAN LAKE DR,1012,3,2, ,THUNDERIDGE DR,0,395,0,PENNCROSS,8,,21032,36,105,2/26/2020 12:00:00 AM,,,7,2,8861,,,8861,2003,1317,3/25/2022 12:00:00 AM,,,3609,,1/1/2003 12:00:00 AM,0,PENNCROSSDR,0,0,0,System.Byte[],{9d9417ba-969a-4a74-b690-1408993960f2},8717,1,0,c5f85167-51c6-4efc-a2fa-279eb6b6d8a5,9946,8861,0.00112021569676023,1A,Dr
8855,1,1,,PENNCROSS DR,5300,3,2, ,CDS,0,410,0,SUNTAN LAKE,8,,2807,22,105,2/26/2020 12:00:00 AM,,,7,2,8862,,,8862,2003,1317,3/25/2022 12:00:00 AM,,,4473,,1/1/2003 12:00:00 AM,0,SUNTANLAKEDR,0,0,0,System.Byte[],{52d6b05d-cbb7-484c-aaef-58f381e75818},15801,1,0,b6f15ad7-f4a3-4327-9920-ae15ec778645,8082,8862,0.00133059588662259,1A,Dr
8856,1,1,,COOKWOOD CT,5500,3,2, ,SEASPRAY LN,0,269,0,THUNDERIDGE,8,,906,26,105,2/26/2020 12:00:00 AM,,,7,2,8863,,,8863,2003,1317,3/25/2022 12:00:00 AM,,,4601,,1/1/2003 12:00:00 AM,0,THUNDERIDGEDR,0,0,0,System.Byte[],{231f8972-850b-4fa3-a715-0c5db86383b6},5244,1,0,b96ce6b6-2efc-4003-8784-8dfbe66d1c7e,10489,8863,0.00088073634917393,1A,Dr
8857,1,1,,ROGERS LN,5300,3,2, ,PENNCROSS DR,0,877,0,SEASPRAY,10,,10452,22,105,2/26/2020 12:00:00 AM,,,7,2,8864,,,8864,2003,1317,3/25/2022 12:00:00 AM,,,4127,,1/1/2003 12:00:00 AM,0,SEASPRAYLN,0,0,0,System.Byte[],{1e4f55a6-3d4f-4a7a-8104-34eedc6cab33},11030,1,0,cb20ae56-35a8-4395-b49f-adc753dcbadf,11113,8864,0.00292510385020307,1A,Ln
8858,1,1,,PENNCROSS DR,5400,3,2, ,THUNDERIDGE DR,0,998,0,SEASPRAY,10,,9781,22,105,2/26/2020 12:00:00 AM,,,7,2,8865,,,8865,2003,1317,3/25/2022 12:00:00 AM,,,4127,,1/1/2003 12:00:00 AM,0,SEASPRAYLN,0,0,0,System.Byte[],{edb1ace7-df77-4f4b-9736-37c4ada0562d},16218,1,0,d9a5c937-7db3-4a12-bb43-8b0340d4b3c3,8083,8865,0.00321439352877987,1A,Ln
8859,1,1,,THUNDERIDGE DR,5500,3,2, ,CDS,0,110,0,SEASPRAY,10,,7522,22,105,2/26/2020 12:00:00 AM,,,7,2,8866,,,8866,2003,1317,3/25/2022 12:00:00 AM,,,4127,,1/1/2003 12:00:00 AM,0,SEASPRAYLN,0,0,0,System.Byte[],{2e912617-5064-472c-ad83-62ef79a7bbcc},8356,1,0,e38ea65a-64db-4d19-b63f-bc72e4d1dce2,5721,8866,0.000305179327413979,1A,Ln
8860,1,1,,STRICKLAND RD,4000,0,2, ,RIVERVIEW PARK DR,0,204,0,HALBURTON,15,,36985,26,105,2/26/2020 12:00:00 AM,,,7,2,8867,,,8867,2003,1317,3/25/2022 12:00:00 AM,,,2314,,,0,HALBURTONRD,2010,0,0,System.Byte[],{314212af-3a97-48b8-bdc0-2ed5180b178f},21605,1,0,a1db308c-d14d-4e7f-a10c-111cc00b0406,5769,8867,0.000623142080252854,1A,Rd
8861,1,1,,RIVERVIEW PARK DR,4100,5,2, ,BREELAND WY,0,484,0,HALBURTON,15,,39587,26,105,2/26/2020 12:00:00 AM,,,7,2,8868,,,8868,2003,1317,3/25/2022 12:00:00 AM,,,2314,,,0,HALBURTONRD,2010,0,0,System.Byte[],{14d5860e-1663-4587-98fa-8f786d08f841},21606,1,0,d22b564c-2add-487f-b6c2-da71e8056eaa,6159,8868,0.00156820215053747,1A,Rd
8862,1,1,,HALBURTON RD,9116,5,2, ,CDS,0,80,0,RIVERVIEW PARK,8,,36983,50,105,2/26/2020 12:00:00 AM,,,7,2,8869,,,8869,2003,1317,3/25/2022 12:00:00 AM,,,3930,,1/1/2003 12:00:00 AM,0,RIVERVIEWPARKDR,0,0,0,System.Byte[],{9d000673-0e64-4f17-810c-8e27d4c36efc},14705,1,0,9bd05b7f-d970-47b6-af7c-d2e2c3633f98,11330,8869,0.000291170617973465,1A,Dr
8863,1,1,,FENN BROOK LN,9100,5,2, ,HALBURTON RD,0,410,0,RIVERVIEW PARK,8,,40802,26,105,2/26/2020 12:00:00 AM,,,7,2,8870,,,8870,2003,1317,3/25/2022 12:00:00 AM,,,3930,,1/1/2003 12:00:00 AM,0,RIVERVIEWPARKDR,0,0,0,System.Byte[],{6ca0a6bf-cc3a-4730-80cc-1493f31c2c10},9843,1,0,f89e44c2-8569-4418-b918-6ad61cb176cd,11307,8870,0.0012673368013132,1A,Dr
8864,1,1,,SUNRIDGE RD,8900,5,2, ,FENN BROOK LN,0,833,0,RIVERVIEW PARK,8,,40801,26,105,2/26/2020 12:00:00 AM,,,7,2,8871,,,8871,2003,1317,3/25/2022 12:00:00 AM,,,3930,,1/1/2003 12:00:00 AM,0,RIVERVIEWPARKDR,0,0,0,System.Byte[],{11b6652f-21bf-4523-9d71-eb2209646a0d},20225,1,0,595b3736-4eae-4a59-9d07-0db5f63d97c1,5770,8871,0.00227627195930179,1A,Dr
8865,1,1,,END PVMT #3921,3921,5,2, ,RIVERVIEW PARK DR,0,150,0,SUNRIDGE,15,,40799,26,105,2/26/2020 12:00:00 AM,,,7,2,8872,,,8872,2003,1317,3/25/2022 12:00:00 AM,,,4468,,,0,SUNRIDGERD,0,0,2015,System.Byte[],{9e9cf1b8-65eb-4556-b360-8324874193bb},7277,1,0,dfb295e1-537e-4e34-b335-b35d18de2814,7730,8872,0.000498241828672166,1A,Rd
8866,1,1,,RIVERVIEW PARK DR,4000,5,2, ,WATERTOWN CR,0,361,0,FENN BROOK,10,,40797,22,105,2/26/2020 12:00:00 AM,,,7,2,8873,,,8873,2003,1317,3/25/2022 12:00:00 AM,,,1962,,1/1/2003 12:00:00 AM,0,FENNBROOKLN,0,0,0,System.Byte[],{d9111eaa-6489-4582-94f6-3e7b428adfd7},17632,1,0,8fe39b7b-9ae5-4505-9e75-15a9f92dfdd8,8203,8873,0.00120023918690797,1A,Ln
8867,1,1,,WATERTOWN CR,4012,5,2, ,CDS,0,150,0,FENN BROOK,10,,40798,22,105,2/26/2020 12:00:00 AM,,,7,2,8874,,,8874,2003,1317,3/25/2022 12:00:00 AM,,,1962,,1/1/2003 12:00:00 AM,0,FENNBROOKLN,0,0,0,System.Byte[],{a6659fda-7fbc-46d0-9808-86a5165e25b6},20224,1,0,66157a9f-ffc6-43f1-8501-9701e0a859ac,7059,8874,0.000518074576531849,1A,Ln
8868,1,1,,FENN BROOK LN,9000,5,2, ,CDS,0,110,0,WATERTOWN,5,,40796,22,105,2/26/2020 12:00:00 AM,,,7,2,8875,,,8875,2003,1317,3/25/2022 12:00:00 AM,,,4877,,1/1/2003 12:00:00 AM,0,WATERTOWNCR,0,0,0,System.Byte[],{134c114d-cff6-4577-85e7-30c22c23871c},7276,1,0,81e29415-83b2-470f-9ded-79bc2cd745d1,11218,8875,0.000295126156892065,1A,Cr
8869,1,1,,BALANCE FOX DR,5900,2,2, ,CDS,0,205,0,CURRIN FOX,6,,33083,26,105,2/26/2020 12:00:00 AM,,,7,2,8876,,,8876,2003,1317,3/25/2022 12:00:00 AM,,,1555,,1/1/2003 12:00:00 AM,0,CURRINFOXCT,0,0,0,System.Byte[],{235bd245-efd7-432f-a2a3-78216a0bc45a},6609,1,0,54720dea-78e1-4f23-90a1-e954f37ae299,7731,8876,0.000582591436441715,1A,Ct
8870,1,1,,FOX RD,4600,2,2, ,CURRIN FOX CT,0,172,0,BALANCE FOX,8,,32665,26,105,2/26/2020 12:00:00 AM,,,7,2,8877,,,8877,2003,1317,3/25/2022 12:00:00 AM,,,589,,1/1/2003 12:00:00 AM,0,BALANCEFOXDR,0,0,0,System.Byte[],{baecec46-aad0-455e-9963-a050288b770c},11746,1,0,664b5b8e-0840-4863-9abf-c22c5172957a,1569,8877,0.000620703779624675,1A,Dr
8871,1,1,,CURRIN FOX CT,4608,2,2, ,BUBBLE,0,265,0,BALANCE FOX,8,,33962,26,105,2/26/2020 12:00:00 AM,,,7,2,8878,,,8878,2003,1317,3/25/2022 12:00:00 AM,,,589,,1/1/2003 12:00:00 AM,0,BALANCEFOXDR,0,0,0,System.Byte[],{67c2200c-8cf6-4cf8-a20e-6c32abe73c2f},20892,1,0,94f0254a-95c2-4bfb-aa63-346ab81c8c4f,6160,8878,0.000877371502743545,1A,Dr
8872,1,1,,BUBBLE,4615,2,2, ,BUBBLE,0,75,0,BALANCE FOX,8,,0,26,105,2/26/2020 12:00:00 AM,,,7,2,8879,,,8879,2003,1317,3/25/2022 12:00:00 AM,,,589,,1/1/2003 12:00:00 AM,0,BALANCEFOXDR,0,0,0,System.Byte[],{1fc5914e-4cb7-4240-94f7-e2eeebf5e442},20893,1,0,5b21492b-3daa-4875-bbdf-9f4783ef8f3d,5771,8879,0.000223738314561581,1A,Dr
8873,1,1,,GLENWOOD AVE,6000,5,2, ,END C&G #5925,0,2400,0,TRIANGLE,8,,31020,36,105,2/26/2020 12:00:00 AM,,,7,2,8881,,,8881,2003,1317,3/25/2022 12:00:00 AM,,,4683,,1/1/2003 12:00:00 AM,0,TRIANGLEDR,0,0,0,System.Byte[],{b018d69d-cfc0-442d-a259-b14d79783379},21588,1,0,c8fb2643-e941-4124-b9a9-10d5d20072c0,6602,8881,0.00739129495812501,1A,Dr
8874,1,1,,BRANDY BAY RD,7750,5,2, ,COUNTRY TR,0,218,0,MONTE ALTO,8,,46709,26,105,2/26/2020 12:00:00 AM,,,7,2,8882,,,8882,2003,1317,3/25/2022 12:00:00 AM,,,3251,,1/1/2003 12:00:00 AM,0,MONTEALTODR,0,0,0,System.Byte[],{44c2cd13-7ba0-4785-88a5-a477a361db72},15281,1,0,cb438938-a246-42fe-9a99-d1099165dae9,5772,8882,0.000620296815301043,1A,Dr
8875,1,1,,SILVER VIEW LN,7700,5,2, ,BRANDY BAY RD,0,340,0,MONTE ALTO,8,,39791,26,105,2/26/2020 12:00:00 AM,,,7,2,8883,,,8883,2003,1317,3/25/2022 12:00:00 AM,,,3251,,1/1/2003 12:00:00 AM,0,MONTEALTODR,0,0,0,System.Byte[],{2efc3549-bfd5-4d66-82b9-13d16844d5ec},20180,1,0,a34ea751-98f5-4d22-a403-ad6a54647f57,5773,8883,0.000938491339612341,1A,Dr
8876,1,1,,SATINLEAF DR,3725,0,2,"END DESC, LENGTH CHANGE",MITCHELL MILL RD,0,259,0,PINKHAM,22,,41827,26,105,2/26/2020 12:00:00 AM,,,7,2,8884,,,8884,2019,1317,3/25/2022 12:00:00 AM,,,3682,,1/1/2003 12:00:00 AM,0,PINKHAMWY,0,0,0,System.Byte[],{dd0d3893-1d6f-4656-ab32-2279f0008f31},7336,1,0,3bb57be4-85cf-44cc-bc17-14b4eb2395fb,10113,8884,0.000809527082715338,1A,Wy
8877,1,1,,FAWN GLEN DR,4300,2,2, ,END PVMT #4205,0,120,0,BROOKVALLEY,8,,38253,26,105,2/26/2020 12:00:00 AM,,,7,2,9309,,,9309,2002,1317,3/25/2022 12:00:00 AM,,,992,,1/1/2002 12:00:00 AM,0,BROOKVALLEYDR,0,0,0,System.Byte[],{0ea86288-f310-403e-8d34-670ce1ed1210},7078,1,0,c526ac60-ee80-49d4-bc8d-b71a83d76975,9676,9309,0.000390888673844352,1A,Dr
8878,1,1,,FAWN CREEK CT,4300,2,2, ,STONEFORD TR,0,512,0,FAWN GLEN,8,,34276,31,105,2/26/2020 12:00:00 AM,,,7,2,9310,,,9310,2002,1317,3/25/2022 12:00:00 AM,,,1955,,1/1/2002 12:00:00 AM,0,FAWNGLENDR,0,0,0,System.Byte[],{93cb89b3-8c44-4e6f-a961-09077b8e0cf3},9339,1,0,4060ac85-ab14-4203-b7cc-fc16d20b7372,9677,9310,0.00152388936684041,1A,Dr
8879,1,1,,REDDINGTON TR,4425,2,2, ,CLAYBOURNE DR,0,334,0,FAWN GLEN,8,,36343,31,105,2/26/2020 12:00:00 AM,,,7,2,9311,,,9311,2002,1317,3/25/2022 12:00:00 AM,,,1955,,1/1/2002 12:00:00 AM,0,FAWNGLENDR,0,0,0,System.Byte[],{923a7b3d-1b20-401c-828e-eb4ce3f4dbd9},6892,1,0,feb3ad5a-db35-4b4a-a45a-ad12fb6ebbd1,5616,9311,0.000914508227355054,1A,Dr
8880,1,1,,FLORETTA PL,8810,5,2,Phase 3 Added 11/17/2021,PHASE LINE/END MAINT #8851,0,1516,0,WESTGATE PARK,8,,38372,36,105,11/17/2021 12:00:00 AM,,,7,3,9312,,,9312,2002,1317,3/25/2022 12:00:00 AM,,,4938,,1/1/2002 12:00:00 AM,0,WESTGATEPARKDR,0,0,0,System.Byte[],{2ba0132f-02a0-48c5-86b1-dcd89e451288},1792,1,0,a7a5aedd-a33c-435e-811f-79f8150170e2,5617,9312,0.00483290423821737,1A,Dr
8881,1,1,,BRIER CREEK PKWY,1000,5,2, ,CDS,0,206,0,FOSSIL CREEK,6,2,28274,42,105,2/26/2020 12:00:00 AM,,,7,2,9313,,,9313,2002,1317,3/25/2022 12:00:00 AM,,,2048,,1/1/2002 12:00:00 AM,0,FOSSILCREEKCT,0,0,0,System.Byte[],{48885a5d-6b66-4eac-a049-b06d963bdf28},3614,1,0,5d7fff62-8cd7-43ac-8e4d-f4e9bb9957b2,2858,9313,0.000619300686774974,1A,Ct
8882,1,1,,LINKS CLUB DR,200,4,1, ,PITCHING WEDGE DR,0,155,0,PAR,8,,6024,22,105,2/26/2020 12:00:00 AM,,,7,2,9314,,,9314,2002,1317,3/25/2022 12:00:00 AM,,,3533,,1/1/2002 12:00:00 AM,0,PARDR,0,0,0,System.Byte[],{588f5a61-b83b-4f2a-9015-37563361a8d6},3005,1,0,a9b7aa0b-d742-473b-8ce8-640b8b5b92f7,5618,9314,0.000532077320093884,1A,Dr
8883,1,1,,PITCHING WEDGE DR,300,4,0, ,TRYON RD,0,1630,0,PAR,8,,5000,22,105,2/26/2020 12:00:00 AM,,,7,2,9315,,,9315,2002,1317,3/25/2022 12:00:00 AM,,,3533,,1/1/2002 12:00:00 AM,0,PARDR,0,0,0,System.Byte[],{8b209376-8a7d-466d-b0f0-174e061a8e95},18586,1,0,ecc62a7c-e0ac-4764-956f-736e812ae147,6664,9315,0.00476358466971247,1A,Dr
8884,1,1,,MERYTON PARK WY N.,8850,2,2, ,THORNTON RD,0,1448,0,THORNTON COMMONS,8,,45852,36,105,2/26/2020 12:00:00 AM,,,7,2,9316,,,9316,2002,1317,3/25/2022 12:00:00 AM,,,4596,,1/1/2002 12:00:00 AM,0,THORNTONCOMMONSDR,2021,0,0,System.Byte[],{37c79c3a-a123-41de-934c-90cbebca3386},21624,1,0,1fb21547-c47c-4e62-ab7e-a56103f72ae2,4734,9316,0.00433964774160659,1A,Dr
8885,1,1,,MERYTON PARK WY S.,8825,2,2, ,MERYTON PARK WY N.,0,693,0,THORNTON COMMONS,8,,45008,36,105,2/26/2020 12:00:00 AM,,,7,2,9317,,,9317,2004,1317,3/25/2022 12:00:00 AM,,,4596,,1/1/2004 12:00:00 AM,0,THORNTONCOMMONSDR,0,0,0,System.Byte[],{117543c9-0a0c-4256-bbad-8d13d46b3d57},10423,1,0,7923e605-2cea-46f6-a20c-a0ec4ed692ed,294,9317,0.00207919249467899,1A,Dr
8886,1,1,,RAVEN RIDGE RD,10200,0,2, ,SLIDER DR,0,181,0,DAPPING,8,,24986,26,105,2/26/2020 12:00:00 AM,,,7,2,9318,,,9318,2002,1317,3/25/2022 12:00:00 AM,,,1595,,1/1/2002 12:00:00 AM,0,DAPPINGDR,0,0,0,System.Byte[],{0cef1397-dac2-4903-aa64-2f6e4d55ee97},896,1,0,a7723e8c-f2ff-47da-8e0b-00b5f6abddbe,5619,9318,0.000596833040976305,1A,Dr
8887,1,1,,SLIDER DR,10300,2,2, ,SLIDER DR,0,1378,0,DAPPING,8,,24985,26,105,2/26/2020 12:00:00 AM,,,7,2,9319,,,9319,2002,1317,3/25/2022 12:00:00 AM,,,1595,,1/1/2002 12:00:00 AM,0,DAPPINGDR,0,0,0,System.Byte[],{657228b6-a6c7-497c-b256-1481c38c1ec9},19174,1,0,00a463ce-22f3-457d-b979-32355613292a,10134,9319,0.00416396768837097,1A,Dr
8888,1,1,,SLIDER DR,10500,0,2, ,RAVEN RIDGE RD,0,327,0,DAPPING,8,,26780,26,105,2/26/2020 12:00:00 AM,,,7,2,9320,,,9320,2002,1317,3/25/2022 12:00:00 AM,,,1595,,1/1/2002 12:00:00 AM,0,DAPPINGDR,0,0,0,System.Byte[],{ffae186a-754d-4ac0-8074-ed6da8cf6870},3596,1,0,be92008e-41a0-4a45-9257-c4badf9a6209,1696,9320,0.000957482305629626,1A,Dr
8889,1,1,,KELWAY DR,2500,2,2, ,PENROSE TR,0,215,0,WHITE MARSH,8,,45110,26,105,2/26/2020 12:00:00 AM,,,7,2,8136,,,8136,1999,1317,3/25/2022 12:00:00 AM,,,4978,,1/1/1999 12:00:00 AM,0,WHITEMARSHDR,0,0,0,System.Byte[],{399456fd-68e4-4e92-820f-57a4507623d6},20463,1,0,0d049a75-bcc2-43e0-8fb8-707046a0cd57,5190,8136,0.00077721487896792,1A,Dr
8890,1,1,,PARKLAKE AV,4400,5,2, ,SCHOOL ENTRANCE,0,470,0,LAKERIM,2,,43788,31,105,2/26/2020 12:00:00 AM,,,7,2,9340,,,9340,2002,1317,3/25/2022 12:00:00 AM,,,2786,,1/1/2002 12:00:00 AM,0,LAKERIMAV,0,0,0,System.Byte[],{55d921e7-f7b6-43e3-a0ac-8bc73803ac47},4744,1,0,812626f7-da99-4ef3-8d77-b5f3f73c6ad9,5624,9340,0.00153633979708798,1A,Av
8891,1,1,,PENROSE TR,2550,2,2, ,FIELDMIST DR,0,344,0,WHITE MARSH,8,,45111,26,105,2/26/2020 12:00:00 AM,,,7,2,8137,,,8137,2014,1317,3/25/2022 12:00:00 AM,,,4978,,1/1/2014 12:00:00 AM,0,WHITEMARSHDR,0,0,0,System.Byte[],{ea4d0dbc-006e-4309-a557-6acbe2aa44e4},2200,1,0,c7538640-0060-46be-bc31-45c7c33cb2d1,5191,8137,0.00113256630363804,1A,Dr
