OBJECTID_1,Active,Street Surface ,COMMENT_STR,COR_BEGIN_DESC,Block Number,COR_COUNCIL_ID,COR_CURB_NUM_ID,COR_EDITNOTE,COR_END_DESC,Leaf Zone,Length(ft),MSD,COR_STREET_NAME,COR_ST_TYPE_ID,COR_SW_NUM_ID,COR_WAKE_ID,Width,County ID,DATE_UPDATE,DIRECTION_ID,EFF_YEAR,Functional Class,Lane Count,PMS_SECTION_ID,USER_UPDATE,COMMENT_ID,GIS ID,LAST_YEAR_CONSTR,Owner,TEMPO_BIRTH_DATE,TEMPO_EFF_BIRTH_DATE,TEMPO_EFF_DEATH_DATE,TKG_PROJ_GROUP_ID,COR_LAST_TRT_COMPL_DATE,COR_INVENTORY_DATE,COR_STREET_GROUP_NUM,AARB_ROADNO,LAST_YEAR_MAINT,LAST_YEAR_PRES,LAST_YEAR_RESURFACING,SE_ANNO_CAD_DATA,GLOBALID_1,COR_FACILITY_ID,COR_ACTIVE_CAT_ID,COR_MSD_ID,GlobalID,OBJECTID,PMS_SECTION_ID,Shape__Length,Leaf ID,ST_TYPE_STRING
3716,1,1,,MILLBROOK RD,5400,1,2, ,CEDAR HILL LN,0,462,0,KNOLLWOOD,15,,31230,22,105,2/26/2020 12:00:00 AM,,,7,2,3116,,,3116,0,1317,3/25/2022 12:00:00 AM,,,2751,,,0,KNOLLWOODRD,0,0,1993,System.Byte[],{55ef56d7-6fe8-4bda-9e6f-d02f14a49d70},16865,1,0,7d771f61-e15b-45fc-9f4f-d72a30d64209,12399,3116,0.00132000574352872,1A,Rd
3717,1,1,,KNOLLWOOD RD,400,1,2, ,CDS,0,533,0,MYRTLEWOOD,6,,32089,22,105,2/26/2020 12:00:00 AM,,,7,2,3946,,,3946,0,1317,3/25/2022 12:00:00 AM,,,3302,,,0,MYRTLEWOODCT,0,0,1993,System.Byte[],{8e544ea3-e766-411c-8a9b-9d0faee6ed1c},3925,1,0,f804e92f-758d-403e-8fb0-d8ed3c87cb5e,8372,3946,0.00172190988969943,1A,Ct
3718,1,1,,RANGELEY DR,300,1,2, ,CDS,0,203,0,LYME,6,,31634,22,105,2/26/2020 12:00:00 AM,,,7,2,3520,,,3520,0,1317,3/25/2022 12:00:00 AM,,,3003,,,0,LYMECT,0,0,1995,System.Byte[],{d6c848c5-5eff-412e-884f-17ebbebc8618},16903,1,0,77061c79-98d8-40b3-8792-5f0780408c04,1432,3520,0.000534363134177428,1A,Ct
3719,1,1,,CEDAR HILL LN,5500,1,2, ,CEDARCREST CT,0,367,0,KNOLLWOOD,15,,35533,22,105,2/26/2020 12:00:00 AM,,,7,2,3117,,,3117,0,1317,3/25/2022 12:00:00 AM,,,2751,,,0,KNOLLWOODRD,0,0,1986,System.Byte[],{67ee3999-6750-4454-820d-116140236805},6828,1,0,a6db3b91-f16c-4305-b674-f13db57228c3,1364,3117,0.00100418388632116,1A,Rd
3720,1,1,,OCOTEA ST,2000,5,2, ,CDS,0,337,0,NAKOMA,12,,37524,22,105,2/26/2020 12:00:00 AM,,,7,2,3947,,,3947,0,1317,3/25/2022 12:00:00 AM,,,3303,,,0,NAKOMAPL,0,0,2001,System.Byte[],{7f4f1801-66f6-444b-ad73-dd021c1cd754},12134,1,0,746d9c5e-3280-4ce4-a14b-b98d42ec27ef,6958,3947,0.000783115202088291,1A,Pl
3721,1,1,,CDS,400,1,2, ,MOUNTAIN BROOK LN,0,198,0,LYNCHESTER,6,,29690,22,105,2/26/2020 12:00:00 AM,,,7,2,3521,,,3521,0,1317,3/25/2022 12:00:00 AM,,,3005,,,0,LYNCHESTERCT,0,0,0,System.Byte[],{63b1a935-9044-4ff1-aef7-eff61b1a128b},6292,1,0,84889206-333f-4691-9054-f4bba86d9dfa,11362,3521,0.00070186442465725,1A,Ct
3722,1,1,,CEDARCREST CT,5600,1,2, ,MYRTLEWOOD CT,0,226,0,KNOLLWOOD,15,,32468,22,105,2/26/2020 12:00:00 AM,,,7,2,3118,,,3118,0,1317,3/25/2022 12:00:00 AM,,,2751,,,0,KNOLLWOODRD,0,0,1986,System.Byte[],{33bc425a-bf41-45fb-a86f-a03fdeeb52f9},19604,1,0,024e031a-3788-47a0-b76b-22c8a6785ef3,1365,3118,0.000618674404915619,1A,Rd
3723,1,1,,BEG PVMT #1917,1916,5,2, ,MYRON DR,0,121,0,NANCY ANN,8,,3910,30,105,2/26/2020 12:00:00 AM,,,7,2,3948,,,3948,0,1317,3/25/2022 12:00:00 AM,,,3305,,,0,NANCYANNDR,0,0,1993,System.Byte[],{b00ce8c4-6d31-4f6f-877f-18ed8331df9a},2866,1,0,613482e1-41dc-429a-bfba-808b07e38ead,12646,3948,0.000343299975995152,1A,Dr
3724,1,1,,ROCK QUARRY RD,2000,3,2, ,WIDTH CHG,0,525,0,LYNDHURST,8,,6576,36,105,2/26/2020 12:00:00 AM,,,7,2,3522,,,3522,0,1317,3/25/2022 12:00:00 AM,,,3006,,,0,LYNDHURSTDR,0,0,1993,System.Byte[],{85a8701b-37ee-474c-ba34-02cfb5ce186f},21046,1,0,289ba412-9ec4-4f53-b39c-ac7217d7be38,1433,3522,0.00182831916725584,1A,Dr
3725,1,1,,MYRTLEWOOD CT,5605,1,2, ,FARLEY DR,0,257,0,KNOLLWOOD,15,,29759,26,105,2/26/2020 12:00:00 AM,,,7,2,3119,,,3119,0,1317,3/25/2022 12:00:00 AM,,,2751,,,0,KNOLLWOODRD,0,0,1993,System.Byte[],{f490aab7-c1c3-43be-a865-da864e42ba94},19351,1,0,1850f21b-01e9-472d-8a83-527539f298fa,8103,3119,0.0006991748252356,1A,Rd
3726,1,1,,MYRON DR,2000,5,2, ,CALDWELL DR,0,824,0,NANCY ANN,8,,1883,30,105,2/26/2020 12:00:00 AM,,,7,2,3949,,,3949,0,1317,3/25/2022 12:00:00 AM,,,3305,,,0,NANCYANNDR,0,0,1993,System.Byte[],{1a71ab72-2944-4a74-a621-cf8dded62da1},68,1,0,1380d13d-2868-4f34-98c4-43acc2c45877,104,3949,0.00228090771389893,1A,Dr
3727,1,1,,WIDTH CHG,2100,3,2, ,PLATINUM AV,0,1057,0,LYNDHURST,8,,6576,22,105,2/26/2020 12:00:00 AM,,,7,2,3523,,,3523,0,1317,3/25/2022 12:00:00 AM,,,3006,,,0,LYNDHURSTDR,0,0,2001,System.Byte[],{ec81ccee-2c76-4040-bcdb-4f3a3bbf9dc9},10878,1,0,7b55f30d-263b-44c4-bd5d-0aee303313d2,7171,3523,0.00295557933924636,1A,Dr
3728,1,1,,FARLEY DR,5616,1,2, ,ROSEHAVEN DR,0,192,0,KNOLLWOOD,15,,29014,26,105,2/26/2020 12:00:00 AM,,,7,2,3120,,,3120,0,1317,3/25/2022 12:00:00 AM,,,2751,,,0,KNOLLWOODRD,0,0,1993,System.Byte[],{f4a8a1a9-7ebf-426a-82cb-12e55061a2ed},8884,1,0,5c83da7b-052a-42b4-81e9-d9135a601ead,7378,3120,0.000553257409102235,1A,Rd
3729,1,1,,CALDWELL DR,2100,5,2, ,DOYLE RD,0,339,0,NANCY ANN,8,,34199,30,105,2/26/2020 12:00:00 AM,,,7,2,3950,,,3950,0,1317,3/25/2022 12:00:00 AM,,,3305,,,0,NANCYANNDR,0,0,1993,System.Byte[],{e3e0ebbb-7f85-4064-a874-42e8ccba4800},6716,1,0,66b0ba02-6f48-4b51-8ffe-4f47d83ee7be,11034,3950,0.000924291994969448,1A,Dr
3730,1,1,,PLATINUM AV,2200,3,2, ,FOXRUN DR,0,768,0,LYNDHURST,8,,6619,22,105,2/26/2020 12:00:00 AM,,,7,2,3524,,,3524,0,1317,3/25/2022 12:00:00 AM,,,3006,,,0,LYNDHURSTDR,0,0,2001,System.Byte[],{f871497b-dc7f-45a1-9e81-6feafc5f641b},13394,1,0,08a72444-841c-449f-86cc-b104dc854881,11495,3524,0.00223529036995295,1A,Dr
3731,1,1,,NEWBOLD ST,200,4,2, ,LAYDEN ST,0,354,0,KNOWLES,18,,27150,26,105,2/26/2020 12:00:00 AM,,,7,2,3121,,,3121,0,1317,3/25/2022 12:00:00 AM,,,2752,,,0,KNOWLESST,0,0,2000,System.Byte[],{df4fac11-3ec9-4b5d-8d76-375a46a2d45b},13682,1,0,a1badfc9-ef33-4ac4-ab02-c42495ad59d4,3206,3121,0.00117178224242342,1A,St
3732,1,1,,DOYLE RD,2200,5,2, ,HARDEN RD,0,429,0,NANCY ANN,8,,34918,30,105,2/26/2020 12:00:00 AM,,,7,2,3951,,,3951,0,1317,3/25/2022 12:00:00 AM,,,3305,,,0,NANCYANNDR,0,0,1993,System.Byte[],{aab21b27-9eb9-4d78-acbb-82c2c486b788},14551,1,0,e6ff9fa3-9ca1-4037-9b02-849fbe92c06d,8336,3951,0.00122685274650759,1A,Dr
3733,1,1,,FOXRUN DR,2300,3,2, ,KEITH DR,0,361,0,LYNDHURST,8,,1597,22,105,2/26/2020 12:00:00 AM,,,7,2,3525,,,3525,0,1317,3/25/2022 12:00:00 AM,,,3006,,,0,LYNDHURSTDR,0,0,2001,System.Byte[],{024b0c76-9b6d-4ccc-a623-d9fc394b56ac},2681,1,0,e4b1ac9f-2849-4536-9bc5-0d5786861980,5005,3525,0.00105894519376652,1A,Dr
3734,1,1,,LAYDEN ST,2700,4,2, ,BLANCHARD ST,0,1057,0,KNOWLES,18,,13665,26,105,2/26/2020 12:00:00 AM,,,7,2,3122,,,3122,0,1317,3/25/2022 12:00:00 AM,,,2752,,,0,KNOWLESST,0,0,2000,System.Byte[],{2b9e213c-9a2c-4f01-814f-c9ddd1b54ac1},11158,1,0,224d52f4-ae86-4c3c-aca6-73324442f1e9,11347,3122,0.0031123632653552,1A,St
3735,1,1,,HARDEN RD,2300,5,2, ,LAKE BOONE TR,0,954,0,NANCY ANN,8,,51339,36,105,2/26/2020 12:00:00 AM,,,7,2,3952,,,3952,0,1317,3/25/2022 12:00:00 AM,,,3305,,,0,NANCYANNDR,0,0,2005,System.Byte[],{b1ac2f08-6025-4761-85f1-d332f726bb8d},21853,1,0,cf0c60f6-4e85-4e43-a9e5-e6e45f8f50ea,11592,3952,0.00281809073451355,1A,Dr
3736,1,1,,PHASE LINE #6313,6313,1,2, ,ASHEBROOK DR,0,283,0,LYNN MEADOW,8,,27749,26,105,2/26/2020 12:00:00 AM,,,7,2,3526,,,3526,0,1317,3/25/2022 12:00:00 AM,,,3007,,,0,LYNNMEADOWDR,0,0,1995,System.Byte[],{1ebc1276-eec6-4f91-a3dc-6d073dcab9ea},964,1,0,b210f056-f143-4905-9577-4370954f7285,1434,3526,0.000937291903324581,1A,Dr
3737,1,1,,BLANCHARD ST,2800,4,2, ,CDS,0,368,0,KNOWLES,18,,13666,26,105,2/26/2020 12:00:00 AM,,,7,2,3123,,,3123,0,1317,3/25/2022 12:00:00 AM,,,2752,,,0,KNOWLESST,0,0,2000,System.Byte[],{c11901c4-cc7c-4921-9f72-e4ce48c51bc2},13683,1,0,d096e612-c4c3-4eca-b131-7a7dbc06270c,1367,3123,0.00104801970639022,1A,St
3738,1,1,,W. ROANOKE PARK DR,700,5,1, ,SCALES ST,0,974,0,NASH,8,,4127,18,105,7/6/2021 12:00:00 AM,,,7,2,3953,,,3953,0,1317,3/25/2022 12:00:00 AM,,,3310,,,0,NASHDR,0,0,2000,System.Byte[],{19f12455-ab3c-4c9c-a684-dd828ff1e670},8123,1,0,0377b7d0-57c3-4c2d-b4f3-7a4d933c5e9c,11784,3953,0.00305195289904458,1A,Dr
3739,1,1,,LYNN RD,6600,1,2, ,CDS,0,1060,0,LYNNDALE,8,,31590,22,105,2/26/2020 12:00:00 AM,,,7,2,3527,,,3527,0,1317,3/25/2022 12:00:00 AM,,,3008,,,0,LYNNDALEDR,0,0,1993,System.Byte[],{77bbbb28-42df-4c75-ac1e-d4c40dccd561},1220,1,0,fdd8cf58-3e76-4e74-97ce-26ddbaa850ad,1435,3527,0.00288508105030253,1A,Dr
3740,1,1,,LEWIS CR,1800,5,0, ,END MAINT #1807,0,270,0,KNOX,15,,13668,16,105,2/26/2020 12:00:00 AM,,,7,2,3124,,,3124,0,1317,3/25/2022 12:00:00 AM,,,2753,,,0,KNOXRD,0,0,0,System.Byte[],{2986b1e4-b780-49c0-960a-9760d0f23fc9},11159,1,0,ff4115f7-4ad4-44eb-b29f-373c4ea87b32,7540,3124,0.000740392284991522,1A,Rd
3741,1,1,,QUAIL HOLLOW DR,700,1,2, ,BENSON DR,0,1901,0,NAVAHO,8,,40612,36,105,2/26/2020 12:00:00 AM,,,7,2,3954,,,3954,0,1317,3/25/2022 12:00:00 AM,,,169,,,0,NAVAHODR,0,0,2008,System.Byte[],{7e10bd3a-a356-4ea8-a450-dda7411a99fe},20214,1,0,11a81008-6067-4723-8042-fc997cd78684,4406,3954,0.00603352840187041,1A,Dr
3742,1,1,,REYNOLDS RD,200,1,2, ,ROCKDALE DR,0,980,0,LYNWOOD,10,,39304,22,105,2/26/2020 12:00:00 AM,,,7,2,3528,,,3528,0,1317,3/25/2022 12:00:00 AM,,,3010,,,0,LYNWOODLN,0,0,1997,System.Byte[],{3b149863-9437-42ed-b4ae-87d1981a2222},17534,1,0,21e19093-d65e-469a-a2eb-852bdaa4f291,2648,3528,0.00309439713080638,1A,Ln
3743,1,1,,WALLINGFORD DR,4600,2,2, ,TRIPP CT,0,232,0,KRESSON,12,,34005,22,105,2/26/2020 12:00:00 AM,,,7,2,3125,,,3125,0,1317,3/25/2022 12:00:00 AM,,,2755,,,0,KRESSONPL,0,0,2009,System.Byte[],{fbf5ae81-9907-496b-86c4-8e60d475fa29},4143,1,0,83545ac4-6146-487b-ac84-47b3049014eb,1368,3125,0.000671422066974445,1A,Pl
3744,1,1,,BENSON DR,1100,1,2, ,WAKE FOREST RD,0,603,0,NAVAHO,8,,35703,36,105,2/26/2020 12:00:00 AM,,,7,2,3955,,,3955,0,1317,3/25/2022 12:00:00 AM,,,169,,,0,NAVAHODR,0,0,2008,System.Byte[],{30aca08d-ffa8-458b-9654-c59925dc1aa3},19889,1,0,7127bc85-33de-4a35-8dec-422a751716d2,9607,3955,0.00197412158425916,1A,Dr
3745,1,1,,ROCKDALE DR,300,1,2, ,LAMBETH DR,0,573,0,LYNWOOD,10,,39306,22,105,2/26/2020 12:00:00 AM,,,7,2,3529,,,3529,0,1317,3/25/2022 12:00:00 AM,,,3010,,,0,LYNWOODLN,0,0,1997,System.Byte[],{6956a0a0-ab6b-4e4f-b4c5-d241c51637cb},9751,1,0,62cb406e-74ca-4421-a62c-37164b0f8926,7172,3529,0.00186841684864304,1A,Ln
3746,1,1,,TRIPP CT,4606,2,2, ,CDS,0,112,0,KRESSON,12,,33144,22,105,2/26/2020 12:00:00 AM,,,7,2,3126,,,3126,0,1317,3/25/2022 12:00:00 AM,,,2755,,,0,KRESSONPL,0,0,2009,System.Byte[],{6c8751c9-88f5-485b-b062-4ccef2ca73a5},11778,1,0,55c5c56a-6321-47be-b947-afae5997bec1,1369,3126,0.00037002529419716,1A,Pl
3747,1,1,,WAKE FOREST RD,1200,1,2, ,EXECUTIVE DR,0,295,0,NAVAHO,8,,35978,36,105,2/26/2020 12:00:00 AM,,,7,2,3956,,,3956,0,1317,3/25/2022 12:00:00 AM,,,169,,,0,NAVAHODR,0,0,2001,System.Byte[],{ea411b3e-ae1f-4fb1-98da-2b4b8cda9e39},12022,1,0,f947413f-d06a-43c7-8823-924e6667263f,11447,3956,0.000888929310837277,1A,Dr
3748,1,1,,GRANT AV,1400,5,2, ,HATHAWAY RD,0,1435,0,LYON,18,,8139,22,105,2/26/2020 12:00:00 AM,,,7,2,3530,,,3530,0,1317,3/25/2022 12:00:00 AM,,,3011,,,0,LYONST,0,0,1999,System.Byte[],{50c38c60-8bce-47f0-b51e-1c40769260b6},21969,1,0,13d8f396-37d8-4352-a8d5-8b6163cd3e7a,6964,3530,0.00460316670172614,1A,St
3749,1,1,,WAKE FOREST RD,200,3,2, ,WATAUGA ST,0,818,0,LAFAYETTE,15,,2299,22,105,2/26/2020 12:00:00 AM,,,7,2,3127,,,3127,0,1317,3/25/2022 12:00:00 AM,,,2763,,,0,LAFAYETTERD,0,0,2008,System.Byte[],{92a9e2a7-e2db-4ec7-9061-ea3a67ed3118},15756,1,0,3a0388b0-9a2d-4369-bc57-f18d87ab1f28,11376,3127,0.00277116668713786,1A,Rd
3750,1,1,,EXECUTIVE DR,1300,1,2, ,END C&G,0,582,0,NAVAHO,8,,30706,36,105,2/26/2020 12:00:00 AM,,,7,2,3957,,,3957,0,1317,3/25/2022 12:00:00 AM,,,169,,,0,NAVAHODR,0,0,2001,System.Byte[],{d99af01d-f18f-4d8d-b1a2-62bf266b5e6f},11628,1,0,04d5438f-3451-40b1-9eeb-e122251f09d9,7912,3957,0.0016725816008135,1A,Dr
3751,1,1,,CDS,600,1,2, ,PITT ST,0,984,0,MACON,12,,35800,23,105,2/26/2020 12:00:00 AM,,,7,2,3531,,,3531,0,1317,3/25/2022 12:00:00 AM,,,3015,,,0,MACONPL,0,0,2003,System.Byte[],{82ba6408-5474-4de4-91d2-62a7a524f60c},14627,1,0,378f9643-9bf4-4e9f-b189-b0edc779bc40,2992,3531,0.00287981381769737,1A,Pl
3752,1,1,,WATAUGA ST,300,3,2, ,CLIFTON ST,0,304,0,LAFAYETTE,15,,3417,22,105,2/26/2020 12:00:00 AM,,,7,2,3128,,,3128,0,1317,3/25/2022 12:00:00 AM,,,2763,,,0,LAFAYETTERD,0,0,2008,System.Byte[],{e9fcbb2d-c12f-405a-a706-5c93b642fc55},8059,1,0,825ce290-87e9-43a1-b8b0-560fa90cf2dc,1370,3128,0.00105620280922395,1A,Rd
3753,1,1,,BEG 1 C&G #1313,1400,1,1, ,PINECREST DR,0,96,0,NAVAHO,8,,30706,24,105,2/26/2020 12:00:00 AM,,,7,2,3958,,,3958,0,1317,3/25/2022 12:00:00 AM,,,170,,,0,NAVAHODR,0,0,0,System.Byte[],{ce2eafc3-8b0c-4852-b802-84cb9560a312},21049,1,0,d8cd8964-b13d-4ebd-babd-7c68be7803e2,9608,3958,0.000310177060852798,1A,Dr
3754,1,1,,PITT ST,700,1,2, ,UNION ST,0,380,0,MACON,12,,35802,23,105,2/26/2020 12:00:00 AM,,,7,2,3532,,,3532,0,1317,3/25/2022 12:00:00 AM,,,3015,,,0,MACONPL,0,0,2003,System.Byte[],{027eb33f-44a9-4b14-9ae1-07bbce7fde2b},14628,1,0,23bf543c-11ed-4f56-87f3-89003f0a939a,2993,3532,0.00131588595260462,1A,Pl
3755,1,1,,WALLINGFORD DR,4500,2,2, ,CDS,0,118,0,LAFFERTY,6,,34006,22,105,2/26/2020 12:00:00 AM,,,7,2,3129,,,3129,0,1317,3/25/2022 12:00:00 AM,,,2764,,,0,LAFFERTYCT,0,0,2003,System.Byte[],{104034f5-698b-41a5-b0ae-c4a3a4a017f7},1510,1,0,8c471e2b-a831-4b45-adf1-dfd62276e5e6,12853,3129,0.00029190434969881,1A,Ct
3756,1,1,,PINECREST DR,1500,1,2, ,BUSH ST,0,838,0,NAVAHO,8,,40890,22,105,2/26/2020 12:00:00 AM,,,7,2,3959,,,3959,0,1317,3/25/2022 12:00:00 AM,,,170,,,0,NAVAHODR,0,0,0,System.Byte[],{6b1693b6-987c-4a0e-a8fd-81df07f0201e},7284,1,0,9d849315-c973-45b2-ae30-1e92f1bde1f9,12712,3959,0.00258242922238343,1A,Dr
3757,1,1,,UNION ST,800,1,2, ,CURRITUCK DR,0,725,0,MACON,12,,34259,23,105,2/26/2020 12:00:00 AM,,,7,2,3533,,,3533,0,1317,3/25/2022 12:00:00 AM,,,3015,,,0,MACONPL,0,0,2003,System.Byte[],{500addf2-e6fc-4256-9548-bdde3b8e3e7e},1482,1,0,3c2242b5-9440-4035-8d85-55b4c44dd96a,5006,3533,0.00235793554883685,1A,Pl
3758,1,1,,SWIFT DR,3700,4,2, ,CDS,0,272,0,LAIL,6,,284,22,105,2/26/2020 12:00:00 AM,,,7,2,3130,,,3130,0,1317,3/25/2022 12:00:00 AM,,,2766,,,0,LAILCT,2013,0,1987,System.Byte[],{2dfd16ae-6e72-4889-b42c-81b313481cae},15657,1,0,c17516bc-ed14-4098-ae4f-5a917cd1078c,3207,3130,0.000779453178716816,1A,Ct
3759,1,1,,BUSH ST,1600,1,1, ,PRVT PROP #1625,0,968,0,NAVAHO,8,,40611,22,105,2/26/2020 12:00:00 AM,,,7,2,3960,,,3960,0,1317,3/25/2022 12:00:00 AM,,,170,,,0,NAVAHODR,0,0,2008,System.Byte[],{182c1281-090c-493c-b38c-e33ef5d06355},7259,1,0,b3b46dd5-aa9a-4df1-8707-a73874a49f7f,8409,3960,0.00320460602336034,1A,Dr
3760,1,1,,CURRITUCK DR,900,1,2, ,YADKIN DR,0,777,0,MACON,12,,36406,23,105,2/26/2020 12:00:00 AM,,,7,2,3534,,,3534,0,1317,3/25/2022 12:00:00 AM,,,3015,,,0,MACONPL,0,0,1980,System.Byte[],{c540d2c3-aba5-4cf7-8d56-ee9cf1c0e39e},1644,1,0,f64a1fa5-ae9c-44d4-b2d1-93192c5ddecc,5007,3534,0.00251703325014006,1A,Pl
3761,1,1,,ST MARYS ST,2300,5,2, ,COLTON PL,0,333,0,LAKE,8,,35092,22,105,2/26/2020 12:00:00 AM,,,7,2,3131,,,3131,0,1317,3/25/2022 12:00:00 AM,,,132,,,0,LAKEDR,0,0,2021,System.Byte[],{63174254-638d-4ad0-8b81-fa66a6c40301},14568,1,0,cf7fabc0-b905-4f3f-9c43-8ac63685428b,1515,3131,0.0011829994683731,1A,Dr
3762,1,1,,WESTERN BLVD,600,4,2, ,CRUSADER DR,0,100,0,NAZARETH,18,,12111,23,105,2/26/2020 12:00:00 AM,,,7,2,3961,,,3961,0,1317,3/25/2022 12:00:00 AM,,,3315,,,0,NAZARETHST,0,0,2005,System.Byte[],{6098710b-ac20-4bb8-856a-d9fbec480fac},637,1,0,fe4434b4-8d5b-471f-b412-084710ebe0b5,3174,3961,0.000208705391740271,1A,St
3763,1,1,,FIESTA WY,7200,1,2, ,CDS,0,513,0,MADIERA,6,,31449,22,105,2/26/2020 12:00:00 AM,,,7,2,3535,,,3535,0,1317,3/25/2022 12:00:00 AM,,,3018,,,0,MADIERACT,0,0,2023,System.Byte[],{a33c8915-2065-4ec2-9c6e-0b5ceb319978},19498,1,0,0628a4a2-5462-4300-9a0a-b42a1e337cc8,11500,3535,0.00165788826789288,1A,Ct
3764,1,1,,COLTON PL,2315,5,2, ,DIX ST,0,688,0,LAKE,8,,34932,22,105,2/26/2020 12:00:00 AM,,,7,2,3132,,,3132,0,1317,3/25/2022 12:00:00 AM,,,132,,,0,LAKEDR,0,0,2021,System.Byte[],{2fc08e6c-17c5-4bcb-b9ac-4548372a4354},9405,1,0,4c447560-8477-42fd-b8c1-a523337c605c,7581,3132,0.00225272764206944,1A,Dr
3765,1,1,,CRUSADER DR,606,4,2, ,AGNES ST,0,691,0,NAZARETH,18,,12112,23,105,2/26/2020 12:00:00 AM,,,7,2,3962,,,3962,0,1317,3/25/2022 12:00:00 AM,,,3315,,,0,NAZARETHST,0,0,2005,System.Byte[],{16edbc87-70b6-411d-ac14-f99ac4e638db},11100,1,0,8655f2a1-63e3-489e-b4bb-6ea606e0b5b6,9609,3962,0.00194195380394199,1A,St
3766,1,1,,PENN RD,600,3,2, ,VAN BUREN RD,0,354,0,MADISON,18,,4397,22,105,2/26/2020 12:00:00 AM,,,7,2,3536,,,3536,0,1317,3/25/2022 12:00:00 AM,,,3019,,,0,MADISONST,0,0,1992,System.Byte[],{7bdf1af8-8911-4a3a-b153-c747ba1b495b},18551,1,0,1b984f55-445b-49e3-9844-1ea38900faa8,1436,3536,0.000941241670904555,1A,St
3767,1,1,,DIX ST,2400,5,2, ,LAKE DR W.,0,538,0,LAKE,8,,33616,22,105,2/26/2020 12:00:00 AM,,,7,2,3133,,,3133,0,1317,3/25/2022 12:00:00 AM,,,132,,,0,LAKEDR,0,0,2021,System.Byte[],{01d49624-5080-407e-8a1f-7689039254f8},1430,1,0,de110372-9100-4627-954b-fe76166a0c2a,4453,3133,0.00171502053898894,1A,Dr
3768,1,1,,AGNES ST,700,4,2, ,CENTENNIAL PKWY,0,446,0,NAZARETH,18,,4006,23,105,2/26/2020 12:00:00 AM,,,7,2,3963,,,3963,0,1317,3/25/2022 12:00:00 AM,,,3315,,,0,NAZARETHST,0,0,2005,System.Byte[],{136c9a13-a0dd-4d71-96da-ca7a0f638289},5469,1,0,d4bac20b-cfaf-45f0-a65c-5b5cecc2f420,8410,3963,0.00118432870740478,1A,St
3769,1,1,,VAN BUREN RD,700,3,2, ,HAMILTON RD,0,340,0,MADISON,18,,3034,22,105,2/26/2020 12:00:00 AM,,,7,2,3537,,,3537,0,1317,3/25/2022 12:00:00 AM,,,3019,,,0,MADISONST,0,0,1992,System.Byte[],{f62da56e-a003-4678-b71d-e35dc51d7fb8},5379,1,0,ed38a44e-19d1-4c6b-b854-2b06dec07559,10516,3537,0.000947049394296387,1A,St
3770,1,1,,CAMBRIDGE RD,2900,5,2, ,CDS,0,600,0,LAKE BOONE,12,,36854,22,105,2/26/2020 12:00:00 AM,,,7,2,3134,,,3134,0,1317,3/25/2022 12:00:00 AM,,,2767,,,0,LAKEBOONEPL,0,0,2006,System.Byte[],{2dd89a19-23b1-494c-9762-9dad32480d55},17355,1,0,e629059f-3569-469d-ab83-78edf0c561a4,2864,3134,0.00187307843422783,1A,Pl
3771,1,1,,NETHERFIELD LN,1700,3,2, ,CDS,0,165,0,NEATH HILL,6,,3400,22,105,2/26/2020 12:00:00 AM,,,7,2,3964,,,3964,0,1317,3/25/2022 12:00:00 AM,,,3318,,,0,NEATHHILLCT,0,0,1992,System.Byte[],{7e6af7a0-06bd-414e-8583-3e98dca13a6e},183,1,0,28cfe0d5-03e0-4b95-a78e-d5d165d5fedc,1980,3964,0.000511685644846526,1A,Ct
3772,1,1,,HAMILTON RD,800,3,2, ,TYLER RD,0,342,0,MADISON,18,,2284,22,105,2/26/2020 12:00:00 AM,,,7,2,3538,,,3538,0,1317,3/25/2022 12:00:00 AM,,,3019,,,0,MADISONST,0,0,1992,System.Byte[],{037aea49-d43f-47fa-b23f-715070563e97},2720,1,0,e3103d6b-7cd2-4aef-8229-624f90337f90,1437,3538,0.00094408614873268,1A,St
3773,1,1,,GLENWOOD AVE,100,5,0, ,EDENBURGH RD,0,664,0,LAKE BOONE,20,,42625,22,105,2/26/2020 12:00:00 AM,,,6,2,3135,,,3135,0,1317,3/25/2022 12:00:00 AM,,,127,,,0,LAKEBOONETR,0,0,0,System.Byte[],{143955f5-4425-4548-a45f-663d929a480d},22374,1,0,c97e2faf-1152-4f9e-a9e9-67b5c786d9ef,1516,3135,0.00229472939963998,1A,Tr
3774,1,1,,BEG PVMT PRIV PROP,3800,4,2, ,CLANTON ST,0,110,0,NEELEY,18,,9963,28,105,2/26/2020 12:00:00 AM,,,7,2,3965,,,3965,0,1317,3/25/2022 12:00:00 AM,,,3320,,,0,NEELEYST,0,0,1998,System.Byte[],{ee804331-32c1-4a41-a57e-68fe60983823},635,1,0,5fc2e0ab-e0eb-4fbd-ba8e-6143150dafd6,12484,3965,0.000412927999926795,1A,St
3775,1,1,,TYLER RD,900,3,2, ,MONROE DR,0,343,0,MADISON,18,,2503,22,105,2/26/2020 12:00:00 AM,,,7,2,3539,,,3539,0,1317,3/25/2022 12:00:00 AM,,,3019,,,0,MADISONST,0,0,1992,System.Byte[],{89169728-6352-4f93-a165-75fd7180146d},108,1,0,a71a727b-a8e3-4d6a-afaf-0facf9d8db64,1438,3539,0.000944074262881916,1A,St
