time,lon,lat,toa_sw_clr_daily,toa_lw_clr_daily,toa_net_clr_daily,toa_alb_clr_daily,toa_solar_clr_daily,toa_sw_all_daily,toa_lw_all_daily,toa_net_all_daily,toa_alb_all_daily,toa_solar_all_daily,sfc_sw_down_clr_daily,sfc_lw_down_clr_daily,sfc_net_sw_clr_daily,sfc_net_lw_clr_daily,sfc_sw_down_all_daily,sfc_lw_down_all_daily,sfc_net_sw_all_daily,sfc_net_lw_all_daily,cldarea_low_daily,cldpress_low_daily,cldtemp_low_daily,cldhght_low_daily,cldpress_top_low_daily,cldpress_base_low_daily,lwp_low_daily,iwp_low_daily,cldarea_mid-low_daily,cldpress_mid-low_daily,cldtemp_mid-low_daily,cldhght_mid-low_daily,cldpress_top_mid-low_daily,cldpress_base_mid-low_daily,lwp_mid-low_daily,iwp_mid-low_daily,cldarea_mid-high_daily,cldpress_mid-high_daily,cldtemp_mid-high_daily,cldhght_mid-high_daily,cldpress_top_mid-high_daily,cldpress_base_mid-high_daily,lwp_mid-high_daily,iwp_mid-high_daily,cldarea_high_daily,cldpress_high_daily,cldtemp_high_daily,cldhght_high_daily,cldpress_top_high_daily,cldpress_base_high_daily,lwp_high_daily,iwp_high_daily
2025-09-11,281.5,36.5,,,,,,84.72739,275.83414,13.387299,0.22657482,373.94882,,,,,230.982,378.33914,201.08313,-50.2447,55.293636,813.48584,283.99713,1.9490765,811.7669,861.0599,34.295815,4.0313544,0.0,,,,,,,,0.2055084,360.16904,246.96884,8.355871,360.15707,365.18967,1.2021049,3.8847637,0.008914035,286.38498,234.49248,9.937137,268.56152,290.6313,1.0899892,4.308452
2025-09-12,281.5,35.5,,,,,,96.16869,278.96808,0.24920654,0.25618616,375.386,,,,,220.93172,362.27005,190.72533,-67.739296,27.975632,845.13916,286.01367,1.6301075,843.17487,908.7774,70.27121,4.26645,2.7807767,684.7786,277.06113,3.3165476,683.1885,708.7341,20.92486,,0.030452877,464.84494,257.8667,6.7643323,431.79178,610.56476,,57.340096,0.3120832,272.81085,233.24585,10.49645,269.31573,279.72552,,4.634572
2025-09-12,281.5,36.5,,,,,,78.948326,278.72736,13.976349,0.21242538,371.65204,,,,,236.91768,353.4315,206.2638,-73.33914,26.745512,841.11633,285.60547,1.6956269,840.3281,898.79333,37.583595,7.4950414,0.0,,,,,,,,0.0037365158,,,,,,,,0.00016207341,,,,,,,
2025-09-13,281.5,35.5,,282.1654,,,,86.15888,243.68535,43.286392,0.23090811,373.1306,,333.5349,,-95.12573,233.61284,343.717,201.67616,-84.94365,0.9887223,859.20355,286.98126,1.5687481,853.89325,894.5888,35.546726,,4.8330874,573.153,267.2546,4.8392587,571.7186,585.372,11.230527,,1.9712696,329.02023,241.63554,8.826978,268.69916,391.739,7.269781,65.17228,40.805744,235.70015,225.14963,11.298195,193.64346,307.51056,,51.423565
2025-09-13,281.5,36.5,57.28081,294.75693,17.291718,0.15509407,369.32947,65.46286,256.9374,46.9292,0.17724787,369.32947,258.444,326.7185,224.5175,-97.65061,252.69417,332.22,219.91087,-92.14915,3.7337868,772.0092,280.8884,2.4793057,770.7301,815.83167,31.077503,0.74552923,0.05420236,605.962,266.22504,4.890447,605.0321,625.2813,11.605321,,0.023906732,384.19373,249.29852,7.9728622,382.25815,391.34323,,2.2056684,21.41458,232.22304,224.23811,11.522699,195.70444,294.16653,,37.346165
2025-09-14,281.5,35.5,,,,,,158.21692,179.89899,32.734467,0.42663276,370.85037,,,,,143.57698,364.2241,123.65011,-63.56728,0.10414652,767.3168,281.28452,2.4235554,766.4569,811.86865,19.520605,,0.22451282,633.20496,273.02676,4.1722794,631.1869,645.747,15.753669,,31.280777,360.28543,246.51295,8.358401,309.20135,437.05283,39.172348,77.9972,63.108032,228.30276,224.62595,11.583507,185.25264,360.16928,12.882793,129.81953
2025-09-14,281.5,36.5,,,,,,137.31511,192.6039,37.06311,0.37417385,366.98212,,,,,161.91225,375.66678,140.73915,-52.774708,0.05785775,806.81885,285.00446,2.0567577,804.30536,851.05725,18.933552,,0.021452194,,,,,,,,4.4615245,,,,,,,,74.95442,221.75064,223.0454,11.708853,186.72604,326.7464,8.557443,78.1903
2025-09-15,281.5,35.5,,,,,,124.91775,226.04118,17.587112,0.33894745,368.54605,,,,,176.4383,394.09363,152.08104,-24.325281,0.0,,,,,,,,57.181103,559.62445,267.3796,4.919352,557.1925,607.82733,62.529896,36.255844,28.796373,371.2031,247.21811,8.0779085,326.31775,440.50092,41.104427,42.108154,0.54578817,186.98273,220.0374,13.295251,163.18607,233.2422,,28.655005
2025-09-15,281.5,36.5,,268.42953,,,,116.74087,230.76385,17.105774,0.32017967,364.6105,,350.31674,,-72.08718,182.70003,371.0586,158.89021,-51.34531,0.035065055,852.23566,289.10345,1.5464917,846.25836,870.8391,7.9929338,,18.865133,559.8853,266.51532,5.041916,555.84424,590.3407,37.456394,8.711368,41.471214,400.24667,249.76576,7.652461,357.7487,470.98083,65.24521,68.07788,7.437973,274.7334,232.12099,10.478639,214.25386,348.6756,,72.89904
2025-09-16,281.5,35.5,,,,,,172.24103,244.43599,-50.458725,0.47032338,366.2183,,,,,115.20823,396.17764,99.11521,-19.785685,35.457447,790.42786,281.01807,2.142918,789.8362,889.4899,217.86157,13.091262,41.869663,625.7622,271.39554,4.112774,622.2626,687.6005,105.03948,214.81863,7.6892395,418.16064,252.45065,7.351733,359.95984,606.9585,,95.6124,2.5118353,,,,,,,
2025-09-16,281.5,36.5,,,,,,190.91394,192.09564,-20.794098,0.52707285,362.21548,,,,,88.98939,384.34384,77.21053,-26.991983,2.4219034,,,,,,,,16.985634,554.7193,266.3102,5.051513,550.64514,606.38995,109.43332,,52.6768,357.63495,244.39787,8.446567,298.80948,539.0044,73.92037,220.97702,26.588264,278.74457,233.01578,10.189601,221.08073,488.2462,,489.26773
2025-09-17,281.5,35.5,,,,,,117.030464,253.41563,-6.578232,0.32162902,363.86786,,,,,178.93971,385.69897,154.23874,-33.93243,51.988632,826.0256,283.26593,1.7613957,824.7719,900.6205,98.26491,,0.83933115,670.254,272.97485,3.7070742,663.77246,699.44775,28.253155,,4.71635,336.5386,242.19543,8.910014,276.74118,406.87082,,49.86202,3.8797626,266.24844,231.91357,10.711512,206.98598,358.177,,77.35625
2025-09-17,281.5,36.5,,,,,,175.40594,237.66974,-53.278107,0.48751286,359.79758,,,,,102.40906,390.9659,88.86359,-13.600422,60.976887,801.29266,280.70923,2.067606,798.95685,897.1895,240.81497,456.78146,3.6757746,588.4274,267.65955,4.7345304,575.5596,693.9948,36.85165,215.86324,12.942601,380.99518,247.64478,8.010846,319.44067,516.3009,60.18479,110.17517,10.4591055,273.13574,232.23778,10.479604,207.56241,364.14993,,105.45677
2025-09-18,281.5,35.5,,271.40482,,,,84.12006,275.50476,1.8704834,0.23270029,361.4953,,368.38657,,-66.653145,217.41766,380.66312,187.51753,-54.376575,25.735542,874.8081,288.4089,1.3125285,872.65015,928.01495,32.947304,8.167032,1.5505728e-05,,,,,,,,0.0,,,,,,,,0.0,,,,,,,
2025-09-18,281.5,36.5,,,,,,62.038044,276.31223,19.007294,0.17360215,357.35757,,,,,235.47957,369.75513,204.71527,-57.121227,21.333021,899.71027,288.3173,1.05658,896.8771,951.53314,33.604076,,0.046188045,,,,,,,,0.0012722388,,,,,,,,2.196609e-06,,,,,,,
2025-09-19,281.5,35.5,,278.43936,,,,79.13743,283.27682,-3.3128662,0.22037628,359.10138,,367.18307,,-79.79557,223.50853,374.94846,192.74107,-72.03016,15.470014,820.9624,286.8173,1.8678424,819.0084,867.9197,29.481821,27.425198,2.5091096e-05,695.7601,278.00897,3.1788406,695.7601,756.9049,22.42082,,0.0,,,,,,,,0.0,,,,,,,
2025-09-19,281.5,36.5,,279.90137,,,,61.180134,285.4852,8.230957,0.17238876,354.8963,,352.969,,-86.4529,238.50417,356.8226,207.27931,-82.59936,6.687449,829.0246,286.8332,1.775482,827.5436,872.8812,27.779959,,0.07454125,699.3492,278.91666,3.198806,698.7384,753.7601,24.863016,,0.0,,,,,,,,0.0,,,,,,,
2025-09-20,281.5,35.5,,277.23413,,,,67.072044,281.40323,8.211456,0.18804188,356.68674,,356.12625,,-89.48136,237.24312,360.36487,204.53651,-85.242676,6.311226,825.4338,286.48557,1.8768934,823.66205,871.42126,32.72309,,0.0,,,,,,,,0.74224514,387.57074,247.94868,7.844856,347.9236,453.05197,2.3601267,57.78886,0.40458933,288.833,233.72691,9.985033,249.31265,371.8511,,80.0719
2025-09-20,281.5,36.5,,279.7602,,,,64.93475,276.65897,10.820557,0.18425688,352.41428,,355.16394,,-86.22402,232.65205,364.2039,202.29118,-77.18402,17.004889,849.38605,287.5269,1.6345325,847.61053,893.88806,23.589437,4.276583,1.2446519,670.3974,274.55008,3.6235864,667.9686,699.7012,13.415297,1.2269722,0.9499144,,,,,,,,0.47338176,,,,,,,
2025-09-21,281.5,35.5,,272.82278,,,,79.17459,273.19083,1.8865051,0.22349799,354.25192,,353.26755,,-85.19399,219.2816,369.37524,189.00635,-69.0863,26.398636,868.05206,288.69366,1.5101293,867.09625,922.14923,50.92128,1.4768913,0.0191491,,,,,,,,0.29429796,426.976,253.59038,7.289158,421.7316,436.18643,5.1170015,4.951445,2.1345558,207.0837,217.69353,12.419786,205.50246,210.57904,,1.6675459
2025-09-21,281.5,36.5,,,,,,105.184875,268.44977,-23.722504,0.3006037,349.91214,,,,,181.95789,384.95044,158.1249,-47.847942,55.23169,841.3862,286.7204,1.6827681,840.4083,904.94714,64.0306,1.3172218,0.18451579,,,,,,,,0.78939384,358.1868,242.4928,8.658391,313.0681,371.62302,,17.224672,1.7887297,254.59627,228.3367,11.103966,244.47089,260.157,,4.3657713
2025-09-22,281.5,35.5,,,,,,69.35988,255.4558,26.981827,0.19715855,351.7975,,,,,231.09038,357.0452,199.13115,-76.701935,0.20830847,860.91736,287.62836,1.9274938,860.52563,877.0634,8.254123,,4.907219,593.0841,270.83936,4.582296,591.1432,612.7617,13.600958,,7.0605187,411.10358,252.81271,7.5199122,402.38214,436.49472,5.440792,,28.550432,230.81973,224.20474,11.527957,191.87111,257.64795,,22.200937
2025-09-22,281.5,36.5,,269.55807,,,,55.732147,269.64792,22.010406,0.16043085,347.39047,,345.33545,,-84.81556,233.75964,347.80496,202.91096,-82.346,1.9832629,857.40607,286.1046,2.021854,854.80426,901.0578,17.547493,3.7811902,0.7031854,589.0746,268.04324,4.889927,587.5939,605.97644,9.192245,3.7838013,6.5508904,419.6779,253.66954,7.1811585,415.8022,431.7966,3.95987,,13.549275,245.1758,226.24922,11.259014,233.58765,253.52223,,5.157567
2025-09-23,281.5,35.5,,270.6931,,,,58.399822,271.00497,19.919464,0.1671794,349.32425,,369.58188,,-75.0773,232.31108,375.65506,200.00189,-69.004105,0.6395722,803.6045,285.56387,2.13412,801.6356,839.73645,20.13063,,12.711953,573.34436,268.56888,4.863205,569.9179,590.2912,12.949924,,6.0329833,392.01834,248.9454,8.032153,363.64993,447.3084,5.3232265,28.539528,0.97054666,239.30266,225.6689,11.22892,186.83202,254.86366,,21.264353
2025-09-23,281.5,36.5,,269.43945,,,,64.2071,264.7906,15.852234,0.18618853,344.8499,,363.21582,,-73.03155,222.88231,370.79922,193.6038,-65.44811,1.5109342,743.19086,279.7116,2.7410526,740.70465,772.0234,15.46309,,13.158145,573.58655,268.24588,4.887349,570.8765,589.3807,12.445254,3.7464206,3.0445797,416.9989,252.1518,7.4807186,395.0741,434.22055,6.8241677,13.146527,8.940311,248.23308,227.63707,11.270975,219.67834,259.03897,7.5999684,10.029473
2025-09-24,281.5,35.5,,274.86703,,,,70.59522,272.09622,4.1410522,0.20354271,346.8325,,392.44986,,-66.996544,217.81654,402.02444,187.62297,-57.421894,13.609532,868.77313,291.80646,1.3870342,867.0333,926.8094,32.20134,7.9582667,4.611795,560.8284,271.1367,5.002172,557.74994,586.17834,18.425592,6.191303,7.49057,408.90536,255.6073,7.540969,381.59836,485.01187,29.459969,60.303093,1.5877382,247.61705,227.15228,11.737003,226.20438,263.5201,9.665847,7.924222
2025-09-24,281.5,36.5,,271.78964,,,,78.71151,249.87038,13.709152,0.22995493,342.29105,,391.4902,,-59.616425,201.20708,403.62485,174.74028,-47.481842,8.239388,821.5207,287.8928,1.9862396,820.0222,866.70197,37.71577,0.51408374,18.70308,579.8304,271.37802,4.7807736,575.91595,645.6205,108.66505,,12.8582,393.16373,253.06801,7.813247,347.65338,540.7549,41.95674,272.73975,6.9035144,239.88487,227.47375,11.590182,213.7836,256.3203,6.328816,13.228829
2025-09-25,281.5,35.5,,,,,,101.81246,247.234,-4.7234955,0.29568884,344.32297,,,,,177.12447,426.04593,152.51031,-34.250244,21.462097,807.6936,288.37323,2.0136278,806.13275,873.6353,70.12784,12.230668,12.795972,577.60016,272.00293,4.8053193,574.9484,626.9951,93.950935,42.880962,27.328646,395.29642,253.94232,7.747038,341.07755,587.256,45.029003,599.4292,2.5437162,279.7875,233.85773,10.609145,254.8759,301.8767,,9.812395
2025-09-25,281.5,36.5,,,,,,149.20125,218.85199,-28.338821,0.4391961,339.71442,,,,,116.57621,428.85,101.163025,-21.216625,2.5130894,790.08545,286.52963,2.2254813,788.65076,852.1802,68.547485,,54.257282,551.6551,269.8138,5.1184797,547.3281,626.73846,111.61882,214.92043,32.184734,416.43442,256.07074,7.340845,373.72314,539.4114,58.05997,482.27292,5.137543,,,,,,,
2025-09-26,281.5,35.5,,,,,,74.62788,216.8184,50.34984,0.21834032,341.7961,,,,,204.28357,414.017,175.89934,-32.33595,5.230667,804.9651,286.76434,2.147726,801.4396,842.99805,30.026133,2.5485084,10.594457,595.83575,270.79382,4.874732,591.64764,620.09937,28.160036,,29.187113,361.2437,249.28732,8.360822,312.99628,425.2641,57.26357,58.948624,21.056473,258.8635,231.53789,10.827989,216.44255,334.78104,8.117485,47.019928
2025-09-26,281.5,36.5,,,,,,90.24069,199.1404,47.73967,0.26768062,337.12076,,,,,181.76808,411.52567,157.86,-28.167974,10.500362,748.42053,281.8682,2.745183,745.05896,784.9328,28.893417,,23.514,558.6657,268.77435,5.059458,550.7856,585.1076,32.82141,,23.7613,386.78812,251.68727,7.9160213,341.4905,453.24625,39.009888,88.12444,32.889355,250.99472,229.48312,10.994995,209.96196,341.5262,,80.08872
2025-09-27,281.5,35.5,,,,,,147.22243,212.88788,-20.85762,0.43396097,339.2527,,,,,118.29369,414.78708,101.75117,-18.976673,1.8979105,,,,,,,,39.76203,547.712,268.18872,5.1379523,545.7898,598.9459,95.80541,555.8642,19.63608,432.7623,257.70862,7.0450945,409.90433,539.17334,114.42527,415.61676,29.99764,219.3515,223.62456,11.777961,187.33694,354.59918,10.920269,103.352425
2025-09-27,281.5,36.5,,,,,,134.75201,214.44661,-14.688095,0.4028334,334.51053,,,,,127.83625,411.24136,110.93638,-17.547812,4.77022,,,,,,,,42.9771,594.7687,271.30368,4.5879183,591.7469,646.23145,102.36967,185.978,16.839304,453.3782,259.31155,6.678555,423.42297,568.32367,100.739655,512.03876,30.72506,209.51427,221.67194,12.011489,181.20021,356.5891,11.082983,110.31393
2025-09-28,281.5,35.5,,,,,,154.2545,218.5056,-36.066956,0.45814565,336.69315,,,,,110.34121,399.44174,94.901665,-33.26978,2.8823187,790.4022,283.8904,2.2553167,788.4662,844.318,23.372583,,24.46506,620.1754,273.55658,4.237172,618.71594,680.54614,111.825264,,50.711014,349.55774,247.43805,8.703201,296.24753,503.33942,106.37147,128.16046,8.746491,259.9096,233.13087,10.749614,213.16852,413.68814,,161.80905
2025-09-28,281.5,36.5,,,,,,146.27667,240.45738,-54.849716,0.44074592,331.88434,,,,,113.90087,400.81738,98.8057,-28.079138,38.422653,767.24506,281.32907,2.5279973,766.1001,843.0759,107.54806,14.108997,19.656734,612.50464,272.21054,4.3698373,609.24713,673.8458,151.1798,,21.28292,373.88742,249.18408,8.290637,319.6572,538.51465,,134.9185,12.192422,247.25981,229.61415,11.309262,204.01996,327.2819,,52.4799
2025-09-29,281.5,35.5,,,,,,204.91667,175.52666,-46.325226,0.6133061,334.1181,,,,,47.446045,404.85556,40.790092,-16.940937,0.0,,,,,,,,0.92387384,542.7177,269.21088,5.22255,538.3264,591.3885,47.5613,,31.50785,355.1306,249.70178,8.510235,296.41785,528.4451,63.667774,374.32184,67.56777,252.52408,232.7112,10.941879,205.69147,483.74167,,468.4443
2025-09-29,281.5,36.5,,,,,,194.5873,173.82263,-39.167007,0.5910144,329.24292,,,,,55.13126,401.62296,47.823223,-14.223805,0.62665755,754.59485,277.2866,3.0396237,752.4187,809.5794,66.02007,,3.2860324,545.4055,268.7257,5.2905784,541.72314,588.78265,48.48398,,7.7885346,345.72,245.31812,9.102219,292.55014,470.56894,37.94648,113.72852,87.66733,240.65526,229.94907,11.383877,198.92723,444.32977,37.371513,360.75
2025-09-30,281.5,35.5,,,,,,187.18939,183.31181,-38.972946,0.56462574,331.52826,,,,,67.78404,399.68295,58.282383,-22.266195,0.0,,,,,,,,0.0,,,,,,,,62.335125,364.07816,250.42882,8.304443,298.1436,585.97,185.91762,412.4979,37.627228,241.20424,230.89146,11.31182,198.02531,420.03635,36.75507,266.82843
2025-09-30,281.5,36.5,,,,,,185.68976,177.69768,-36.800613,0.568577,326.58682,,,,,64.72726,395.4967,56.15063,-23.432495,0.0,,,,,,,,0.04399788,523.91943,265.94775,5.4309497,522.9131,579.2753,94.40595,,44.2933,374.03226,250.61464,8.099857,311.81564,569.77185,116.6715,348.80295,55.66271,233.86063,228.97787,11.595294,191.26941,431.93018,,365.36517
2025-10-01,281.5,35.5,,,,,,115.70414,237.24219,-24.022217,0.35176545,328.9241,,,,,156.12251,371.55356,135.8384,-45.983547,0.02884326,,,,,,,,40.616566,614.40015,270.61432,4.263471,608.91205,651.02435,30.804855,1.2113365,34.638466,401.88196,252.21227,7.496229,332.9656,513.72253,36.39863,115.66811,0.18616058,276.82263,235.51463,10.377818,242.84235,328.82083,,99.71128
2025-10-01,281.5,36.5,,,,,,120.30771,236.08795,-32.478943,0.37141556,323.91672,,,,,146.30196,356.56787,127.81063,-56.331264,13.79882,800.3138,281.5576,2.0892487,799.6871,868.5292,53.789394,,10.5665865,646.85754,273.18613,3.87308,644.2283,701.19666,62.871086,,43.08206,379.31628,248.85841,7.9792914,311.7552,497.94406,53.401653,117.15761,3.5568497,232.62656,227.16444,11.804635,190.73131,325.285,,92.48954
2025-10-02,281.5,35.5,,272.3876,,,,55.403957,278.47476,-7.572296,0.16979119,326.30643,,303.08316,,-101.557274,226.88615,305.96756,197.00127,-98.67282,4.4516187,824.7264,281.79837,1.8727684,823.39886,871.0866,66.01186,,0.26455948,614.7559,270.66156,4.0359893,608.9937,635.6948,18.801119,,0.03595702,,,,,,,,0.0009123981,,,,,,,
2025-10-02,281.5,36.5,,271.32422,,,,80.92824,271.35947,-31.054398,0.2519298,321.2333,,296.0253,,-101.14703,195.67316,311.32837,170.81395,-85.844,20.432154,885.99164,283.28796,1.2670296,883.2275,936.827,32.378246,,0.06803322,,,,,,,,0.10887941,,,,,,,,0.0039830506,,,,,,,
2025-10-03,281.5,35.5,49.004517,287.47812,-12.806885,0.15140003,323.67575,55.81911,272.07544,-4.2188416,0.1724538,323.67572,226.39217,308.95837,196.3228,-96.26986,222.941,313.1073,193.56897,-92.12097,4.9876103,911.5826,285.46545,0.98214746,909.09125,956.2889,23.84725,0.4008289,0.047670413,590.3159,271.79675,4.54675,587.2526,594.6714,2.6034505,,2.2730684,442.08728,255.6677,7.4592657,441.31412,446.97055,3.3945544,2.0474105,7.7377954,146.99324,211.63742,12.908913,144.79315,155.89314,,2.6049376
2025-10-03,281.5,36.5,,268.6196,,,,54.353363,274.0483,-9.864471,0.17063427,318.5372,,294.9013,,-100.713554,221.24382,303.38104,192.80853,-92.23382,10.333452,953.8074,286.9384,0.6325805,948.302,978.35394,10.377451,0.36699116,0.07818004,,,,,,,,0.051725104,328.3845,236.1172,9.31293,328.3845,333.03568,,1.3860675,0.9707987,244.71304,225.0921,11.082751,237.54028,248.70723,,2.1555693
2025-10-04,281.5,35.5,,,,,,57.446274,273.20316,-9.616608,0.17894205,321.03284,,,,,220.9118,323.676,191.77483,-90.33477,7.4263635,934.07184,288.2216,0.86126417,929.8531,960.99493,13.353887,1.0229301,0.25585148,525.2855,264.89313,5.4239106,523.9317,532.96246,6.418117,,4.562202,404.86282,250.1017,7.6333513,404.41412,409.997,3.2414677,1.867145,17.496138,183.41542,217.07683,13.243269,179.66454,193.82303,10.244272,3.4743962
2025-10-04,281.5,36.5,49.213688,281.92123,-15.305756,0.15582377,315.82916,49.39157,280.5795,-14.141907,0.15638699,315.82916,222.77666,298.5571,193.84822,-103.033745,222.25977,299.11343,193.45659,-102.477394,0.32899886,956.27454,290.2607,0.629451,947.23035,1000.14764,34.018513,,0.14356698,534.39386,266.95428,5.3476343,533.21295,540.13214,6.6440845,,0.007340919,306.41275,235.26643,9.594048,303.95187,312.73788,,2.4857697,1.763257,233.30228,223.98213,11.576813,219.23274,241.0876,8.58431,4.9163823
2025-10-05,281.5,35.5,,278.79672,,,,89.58276,257.19925,-28.403564,0.28137195,318.37845,,336.61667,,-87.624016,179.81563,344.6931,156.31303,-79.547554,6.976704,850.2673,285.1165,1.706794,847.25256,905.2051,50.858288,,3.9592907,604.4689,270.79187,4.579624,602.76416,632.2668,34.46071,,4.0048594,367.08755,243.8814,8.643771,320.79813,394.02927,24.317553,21.821316,26.481035,238.81514,225.82771,11.493197,196.16379,277.43616,5.5894284,27.835522
2025-10-05,281.5,36.5,,276.55862,,,,75.12968,271.74576,-33.765472,0.23994663,313.10995,,323.2815,,-89.443886,191.84094,334.73666,167.35368,-77.98868,14.688411,855.80615,284.30954,1.6205176,853.738,911.85236,42.01586,3.5257366,0.0,,,,,,,,0.7141171,314.46524,236.92764,9.6366,273.60025,379.61838,10.058186,31.196356,11.453454,244.73273,226.16911,11.333883,202.86357,290.10922,10.057875,25.619844
2025-10-06,281.5,35.5,,279.43018,,,,69.48772,283.97852,-37.752914,0.22009751,315.71332,,335.9683,,-92.2052,202.1742,345.11557,175.59047,-83.057884,15.352197,874.7469,287.33203,1.3578753,872.9762,931.992,44.47929,6.0557156,0.14076371,593.95935,271.62097,4.5967674,588.84,600.40515,5.558292,5.6278234,0.09230327,381.27045,242.05736,9.190281,366.10727,398.16055,24.166317,6.9203725,0.45052958,202.7201,221.49408,12.364601,166.67215,226.31651,,21.40957
2025-10-06,281.5,36.5,,277.0131,,,,65.06471,280.44528,-35.129654,0.20962897,310.38034,,329.75284,,-90.40583,201.91638,341.90152,176.05714,-78.25715,17.994473,865.03314,285.99063,1.4505512,863.4042,918.6042,49.755405,6.1068053,0.0,,,,,,,,0.0052088597,,,,,,,,0.08274158,,,,,,,
2025-10-07,281.5,35.5,,,,,,93.94486,258.48804,-39.39453,0.30010656,313.03836,,,,,166.02066,387.22913,144.28145,-45.481617,48.295635,776.35895,282.2138,2.352189,775.02997,834.0352,83.58449,,4.7082357,,,,,,,,9.007153,363.17114,246.69197,8.592254,327.63504,401.6515,74.6316,22.208996,3.0267906,285.2067,234.29913,10.371849,241.3378,316.2854,,21.87507
2025-10-07,281.5,36.5,,,,,,64.69826,250.1991,-7.2560883,0.21030422,307.64127,,,,,196.89716,374.36795,171.66133,-51.99132,25.336481,800.8831,282.6427,2.1469252,799.5231,850.41437,79.4625,,5.8945084,627.0752,272.76157,4.2813034,624.6708,654.5666,46.552795,,18.955526,,,,,,,,12.443985,269.71277,231.59425,10.659185,228.8443,308.76825,,23.311653
2025-10-08,281.5,35.5,,,,,,135.00783,225.91539,-50.568787,0.43501174,310.35443,,,,,114.15362,395.5179,99.23037,-37.561047,1.3477354,,,,,,,,26.076475,528.5174,266.0995,5.4713187,526.28595,565.893,58.52065,,37.934265,390.40692,249.54462,7.9752035,361.44427,491.2298,169.58263,163.06221,15.95091,271.24637,231.55394,10.407876,221.61378,375.9899,,204.18549
2025-10-08,281.5,36.5,,,,,,112.69219,228.15808,-35.956635,0.36961147,304.89365,,,,,135.0739,382.90805,117.87912,-45.272694,1.6296134,768.6382,278.98596,2.5498314,766.9161,800.6067,48.395412,,15.033798,566.0316,268.1969,4.969517,562.2128,604.5428,92.27515,,38.694782,414.83353,252.79416,7.3883014,381.46335,498.60422,172.83386,97.560616,21.176748,292.7461,234.23514,9.931696,243.94374,449.712,,247.42422
2025-10-09,281.5,35.5,48.509212,301.7992,-42.64566,0.15767008,307.66275,66.74033,281.0162,-40.09378,0.21692693,307.66275,218.84547,295.25787,189.43422,-107.727295,203.39668,312.50296,176.5005,-90.48228,20.348337,837.5955,281.23727,1.703687,836.30054,889.511,24.850708,10.53538,0.30056348,,,,,,,,0.62658566,359.68646,245.03096,8.932507,337.40356,440.3916,,142.487,1.5047439,233.43031,224.14218,11.477175,204.05391,278.57248,13.619127,43.49634
2025-10-09,281.5,36.5,49.5768,290.1182,-37.556442,0.16408631,302.13855,48.77193,278.95908,-25.592453,0.1614224,302.13855,216.33122,277.09973,187.95232,-116.25817,214.6017,284.74103,186.63031,-108.61679,10.958684,844.9829,280.12024,1.639707,843.10504,882.64886,25.497704,3.379471,0.1760659,632.0557,270.01132,4.135888,629.9683,668.569,106.06648,2.9524264,0.23586893,348.82614,242.66814,7.800983,316.9772,413.6908,,109.97688,0.66888803,277.73572,230.64171,10.410756,255.80235,349.92548,,130.46562
2025-10-10,281.5,35.5,,,,,,118.0821,203.53178,-16.649673,0.38719988,304.9642,,,,,134.2125,353.45255,116.68632,-45.34052,9.728253,861.63165,281.26547,1.4541045,860.1728,922.2842,40.61483,39.05734,0.0,,,,,,,,1.9097271,,,,,,,,64.76088,248.36327,227.89641,10.952554,198.94469,367.7694,,91.91729
2025-10-10,281.5,36.5,,,,,,107.636345,205.28325,-13.542435,0.35953426,299.37717,,,,,143.23575,320.55374,125.02184,-70.61044,12.9231,830.3716,278.11954,1.7682079,829.2521,898.84985,51.396854,,0.7258336,560.7605,267.11707,4.8235292,554.7204,590.5165,48.736443,,7.453444,311.6468,235.5857,9.124867,238.38004,399.49203,71.269875,50.992,58.49512,247.30705,226.78015,11.049143,195.99377,346.87106,93.58021,72.94363
2025-10-11,281.5,35.5,,,,,,214.6877,165.52992,-77.95749,0.71027464,302.26013,,,,,12.887389,382.82812,11.210292,-17.77029,0.0,,,,,,,,18.080435,,,,,,,,4.009621,325.1715,241.1267,8.915093,265.30643,494.54892,,126.50497,77.81249,230.71849,224.3801,11.3690195,177.78838,480.557,1033.3579,973.5079
2025-10-11,281.5,36.5,,,,,,180.28697,159.4989,-43.175278,0.6078238,296.6106,,,,,49.23384,373.23267,43.01631,-23.804636,0.0,,,,,,,,2.4510381,,,,,,,,11.057445,,,,,,,,86.4551,226.09288,224.534,11.544159,181.05334,418.3162,,365.93
2025-10-12,281.5,35.5,,,,,,161.5468,259.61475,-121.60976,0.5392951,299.5518,,,,,71.287285,401.64346,62.002316,-6.0134277,59.099354,799.1939,281.42084,1.9601502,798.3792,902.2698,314.9667,344.10306,34.2182,611.402,273.74472,4.169351,610.3477,694.397,257.695,180.09258,1.3873729,395.01334,253.10582,7.537221,342.95773,587.49286,,138.33275,0.347222,,,,,,,
2025-10-12,281.5,36.5,,,,,,166.80983,236.91277,-109.88251,0.5676891,293.8401,,,,,60.346874,391.80484,52.720013,-9.607255,37.44499,755.446,279.19235,2.451296,754.9631,867.6679,309.06808,,35.49823,632.21893,274.44724,3.8942382,630.86926,716.00275,315.83493,779.83075,16.60459,405.5946,253.6223,7.4648986,370.35977,498.39053,62.709724,125.01385,8.816257,252.10005,230.01752,10.886873,202.24292,390.93185,,131.36601
