Temperature,Relative.Humidity,Heat_Index,Dew_Point,datetime,sensor_id
91.8,48.3,99.9,69.5,2026-06-13 12:40:00,3085265
91.4,46.1,97.5,67.7,2026-06-13 13:00:00,3085265
92.2,47.1,99.9,69.1,2026-06-13 13:20:00,3085265
92.8,45.2,99.9,68.4,2026-06-13 13:40:00,3085265
94.1,42.7,101.5,68.0,2026-06-13 14:00:00,3085265
94.0,40.9,100.2,66.7,2026-06-13 14:20:00,3085265
94.9,40.0,101.7,66.8,2026-06-13 14:40:00,3085265
95.4,38.5,101.7,66.1,2026-06-13 15:00:00,3085265
95.3,38.1,101.1,65.8,2026-06-13 15:20:00,3085265
96.1,37.7,102.4,66.1,2026-06-13 15:40:00,3085265
95.7,38.2,101.8,66.2,2026-06-13 16:00:00,3085265
94.7,39.4,100.9,66.2,2026-06-13 16:20:00,3085265
95.5,38.4,101.7,66.1,2026-06-13 16:40:00,3085265
96.4,38.1,103.3,66.7,2026-06-13 17:00:00,3085265
96.1,37.5,102.6,66.0,2026-06-13 17:20:00,3085265
96.4,37.8,103.1,66.5,2026-06-13 17:40:00,3085265
96.2,38.5,103.3,66.8,2026-06-13 18:00:00,3085265
95.5,39.4,102.4,66.9,2026-06-13 18:20:00,3085265
95.1,39.6,101.7,66.7,2026-06-13 18:40:00,3085265
94.4,40.1,100.6,66.3,2026-06-13 19:00:00,3085265
93.4,41.2,99.0,66.3,2026-06-13 19:20:00,3085265
92.2,43.8,98.1,67.0,2026-06-13 19:40:00,3085265
91.5,45.3,97.5,67.4,2026-06-13 20:00:00,3085265
90.7,46.3,96.6,67.3,2026-06-13 20:20:00,3085265
89.8,47.6,95.4,67.2,2026-06-13 20:40:00,3085265
89.2,48.5,94.3,67.3,2026-06-13 21:00:00,3085265
88.8,49.6,93.9,67.6,2026-06-13 21:20:00,3085265
84.6,59.2,89.6,68.8,2026-06-13 21:40:00,3085265
83.2,63.5,87.8,69.6,2026-06-13 22:00:00,3085265
82.1,66.6,86.4,69.9,2026-06-13 22:20:00,3085265
81.3,68.9,85.3,70.1,2026-06-13 22:40:00,3085265
80.9,69.7,85.1,70.1,2026-06-13 23:00:00,3085265
81.0,69.2,85.1,70.0,2026-06-13 23:20:00,3085265
81.4,66.2,85.1,69.0,2026-06-13 23:40:00,3085265
81.3,65.3,84.6,68.5,2026-06-14 00:00:00,3085265
81.0,65.8,84.4,68.5,2026-06-14 00:20:00,3085265
80.6,66.4,84.0,68.4,2026-06-14 00:40:00,3085265
80.1,68.0,83.3,68.5,2026-06-14 01:00:00,3085265
79.3,69.6,82.0,68.5,2026-06-14 01:20:00,3085265
78.2,72.7,80.8,68.7,2026-06-14 01:40:00,3085265
77.3,76.0,79.5,69.2,2026-06-14 02:00:00,3085265
77.1,77.5,79.3,69.5,2026-06-14 02:20:00,3085265
76.6,79.0,79.0,69.6,2026-06-14 02:40:00,3085265
76.5,80.3,78.8,69.9,2026-06-14 03:00:00,3085265
75.9,81.7,78.3,69.9,2026-06-14 03:20:00,3085265
75.5,83.0,77.7,70.0,2026-06-14 03:40:00,3085265
75.4,84.0,77.9,70.2,2026-06-14 04:00:00,3085265
75.1,84.6,77.5,70.2,2026-06-14 04:20:00,3085265
74.7,86.3,77.2,70.3,2026-06-14 04:40:00,3085265
74.4,87.1,76.8,70.4,2026-06-14 05:00:00,3085265
74.3,87.8,76.6,70.4,2026-06-14 05:20:00,3085265
74.0,88.6,76.5,70.4,2026-06-14 05:40:00,3085265
73.8,89.1,76.3,70.4,2026-06-14 06:00:00,3085265
73.9,89.4,76.3,70.6,2026-06-14 06:20:00,3085265
