Temperature,Relative.Humidity,Heat_Index,Dew_Point,datetime,sensor_id
91.0,29.9,90.1,55.2,2026-06-05 11:40:00,2974345
90.4,28.5,89.1,53.4,2026-06-05 12:00:00,2974345
91.0,30.5,90.3,55.7,2026-06-05 12:20:00,2974345
91.6,29.6,91.0,55.4,2026-06-05 12:40:00,2974345
91.6,28.8,90.9,54.7,2026-06-05 13:00:00,2974345
91.5,27.9,90.3,53.8,2026-06-05 13:20:00,2974345
92.3,27.3,91.4,53.8,2026-06-05 13:40:00,2974345
93.3,28.1,92.8,55.5,2026-06-05 14:00:00,2974345
93.5,26.8,92.7,54.3,2026-06-05 14:20:00,2974345
94.3,27.1,93.9,55.3,2026-06-05 14:40:00,2974345
96.5,25.3,96.6,55.2,2026-06-05 15:00:00,2974345
96.4,24.8,96.1,54.6,2026-06-05 15:20:00,2974345
94.3,23.5,92.3,51.4,2026-06-05 15:40:00,2974345
95.5,24.8,94.8,53.9,2026-06-05 16:00:00,2974345
98.8,25.1,100.0,57.0,2026-06-05 16:20:00,2974345
98.8,24.8,99.5,56.6,2026-06-05 16:40:00,2974345
100.0,24.2,101.1,57.0,2026-06-05 17:00:00,2974345
97.2,26.1,98.1,56.8,2026-06-05 17:20:00,2974345
97.2,25.6,97.7,56.1,2026-06-05 17:40:00,2974345
98.3,26.1,99.7,57.6,2026-06-05 18:00:00,2974345
96.4,26.2,96.8,56.1,2026-06-05 18:20:00,2974345
94.6,27.0,94.5,55.5,2026-06-05 18:40:00,2974345
93.9,27.3,93.6,55.2,2026-06-05 19:00:00,2974345
91.4,29.0,90.5,54.6,2026-06-05 19:20:00,2974345
88.6,31.7,87.3,54.7,2026-06-05 19:40:00,2974345
87.3,33.1,86.0,54.8,2026-06-05 20:00:00,2974345
85.3,35.7,84.0,55.1,2026-06-05 20:20:00,2974345
84.6,36.6,83.3,55.2,2026-06-05 20:40:00,2974345
80.5,42.7,79.2,55.8,2026-06-05 21:00:00,2974345
77.3,49.7,76.1,57.1,2026-06-05 21:20:00,2974345
75.5,52.4,74.5,56.9,2026-06-05 21:40:00,2974345
74.1,54.9,73.2,56.8,2026-06-05 22:00:00,2974345
73.3,55.6,72.9,56.4,2026-06-05 22:20:00,2974345
73.3,56.7,72.9,57.0,2026-06-05 22:40:00,2974345
73.7,55.9,73.2,57.0,2026-06-05 23:00:00,2974345
72.0,61.0,72.0,57.9,2026-06-05 23:20:00,2974345
71.2,61.1,71.1,57.1,2026-06-05 23:40:00,2974345
70.3,63.3,70.2,57.3,2026-06-06 00:00:00,2974345
69.4,64.3,69.1,56.8,2026-06-06 00:20:00,2974345
68.7,66.8,68.2,57.2,2026-06-06 00:40:00,2974345
67.7,68.8,67.1,57.2,2026-06-06 01:00:00,2974345
67.0,71.1,66.2,57.3,2026-06-06 01:20:00,2974345
66.3,72.7,65.5,57.3,2026-06-06 01:40:00,2974345
65.6,74.8,64.6,57.4,2026-06-06 02:00:00,2974345
65.2,75.9,64.4,57.4,2026-06-06 02:20:00,2974345
65.3,77.0,64.8,57.9,2026-06-06 02:40:00,2974345
65.1,77.3,64.4,57.8,2026-06-06 03:00:00,2974345
64.9,77.6,64.2,57.7,2026-06-06 03:20:00,2974345
64.1,79.3,63.7,57.6,2026-06-06 03:40:00,2974345
63.4,80.9,63.1,57.4,2026-06-06 04:00:00,2974345
62.9,82.6,62.8,57.5,2026-06-06 04:20:00,2974345
62.0,84.2,61.9,57.2,2026-06-06 04:40:00,2974345
61.4,85.6,61.3,57.0,2026-06-06 05:00:00,2974345
60.9,86.7,61.0,56.9,2026-06-06 05:20:00,2974345
60.9,88.0,61.0,57.3,2026-06-06 05:40:00,2974345
60.6,88.2,61.0,57.1,2026-06-06 06:00:00,2974345
