Temperature,Relative.Humidity,Heat_Index,Dew_Point,datetime,sensor_id
99.2,36.1,107.6,67.7,2026-06-14 15:00:00,2968889
100.4,34.9,108.9,67.7,2026-06-14 15:20:00,2968889
102.3,34.4,112.3,69.0,2026-06-14 15:40:00,2968889
99.8,35.9,108.5,68.0,2026-06-14 16:00:00,2968889
97.5,37.1,105.1,66.9,2026-06-14 16:20:00,2968889
98.5,37.0,106.7,67.7,2026-06-14 16:40:00,2968889
98.3,36.9,106.3,67.4,2026-06-14 17:00:00,2968889
98.7,34.4,105.3,65.8,2026-06-14 17:20:00,2968889
98.2,32.0,102.7,63.2,2026-06-14 17:40:00,2968889
98.2,31.7,102.6,63.0,2026-06-14 18:00:00,2968889
98.0,33.9,103.6,64.7,2026-06-14 18:20:00,2968889
97.1,33.1,101.5,63.3,2026-06-14 18:40:00,2968889
91.5,44.5,97.0,66.8,2026-06-14 19:00:00,2968889
86.5,58.7,93.0,70.4,2026-06-14 19:20:00,2968889
81.2,77.0,87.4,73.3,2026-06-14 19:40:00,2968889
80.7,80.5,87.3,74.2,2026-06-14 20:00:00,2968889
82.2,75.1,89.1,73.6,2026-06-14 20:20:00,2968889
81.4,77.6,88.0,73.7,2026-06-14 20:40:00,2968889
82.3,71.7,88.2,72.2,2026-06-14 21:00:00,2968889
82.8,68.3,88.3,71.2,2026-06-14 21:20:00,2968889
82.8,69.4,88.7,71.7,2026-06-14 21:40:00,2968889
82.1,71.0,87.6,71.8,2026-06-14 22:00:00,2968889
82.2,70.6,87.4,71.7,2026-06-14 22:20:00,2968889
82.0,70.8,87.1,71.6,2026-06-14 22:40:00,2968889
81.6,71.4,86.5,71.4,2026-06-14 23:00:00,2968889
81.1,71.8,85.8,71.1,2026-06-14 23:20:00,2968889
80.9,72.0,85.5,71.1,2026-06-14 23:40:00,2968889
80.8,72.3,85.5,71.0,2026-06-15 00:00:00,2968889
80.6,72.7,85.3,71.0,2026-06-15 00:20:00,2968889
80.3,73.5,84.9,71.1,2026-06-15 00:40:00,2968889
80.0,74.5,84.4,71.1,2026-06-15 01:00:00,2968889
79.9,75.3,84.6,71.4,2026-06-15 01:20:00,2968889
79.8,75.6,84.2,71.3,2026-06-15 01:40:00,2968889
79.9,75.8,84.4,71.5,2026-06-15 02:00:00,2968889
79.8,76.0,84.4,71.6,2026-06-15 02:20:00,2968889
79.5,76.4,84.0,71.5,2026-06-15 02:40:00,2968889
79.4,76.9,84.0,71.5,2026-06-15 03:00:00,2968889
79.3,77.3,83.7,71.6,2026-06-15 03:20:00,2968889
78.9,78.0,83.1,71.5,2026-06-15 03:40:00,2968889
78.3,79.3,82.4,71.4,2026-06-15 04:00:00,2968889
78.0,79.6,81.7,71.1,2026-06-15 04:20:00,2968889
77.6,80.5,81.1,71.1,2026-06-15 04:40:00,2968889
77.5,79.8,80.6,70.8,2026-06-15 05:00:00,2968889
77.0,79.8,79.5,70.3,2026-06-15 05:20:00,2968889
76.8,80.0,79.2,70.2,2026-06-15 05:40:00,2968889
76.7,77.8,78.6,69.3,2026-06-15 06:00:00,2968889
76.7,76.2,78.4,68.7,2026-06-15 06:20:00,2968889
77.2,72.8,78.8,67.7,2026-06-15 06:40:00,2968889
78.0,68.3,79.7,66.7,2026-06-15 07:00:00,2968889
78.2,64.0,79.3,65.0,2026-06-15 07:20:00,2968889
77.7,63.3,78.6,64.3,2026-06-15 07:40:00,2968889
79.2,62.2,80.8,65.2,2026-06-15 08:00:00,2968889
