sensor_id,datetime,Temperature,Relative.Humidity,hour,date_dt,week,GMaps_ID,randomize,treat_25,Shade,Sidewalk,St2Pole_in,COR_WIDTH,yr_repave,UHI_Qtile2,pct_treec,treatment_date,treatment_week,treatment_wave,sensor_direction,street_name,datetime_orig,cloud_type,temp_f_rdu_fill,dewpoint_f_rdu_fill,precip_in_rdu_fill,sunny,toh_rad_wm2_fill,avg_rad_wm2_fill,dt_rise,dt_set,daytime_hour,rh_pct,daylight_mins,sunny_hours,sfc_sw_down_wgt,sfc_sw_down_mean,daylight_mins_l1,sunny_hours_l1,sfc_sw_down_wgt_l1,sfc_sw_down_mean_l1,pair_data_missing,post,treat_post,date,time_unit
2503418,2026-06-25 13:00:00-04:00,84.2,52.4,13.0,2026-06-25,26,KILGORE_BROOKS AV_DIXIE TR,36,0,No,Yes,22,22,2023,7,0.636363636364,2025-09-12,37,1.0,N,KILGORE,2026-06-25 13:00:00,,,,,,,,,,,,,,,,,,,,0,1.0,0.0,2026-06-25,-11
2503418,2026-06-25 13:20:00-04:00,85.7,50.0,13.0,2026-06-25,26,KILGORE_BROOKS AV_DIXIE TR,36,0,No,Yes,22,22,2023,7,0.636363636364,2025-09-12,37,1.0,N,KILGORE,2026-06-25 13:20:00,,,,,,,,,,,,,,,,,,,,0,1.0,0.0,2026-06-25,-11
2503418,2026-06-25 13:40:00-04:00,87.8,48.7,13.0,2026-06-25,26,KILGORE_BROOKS AV_DIXIE TR,36,0,No,Yes,22,22,2023,7,0.636363636364,2025-09-12,37,1.0,N,KILGORE,2026-06-25 13:40:00,,,,,,,,,,,,,,,,,,,,0,1.0,0.0,2026-06-25,-11
2503418,2026-06-25 14:00:00-04:00,90.3,47.0,14.0,2026-06-25,26,KILGORE_BROOKS AV_DIXIE TR,36,0,No,Yes,22,22,2023,7,0.636363636364,2025-09-12,37,1.0,N,KILGORE,2026-06-25 14:00:00,,,,,,,,,,,,,,,,,,,,0,1.0,0.0,2026-06-25,-11
2503418,2026-06-25 14:20:00-04:00,89.8,44.8,14.0,2026-06-25,26,KILGORE_BROOKS AV_DIXIE TR,36,0,No,Yes,22,22,2023,7,0.636363636364,2025-09-12,37,1.0,N,KILGORE,2026-06-25 14:20:00,,,,,,,,,,,,,,,,,,,,0,1.0,0.0,2026-06-25,-11
2503418,2026-06-25 14:40:00-04:00,90.8,42.7,14.0,2026-06-25,26,KILGORE_BROOKS AV_DIXIE TR,36,0,No,Yes,22,22,2023,7,0.636363636364,2025-09-12,37,1.0,N,KILGORE,2026-06-25 14:40:00,,,,,,,,,,,,,,,,,,,,0,1.0,0.0,2026-06-25,-11
2503418,2026-06-25 15:00:00-04:00,88.0,46.2,15.0,2026-06-25,26,KILGORE_BROOKS AV_DIXIE TR,36,0,No,Yes,22,22,2023,7,0.636363636364,2025-09-12,37,1.0,N,KILGORE,2026-06-25 15:00:00,,,,,,,,,,,,,,,,,,,,0,1.0,0.0,2026-06-25,-11
2503418,2026-06-25 15:20:00-04:00,88.4,47.2,15.0,2026-06-25,26,KILGORE_BROOKS AV_DIXIE TR,36,0,No,Yes,22,22,2023,7,0.636363636364,2025-09-12,37,1.0,N,KILGORE,2026-06-25 15:20:00,,,,,,,,,,,,,,,,,,,,0,1.0,0.0,2026-06-25,-11
2503418,2026-06-25 15:40:00-04:00,86.5,48.8,15.0,2026-06-25,26,KILGORE_BROOKS AV_DIXIE TR,36,0,No,Yes,22,22,2023,7,0.636363636364,2025-09-12,37,1.0,N,KILGORE,2026-06-25 15:40:00,,,,,,,,,,,,,,,,,,,,0,1.0,0.0,2026-06-25,-11
2503418,2026-06-25 16:00:00-04:00,90.4,46.0,16.0,2026-06-25,26,KILGORE_BROOKS AV_DIXIE TR,36,0,No,Yes,22,22,2023,7,0.636363636364,2025-09-12,37,1.0,N,KILGORE,2026-06-25 16:00:00,,,,,,,,,,,,,,,,,,,,0,1.0,0.0,2026-06-25,-11
2503418,2026-06-25 16:20:00-04:00,93.9,42.5,16.0,2026-06-25,26,KILGORE_BROOKS AV_DIXIE TR,36,0,No,Yes,22,22,2023,7,0.636363636364,2025-09-12,37,1.0,N,KILGORE,2026-06-25 16:20:00,,,,,,,,,,,,,,,,,,,,0,1.0,0.0,2026-06-25,-11
2503418,2026-06-25 16:40:00-04:00,92.9,41.4,16.0,2026-06-25,26,KILGORE_BROOKS AV_DIXIE TR,36,0,No,Yes,22,22,2023,7,0.636363636364,2025-09-12,37,1.0,N,KILGORE,2026-06-25 16:40:00,,,,,,,,,,,,,,,,,,,,0,1.0,0.0,2026-06-25,-11
2503418,2026-06-25 17:00:00-04:00,95.9,41.5,17.0,2026-06-25,26,KILGORE_BROOKS AV_DIXIE TR,36,0,No,Yes,22,22,2023,7,0.636363636364,2025-09-12,37,1.0,N,KILGORE,2026-06-25 17:00:00,,,,,,,,,,,,,,,,,,,,0,1.0,0.0,2026-06-25,-11
2503418,2026-06-25 17:20:00-04:00,90.5,44.7,17.0,2026-06-25,26,KILGORE_BROOKS AV_DIXIE TR,36,0,No,Yes,22,22,2023,7,0.636363636364,2025-09-12,37,1.0,N,KILGORE,2026-06-25 17:20:00,,,,,,,,,,,,,,,,,,,,0,1.0,0.0,2026-06-25,-11
2503418,2026-06-25 17:40:00-04:00,92.7,42.1,17.0,2026-06-25,26,KILGORE_BROOKS AV_DIXIE TR,36,0,No,Yes,22,22,2023,7,0.636363636364,2025-09-12,37,1.0,N,KILGORE,2026-06-25 17:40:00,,,,,,,,,,,,,,,,,,,,0,1.0,0.0,2026-06-25,-11
2503418,2026-06-25 18:00:00-04:00,92.3,43.7,18.0,2026-06-25,26,KILGORE_BROOKS AV_DIXIE TR,36,0,No,Yes,22,22,2023,7,0.636363636364,2025-09-12,37,1.0,N,KILGORE,2026-06-25 18:00:00,,,,,,,,,,,,,,,,,,,,0,1.0,0.0,2026-06-25,-11
2503418,2026-06-25 18:20:00-04:00,94.5,41.0,18.0,2026-06-25,26,KILGORE_BROOKS AV_DIXIE TR,36,0,No,Yes,22,22,2023,7,0.636363636364,2025-09-12,37,1.0,N,KILGORE,2026-06-25 18:20:00,,,,,,,,,,,,,,,,,,,,0,1.0,0.0,2026-06-25,-11
2503418,2026-06-25 18:40:00-04:00,92.8,43.0,18.0,2026-06-25,26,KILGORE_BROOKS AV_DIXIE TR,36,0,No,Yes,22,22,2023,7,0.636363636364,2025-09-12,37,1.0,N,KILGORE,2026-06-25 18:40:00,,,,,,,,,,,,,,,,,,,,0,1.0,0.0,2026-06-25,-11
2503418,2026-06-25 19:00:00-04:00,95.5,41.4,19.0,2026-06-25,26,KILGORE_BROOKS AV_DIXIE TR,36,0,No,Yes,22,22,2023,7,0.636363636364,2025-09-12,37,1.0,N,KILGORE,2026-06-25 19:00:00,,,,,,,,,,,,,,,,,,,,0,1.0,0.0,2026-06-25,-11
2503418,2026-06-25 19:20:00-04:00,94.1,41.9,19.0,2026-06-25,26,KILGORE_BROOKS AV_DIXIE TR,36,0,No,Yes,22,22,2023,7,0.636363636364,2025-09-12,37,1.0,N,KILGORE,2026-06-25 19:20:00,,,,,,,,,,,,,,,,,,,,0,1.0,0.0,2026-06-25,-11
