"GlobalID","COR_STREET","COR_BEGIN_","COR_END_DE","ST_TYPE_ST","COR_LENGTH","COR_ST_TYP","COR_WIDTH","DIRECTION_","LANE_COUNT","LEAF_ID","yr_repave","surface","street_id","treat_year","prev_treat","treat_25","pot_treat","pot_comp","sqyd_est","duke_poles","lite_poles","pole_est","sidewalks","any_poles","grid_code","LCZ_filter","LCZ_desc","UHI_Qtile","pct_treec","hw_af_hi_f","hw_af_t_f","hw_am_hi_f","hw_am_t_f","hw_pm_hi_f","hw_pm_t_f","UHI_Qtile2","repave_grp","weights","subclass","GMaps_ID","select_loc","randomize"
"9fb4b6b9-b7f8-4d5c-9a16-f5891222f868","YELVERTON","GLEN EDEN DR","CDS","Cr",537,5,22,0,2,"1A",2018,1,NA,NA,0,0,0,1,1312.66666666667,"Yes","Yes",2,"No",1,6,"6","Open lowrise",4,0.831168831169,85.7272410999645,84.261091336337,68.680129588734,67.9021209716797,83.3707017378374,80.8609150279652,4,"older",1,"71","YELVERTON_GLEN EDEN DR_CDS",TRUE,NA
"0cd6cea7-140d-44dd-80a5-01078cf9322d","SMITH BASIN","CDS","FARMINGTON GROVE DR","Ln",445,10,18,0,2,"1A",2019,1,77,NA,0,1,1,0,890,"No","Yes",3,"Yes",1,6,"6","Open lowrise",NA,0.969696969697,87.0997071266174,84.0024366378784,67.7054974238078,67.0928605397542,82.7928902308146,80.524306456248,2,"older",1,"71","SMITH BASIN_CDS_FARMINGTON GROVE DR",TRUE,NA
