"GlobalID","COR_STREET","COR_BEGIN_","COR_END_DE","ST_TYPE_ST","COR_LENGTH","COR_ST_TYP","COR_WIDTH","DIRECTION_","LANE_COUNT","LEAF_ID","yr_repave","surface","street_id","treat_year","prev_treat","treat_25","pot_treat","pot_comp","sqyd_est","duke_poles","lite_poles","pole_est","sidewalks","any_poles","grid_code","LCZ_filter","LCZ_desc","UHI_Qtile","pct_treec","hw_af_hi_f","hw_af_t_f","hw_am_hi_f","hw_am_t_f","hw_pm_hi_f","hw_pm_t_f","UHI_Qtile2","repave_grp","weights","subclass","randomize","select_loc","GMaps_ID"
"6714fd8a-4cca-453f-9c1c-9915f0dcefcc","PARRISH","BATTERY DR","E. HARGETT ST","St",228,18,22,0,2,"1A",2022,1,60,NA,0,1,1,0,557.333333333333,"Yes","Yes",2,"No",1,6,"6","Open lowrise",10,0.452380952381,87.0058643735688,84.8188889602135,68.9483705717942,68.1739804498081,84.1492041226091,81.0619812011719,10,"newer",1,"56",44,FALSE,"PARRISH_BATTERY DR_E. HARGETT ST"
"ac047f7e-3ef7-442b-8ec7-7cd2bc357af2","PARRISH","E. HARGETT ST","E. MARTIN ST","St",476,18,22,0,2,"1A",2022,1,60,NA,0,1,1,0,1163.55555555556,"Yes","Yes",4,"No",1,6,"6","Open lowrise",10,0.671232876712,87.1250905257005,84.7790753291203,68.6509684049166,67.9766955742469,83.778846007127,80.9105281829834,10,"newer",1,"57",64,FALSE,"PARRISH_E. HARGETT ST_E. MARTIN ST"
"0e08a660-1bb2-4793-b2c4-e2d058badd33","SEDGEFIELD","MILLBROOK RD","CDS","Dr",610,8,22,0,2,"1A",2023,1,NA,NA,0,0,0,1,1491.11111111111,"Yes","Yes",5,"No",1,6,"6","Open lowrise",8,0.86170212766,86.8435082435608,84.2433958053589,68.8782091140747,68.2892928123474,83.931324839592,81.2404425144195,8,"newer",1,"104",79,FALSE,"SEDGEFIELD_MILLBROOK RD_CDS"
"962bd950-3bfb-4898-b2b8-813bcb0792dc","RADCLIFF","PRINCETON ST","HARVARD ST","Rd",415,15,22,0,2,"1A",2023,1,NA,NA,0,0,0,1,1014.44444444444,"Yes","Yes",2,"No",1,6,"6","Open lowrise",7,0.619047619048,85.5567073822022,83.6384478482333,68.0820161646063,67.3715369484641,82.5123743577437,80.3122725053267,7,"newer",1,"65",108,FALSE,"RADCLIFF_PRINCETON ST_HARVARD ST"
"089ef250-852a-4ba3-a0fd-5e45acf46c05","RADCLIFF","HARVARD ST","YALE ST","Rd",323,15,22,0,2,"1A",2023,1,NA,NA,0,0,0,1,789.555555555556,"Yes","Yes",3,"No",1,6,"6","Open lowrise",7,0.333333333333,85.9625538720025,83.919017791748,68.17504035102,67.4815343221029,82.7537027994792,80.5697860717773,7,"newer",1,"66",89,FALSE,"RADCLIFF_HARVARD ST_YALE ST"
"330c0731-8fc9-44f1-a7e8-0166be4d8883","RADCLIFF","YALE ST","PURDUE ST","Rd",1431,15,22,0,2,"1A",2023,1,NA,NA,0,0,0,1,3498,"Yes","Yes",10,"No",1,6,"6","Open lowrise",7,0.944444444444,86.102375114051,84.1069357099324,68.163793355009,67.5469335291507,82.9840915429331,80.7548609824076,7,"newer",1,"107",83,FALSE,"RADCLIFF_YALE ST_PURDUE ST"
"b304814c-0696-4512-8efb-80b77ae0a63d","RAINWATER","BRIARFOREST PL","TEALWOOD PL","Rd",240,15,37,0,2,"1A",2021,1,NA,NA,0,0,0,1,986.666666666667,"No","Yes",1,"Yes",1,6,"6","Open lowrise",8,0.926829268293,86.4445369243622,84.1045410633087,68.2609524726868,67.6931774616241,83.829377412796,81.1247651576996,8,"newer",1,"55",61,FALSE,"RAINWATER_BRIARFOREST PL_TEALWOOD PL"
"7b1a6b75-6c94-4a50-83e1-1720ca9cbbff","RAINWATER","BELLECHASSE DR","PVMT CHG #6724","Rd",287,15,37,0,2,"1A",2021,1,NA,NA,0,0,0,1,1179.88888888889,"No","Yes",1,"Yes",1,6,"6","Open lowrise",6,0.958333333333,86.0099355909559,83.664329316881,68.5595910814073,67.8294923570421,83.2755487230089,80.6769282023112,6,"newer",1,"81",35,TRUE,"RAINWATER_BELLECHASSE DR_PVMT CHG #6724"
"d4b44218-5cb1-465f-bc53-d50eb256b5ed","RAINWATER","PVMT CHG #6724","NORTH RIDGE DR","Rd",852,15,37,0,2,"1A",2021,1,NA,NA,0,0,0,1,3502.66666666667,"No","Yes",3,"Yes",1,11,"A","Dense Trees (LCZ A)",6,0.948717948718,85.5358371499144,82.9905776035638,68.2527185133946,67.5856082115644,82.8424156094775,80.3759289965218,6,"newer",1,"87",69,FALSE,"RAINWATER_PVMT CHG #6724_NORTH RIDGE DR"
"58ada0fd-cb92-4860-8139-bb2a2e1d3eff","RAVENWOOD","GROVE AV","MELBOURNE RD","Dr",617,8,26,0,2,"1A",2019,1,65,NA,0,1,1,0,1782.44444444444,"Yes","No",4,"Yes",1,11,"A","Dense Trees (LCZ A)",6,0.438202247191,86.6241461331727,84.0520574851114,68.4296234631148,67.819540930576,83.371823045074,80.5064130689277,6,"older",1,"58",112,FALSE,"RAVENWOOD_GROVE AV_MELBOURNE RD"
"ecf5c69a-186a-4637-b98c-11068381b7f3","SPRINGHOUSE","BLAKEHURST DR","CDS","Ln",541,10,21,0,2,"1A",2023,1,NA,NA,0,0,0,1,1262.33333333333,"No","Yes",2,"Yes",1,6,"6","Open lowrise",3,0.6875,86.9060702407569,84.8610933538069,68.7054198415656,67.9700863486842,83.9975345009252,81.25779737506,3,"newer",1,"103",28,TRUE,"SPRINGHOUSE_BLAKEHURST DR_CDS"
"2965a71c-12bb-45d8-aaac-39ae69c25850","CUB","DEANWOOD DR","DAHLGREEN RD","Tr",487,20,36,0,2,"1A",2021,1,NA,NA,0,0,0,1,1948,"No","Yes",1,"Yes",1,6,"6","Open lowrise",3,0.239436619718,85.8330378812902,84.2266857670802,68.5457331339518,67.784958932914,83.6840938493317,81.265557681813,3,"newer",1,"94",30,TRUE,"CUB_DEANWOOD DR_DAHLGREEN RD"
"4769a423-aa38-4124-ad2a-5ccb57548432","WILD DUNES","LONG POINT CT","GRAND CYPRESS CT","Dr",254,8,26,0,2,"1A",2022,1,90,NA,0,1,1,0,733.777777777778,"No","Yes",1,"No",1,6,"6","Open lowrise",8,0.825,86.9554766950936,84.4365426425276,68.1889882580987,67.3893387893151,84.016823078024,80.9365686877021,8,"newer",1,"59",7,FALSE,"WILD DUNES_LONG POINT CT_GRAND CYPRESS CT"
"8a6f1277-e717-4901-92a4-ec27cd110812","WILD DUNES","ROYAL TROON DR","LONG POINT CT","Dr",599,8,26,0,2,"1A",2022,1,90,NA,0,1,1,0,1730.44444444444,"No","Yes",1,"No",1,6,"6","Open lowrise",8,0.943820224719,86.5619563118356,84.1826105586818,68.2807762271068,67.5694068533475,83.2663818109231,80.6173847386094,8,"newer",1,"60",55,FALSE,"WILD DUNES_ROYAL TROON DR_LONG POINT CT"
"c22586cc-4b4a-4507-8394-238bdc7bdc35","FOREST HIGHLAND","FIRESTONE LN","LAUREL VALLEY WY","Dr",1644,8,18,0,2,"1A",2022,1,22,NA,0,1,1,0,3288,"No","Yes",1,"No",1,6,"6","Open lowrise",8,0.47619047619,86.6276817081859,84.3045641821136,68.0388115936855,67.3987472342245,84.0538446198469,81.3205205569478,8,"newer",1,"61",62,FALSE,"FOREST HIGHLAND_FIRESTONE LN_LAUREL VALLEY WY"
"7e2012f8-6e2d-411d-9b62-ed85c716c402","FOREST HIGHLAND","LAUREL VALLEY WY","FIRESTONE LN","Dr",1191,8,18,0,2,"1A",2022,1,22,NA,0,1,1,0,2382,"No","Yes",1,"No",1,6,"6","Open lowrise",8,0.479289940828,86.6325131337577,84.2810703942535,67.9325445332659,67.325737349484,84.0121417264326,81.1452473631693,8,"newer",1,"62",80,FALSE,"FOREST HIGHLAND_LAUREL VALLEY WY_FIRESTONE LN"
"ebdcc93c-4fee-4272-a547-c74bf97cd29f","LAUREL VALLEY","EAGLE TRACE DR","FOREST HIGHLAND DR S.","Wy",430,22,18,0,2,"1A",2022,1,38,NA,0,1,1,0,860,"No","Yes",1,"No",1,6,"6","Open lowrise",8,0.0454545454545,86.780083916404,84.2626294222745,68.1248775828968,67.4760847958652,84.5610580444336,81.4149426546964,8,"newer",1,"63",34,FALSE,"LAUREL VALLEY_EAGLE TRACE DR_FOREST HIGHLAND DR S."
"64108ae5-4faa-4962-a419-203f4eda7bc7","INDIANWOOD","W. CDS","ROYAL MELBOURNE DR","Ct",357,6,18,0,2,"1A",2022,1,33,NA,0,1,1,0,714,"No","Yes",1,"No",1,6,"6","Open lowrise",8,0.327586206897,87.3114136915941,84.8255861722506,68.4955892318334,67.7736935737805,84.7338702862079,81.4709267249474,8,"newer",1,"64",18,FALSE,"INDIANWOOD_W. CDS_ROYAL MELBOURNE DR"
"dbe3f3ce-e5bd-4108-950b-9f949d1048fe","MUIRFIELD VILLAGE","EAGLE TRACE DR","SHADOWCREEK DR","Wy",288,22,18,0,2,"1A",2022,1,54,NA,0,1,1,0,576,"No","Yes",2,"No",1,6,"6","Open lowrise",8,0.644444444444,87.223331124442,84.9010515485491,68.8023771013532,68.1418655395508,84.2894659859793,81.3511936732701,8,"newer",1,"65",108,FALSE,"MUIRFIELD VILLAGE_EAGLE TRACE DR_SHADOWCREEK DR"
"ff6ad5a9-3813-4fb6-8e09-5418492766ba","ANCLOTE","RIDGE RD","CDS","Pl",390,12,22,0,2,"1A",2018,1,NA,NA,0,0,0,1,953.333333333333,"Yes","No",3,"No",1,11,"A","Dense Trees (LCZ A)",6,0.239436619718,85.6915684654599,83.9559753054664,68.5050710042318,67.7952137901669,83.0801613217308,80.9036425635928,6,"older",1,"100",42,FALSE,"ANCLOTE_RIDGE RD_CDS"
"88d764eb-bebf-4f23-ba1f-37b6b500e690","ARROW","END MAINT #3904","GLENWOOD AVE","Dr",1160,8,22,0,2,"1A",2022,1,3,NA,0,1,1,0,2835.55555555556,"Yes","Yes",7,"Yes",1,8,"8","Large lowrise",8,0.291139240506,86.750340662965,84.683855809203,69.9275676482314,68.9595459404342,84.0094092132848,81.9372806374086,8,"newer",1,"66",89,FALSE,"ARROW_END MAINT #3904_GLENWOOD AVE"
"a46ce4d4-c1a0-4f58-b3e0-063ad7eacbc7","FARMINGTON GROVE","HALLBERG LN","SORRILLS CREEK LN","Dr",491,8,22,0,2,"1A",2022,1,19,NA,0,1,1,0,1200.22222222222,"No","Yes",1,"Yes",1,6,"6","Open lowrise",NA,0.945945945946,87.1801128747328,84.6454803178895,67.9996307660949,67.3036582514925,83.7970262923331,81.1740624769679,2,"newer",1,"67",31,TRUE,"FARMINGTON GROVE_HALLBERG LN_SORRILLS CREEK LN"
"a656c592-03c8-49bb-b7a1-ba2ef30a482c","FARMINGTON GROVE","SORRILLS CREEK LN","DUVAL ST","Dr",968,8,22,0,2,"1A",2022,1,19,NA,0,1,1,0,2366.22222222222,"No","Yes",3,"Yes",1,6,"6","Open lowrise",NA,0.676691729323,87.2050426564318,84.8209973599049,68.016598721768,67.3486733132221,84.6644601213171,81.9058819222957,2,"newer",1,"68",70,FALSE,"FARMINGTON GROVE_SORRILLS CREEK LN_DUVAL ST"
"62e98b58-5fe5-462e-9a1e-a41c7ccc0eae","FARMINGTON GROVE","DUVAL ST","SMITH BASIN LN","Dr",474,8,22,0,2,"1A",2022,1,19,NA,0,1,1,0,1158.66666666667,"No","Yes",1,"Yes",1,6,"6","Open lowrise",NA,0.875,87.0685194510001,84.4661952831127,67.8950773168493,67.2954194810655,84.0389012937192,81.480396270752,2,"newer",1,"69",52,FALSE,"FARMINGTON GROVE_DUVAL ST_SMITH BASIN LN"
"9588d17e-8f5f-41fe-a1ef-a4b74912f73b","FARMINGTON GROVE","SMITH BASIN LN","FALLS RIVER AV","Dr",530,8,22,0,2,"1A",2022,1,19,NA,0,1,1,0,1295.55555555556,"No","Yes",1,"Yes",1,6,"6","Open lowrise",NA,0.883116883117,86.8892001745836,84.3942147021023,67.8016937543761,67.162427362406,83.5502998783903,81.383053041854,2,"newer",1,"70",116,FALSE,"FARMINGTON GROVE_SMITH BASIN LN_FALLS RIVER AV"
"0cd6cea7-140d-44dd-80a5-01078cf9322d","SMITH BASIN","CDS","FARMINGTON GROVE DR","Ln",445,10,18,0,2,"1A",2019,1,77,NA,0,1,1,0,890,"No","Yes",3,"Yes",1,6,"6","Open lowrise",NA,0.969696969697,87.0997071266174,84.0024366378784,67.7054974238078,67.0928605397542,82.7928902308146,80.524306456248,2,"older",1,"71",4,TRUE,"SMITH BASIN_CDS_FARMINGTON GROVE DR"
"dda2373d-67d9-4cd8-94fb-65a62a6cf45e","WILDER","METHOD RD","CDS","St",607,18,22,0,2,"1A",2022,1,91,NA,0,1,1,0,1483.77777777778,"Yes","No",3,"No",1,6,"6","Open lowrise",10,0.752941176471,85.9583216905594,84.1534270048141,69.3484820127487,68.5547205209732,83.5934511423111,81.3315547704697,10,"newer",1,"72",43,FALSE,"WILDER_METHOD RD_CDS"
"3d228162-9725-4b18-9c31-38591fea07d9","OLD DEER","SUMMERSPRINGS LN","OLD WELL LN","Tr",653,20,36,0,2,"1A",2021,1,NA,NA,0,0,0,1,2612,"No","Yes",3,"Yes",1,6,"6","Open lowrise",5,0.795918367347,85.9791400793827,83.74443990534,67.5990964716131,66.9752346385609,82.5257680488355,80.357029654763,5,"newer",1,"44",73,FALSE,"OLD DEER_SUMMERSPRINGS LN_OLD WELL LN"
"fd1da4a4-9122-4b05-93ea-f2a945777930","CORPORATE CENTER","CONFERENCE DR","TRINITY RD","Dr",2467,8,36,0,2,"1A",2019,1,NA,NA,0,0,0,1,9868,"No","Yes",9,"Yes",1,11,"A","Dense Trees (LCZ A)",3,0.894259818731,86.636191388394,83.9344189014841,69.4024306358175,68.5627890647726,83.200497769295,80.7515990074645,3,"older",1,"96",22,TRUE,"CORPORATE CENTER_CONFERENCE DR_TRINITY RD"
"76589bc2-82cd-4829-8089-a7334e8b10be","PULLEN","CATES AV","WESTERN BLVD BRIDGE","Rd",600,15,22,0,2,"1A",2022,1,NA,NA,0,0,0,1,1466.66666666667,"Yes","Yes",3,"Yes",1,12,"B","Scattered Trees (LCZ B)",9,0.758620689655,84.6861098984541,82.6663152403751,68.0526724346614,67.5002820289741,82.2044050572282,80.1406432329598,9,"newer",1,"109",106,FALSE,"PULLEN_CATES AV_WESTERN BLVD BRIDGE"
"93f26941-a7f9-4d58-acc2-1c078094cc23","PULLEN","DUNN AV","CATES AV","Rd",726,15,36,0,2,"1A",2022,1,NA,NA,0,0,0,1,2904,"Yes","Yes",4,"Yes",1,12,"B","Scattered Trees (LCZ B)",9,0.87037037037,85.4880766997466,83.5967332994616,68.9243732143093,68.2453362748429,83.4587110570959,81.1447189949654,9,"newer",1,"42",75,FALSE,"PULLEN_DUNN AV_CATES AV"
"5f7bedf1-7c82-4738-827a-4540305dcdaf","NORTH HILLS","LEAD MINE RD","HILLOCK DR","Dr",499,8,40,0,2,"1A",2019,1,56,NA,0,1,1,0,2217.77777777778,"Yes","Yes",6,"Yes",1,8,"8","Large lowrise",8,0.36,87.3098748779297,85.5671884155274,70.186764831543,69.2102819824218,84.2996423339844,82.1146884155273,8,"older",1,"73",63,FALSE,"NORTH HILLS_LEAD MINE RD_HILLOCK DR"
"a8a44a33-ab71-4bd9-8c22-aade1f0beabe","NORTH HILLS","HILLOCK DR","HILLOCK DR","Dr",2094,8,40,0,2,"1A",2019,1,56,NA,0,1,1,0,9306.66666666667,"Yes","Yes",13,"Yes",1,6,"6","Open lowrise",8,0.734265734266,86.6647641731031,84.3005849664861,69.0220939173843,68.1874797705448,82.8295166323883,80.501341270678,8,"older",1,"74",72,FALSE,"NORTH HILLS_HILLOCK DR_HILLOCK DR"
"1bb466b1-3180-42d0-a71d-6895b30e9a36","NORTH HILLS","HILLOCK DR","OLD VILLAGE RD","Dr",388,8,40,0,2,"1A",2019,1,56,NA,0,1,1,0,1724.44444444444,"Yes","Yes",3,"Yes",1,6,"6","Open lowrise",7,0.8,86.3827223666878,83.8772451711256,68.2366274456645,67.4575764855673,81.9541260475336,79.7853670342024,7,"older",1,"75",60,FALSE,"NORTH HILLS_HILLOCK DR_OLD VILLAGE RD"
"532018f3-017a-4f45-a2c1-44dbf670df60","NORTH HILLS","OLD VILLAGE RD","NORTHBROOK DR","Dr",1436,8,40,0,2,"1A",2019,1,56,NA,0,1,1,0,6382.22222222222,"Yes","Yes",9,"Yes",1,11,"A","Dense Trees (LCZ A)",7,0.70202020202,85.510784867881,83.1043952167898,67.8692315143088,67.1528553617173,81.166159864785,79.4314626057943,7,"older",1,"76",71,FALSE,"NORTH HILLS_OLD VILLAGE RD_NORTHBROOK DR"
"9757922c-bebd-41b7-9657-499f7935211a","LOOKOUT MOUNTAIN","RAY RD","LAUREL MOUNTAIN RD","Rd",1489,15,42,0,2,"1A",2019,1,NA,NA,0,0,0,1,6948.66666666667,"No","Yes",4,"Yes",1,6,"6","Open lowrise",3,0.895238095238,85.9927012984817,84.1556935696988,67.9247800981676,67.1941988661483,83.352325542553,80.9235780045792,3,"older",1,"97",107,FALSE,"LOOKOUT MOUNTAIN_RAY RD_LAUREL MOUNTAIN RD"
"04231cc9-dd90-4113-b0ef-09a67fbd39a4","WINTERGREEN","PINE TREE CT","CREPE MYRTLE CT","Dr",313,8,22,0,2,"1A",2023,1,NA,NA,0,0,0,1,765.111111111111,"No","Yes",1,"Yes",1,6,"6","Open lowrise",5,0.94,86.8051040237014,84.1829359724715,67.7946294836096,67.2645993619352,83.4952994681693,81.0292236740525,5,"newer",1,"115",9,TRUE,"WINTERGREEN_PINE TREE CT_CREPE MYRTLE CT"
"e2ae1a52-4d1b-4861-8fdd-f4c7a0d5137d","FARMINGTON GROVE","FALLS RIVER AV","HALLBERG LN","Dr",711,8,22,0,2,"1A",2022,1,19,NA,0,1,1,0,1738,"No","Yes",2,"Yes",1,6,"6","Open lowrise",NA,0.971153846154,86.3582447899712,84.063391579522,68.284809006585,67.6371895472209,83.2473890516493,80.7683002683851,2,"newer",1,"78",33,FALSE,"FARMINGTON GROVE_FALLS RIVER AV_HALLBERG LN"
"8690cd26-a7ce-448b-a6f2-e68ea6dfb363","HARVEST OAKS","STRICKLAND RD","LEAD MINE RD","Dr",974,8,44,0,4,"1A",2022,1,28,NA,0,1,1,0,4761.77777777778,"No","Yes",4,"Yes",1,6,"6","Open lowrise",2,0.283687943262,86.2078804723995,85.0963104877275,69.6102893475404,68.6904111252617,84.4646663862405,82.3295773378352,2,"newer",1,"79",49,FALSE,"HARVEST OAKS_STRICKLAND RD_LEAD MINE RD"
"e0911d48-23ae-4ce2-8562-ae6c1a666ff9","DELTA LAKE","GLENCREE CT","DELTA VISION CT","Dr",1360,8,36,0,2,"1A",2020,1,NA,NA,0,0,0,1,5440,"No","Yes",7,"Yes",1,6,"6","Open lowrise",8,0.747311827957,86.4267425537109,84.1944835369404,68.2894486060509,67.6172800504244,83.0864633413462,80.8485966609074,8,"older",1,"76",71,FALSE,"DELTA LAKE_GLENCREE CT_DELTA VISION CT"
"facec993-8271-4ab5-9cb8-b4efb49ca654","DELTA LAKE","DELTA VISION CT","POYNER RD","Dr",1769,8,36,0,2,"1A",2020,1,NA,NA,0,0,0,1,7076,"No","Yes",8,"Yes",1,6,"6","Open lowrise",8,0.7625,86.3096689980411,84.2230086016232,68.6572462905793,67.9786690706332,83.0981920231023,80.8545618452264,8,"older",1,"74",72,FALSE,"DELTA LAKE_DELTA VISION CT_POYNER RD"
"10922e27-608d-42d4-8e74-ebf299905266","CLUB HILL","ARNOLD PALMER DR","GOLF LINK DR","Dr",1085,8,26,0,2,"1A",2018,1,NA,NA,0,0,0,1,3134.44444444444,"No","Yes",2,"Yes",1,6,"6","Open lowrise",6,0.715277777778,86.4010735321045,84.4372264862061,68.4053439331055,67.6893647766113,83.7572412109375,81.4384309387207,6,"older",1,"19",84,FALSE,"CLUB HILL_ARNOLD PALMER DR_GOLF LINK DR"
"1f8457d2-591c-4aad-8ec6-6b5e16f86317","LITTLE BRIER CREEK","TW ALEXANDER DR","BRIER CREEK PKWY","Ln",4107,10,36,0,3,"1A",2022,1,42,NA,0,1,1,0,16428,"No","Yes",20,"Yes",1,12,"B","Scattered Trees (LCZ B)",7,0.499036608863,85.4279155001614,84.200045205205,68.7788052793409,67.9119912236115,83.4213010235562,81.3088436439388,7,"newer",1,"80",11,TRUE,"LITTLE BRIER CREEK_TW ALEXANDER DR_BRIER CREEK PKWY"
"43442a74-f136-48d4-b5c2-bd5ea64ffb33","NORTH EXETER","SPINDLEWOOD CT","SHADY GROVE RD","Wy",872,22,31,0,2,"1A",2018,1,NA,NA,0,0,0,1,3003.55555555556,"No","Yes",6,"Yes",1,12,"B","Scattered Trees (LCZ B)",NA,0.152,86.112584243586,84.3413963788822,68.1048401255666,67.4566109739704,83.4665553716966,81.3449718334057,1,"older",1,"99",81,FALSE,"NORTH EXETER_SPINDLEWOOD CT_SHADY GROVE RD"
"d1b8ac7e-7c9e-434d-8eac-6b6e0af7aedf","HEATHGATE","BROOKWAY CT","STAGWOOD LN","Ln",201,10,26,0,2,"1A",2021,1,NA,NA,0,0,0,1,580.666666666667,"No","Yes",2,"Yes",1,6,"6","Open lowrise",2,0.918918918919,86.3882242838542,84.360723707411,67.4106021457248,66.9118039166486,82.4985696298105,80.3413450453017,2,"newer",1,"78",33,FALSE,"HEATHGATE_BROOKWAY CT_STAGWOOD LN"
"5ff1e37b-03eb-4600-a9d3-73198dd298ca","TRIANGLE TOWN","SUMNER BV","OLD WAKE FOREST RD","Bv",1510,4,60,0,5,"1A",2019,1,85,NA,0,1,1,0,10066.6666666667,"No","Yes",12,"Yes",1,8,"8","Large lowrise",9,0,85.4054430731412,85.0601835579707,70.7794786650559,69.8956169917666,84.5088440993737,82.7196345888335,9,"older",1,"82",6,TRUE,"TRIANGLE TOWN_SUMNER BV_OLD WAKE FOREST RD"
"c906ee7f-1ea9-48a7-a180-30504d7858fc","SUMNER","CAPITAL BLVD","DILLARDS ENT","Bv",1132,4,60,0,5,"1A",2019,1,80,NA,0,1,1,0,7546.66666666667,"No","Yes",8,"Yes",1,8,"8","Large lowrise",10,0.0377358490566,85.7054905361599,85.1338234654179,71.0612489912245,70.207027859158,84.4758722517225,82.8617227342394,10,"older",1,"83",65,FALSE,"SUMNER_CAPITAL BLVD_DILLARDS ENT"
"3d2d64e0-e95a-44f3-8baf-33ccad22352a","FALLS OF NEUSE","SPRUCE TREE WY","WAKEFIELD PINES DR","Rd",1240,15,60,0,4,"1A",2019,1,NA,NA,0,0,0,1,8266.66666666667,"No","Yes",6,"Yes",1,6,"6","Open lowrise",2,0,86.5942393070509,85.406602619075,69.3235577495158,68.5389022827148,84.8327971386308,82.4150886856207,2,"older",1,"98",74,FALSE,"FALLS OF NEUSE_SPRUCE TREE WY_WAKEFIELD PINES DR"
"6c668ba6-6e93-46db-8dc8-26bde9b154ac","BENNETTWOOD","TULARE CT","CDS","Ct",441,6,21,0,2,"1A",2020,1,NA,NA,0,0,0,1,1029,"No","Yes",2,"Yes",1,6,"6","Open lowrise",4,0.272727272727,87.099760055542,85.1602361996969,68.9129686355591,68.1722965240478,84.2426373163859,81.4896341959635,4,"older",1,"102",51,FALSE,"BENNETTWOOD_TULARE CT_CDS"
"34e21cd3-42c4-41a7-9678-4e77b86a9c8f","WILD DUNES","HARBOUR TOWNE DR","ROYAL TROON DR","Dr",711,8,26,0,2,"1A",2022,1,90,NA,0,1,1,0,2054,"No","Yes",1,"No",1,6,"6","Open lowrise",9,0.34375,86.8280836188275,84.6786094333815,67.7499677409296,67.1075523210608,83.8196326546047,81.0153735616933,9,"newer",1,"86",96,FALSE,"WILD DUNES_HARBOUR TOWNE DR_ROYAL TROON DR"
"93ba64a7-9b8d-4f49-88bd-03f24e0d10d3","ATLANTIC","WIDTH CHG #2609","MEADOW WOOD BV","Av",862,2,48,0,4,"1A",2020,1,NA,NA,0,0,0,1,4597.33333333333,"No","Yes",2,"No",1,11,"A","Dense Trees (LCZ A)",10,0.830508474576,84.7737352324695,83.5836016957353,70.3269095071932,69.5085159860006,82.748028359762,80.8361310261051,10,"older",1,"13",115,FALSE,"ATLANTIC_WIDTH CHG #2609_MEADOW WOOD BV"
"a15e5f8c-f4a1-4326-9854-b303dc4954f2","SOUTHGATE","PURPLE GARNET WY","SMOKY TOPAZ LN","Dr",614,8,26,0,2,"1A",2020,1,NA,NA,0,0,0,1,1773.77777777778,"No","Yes",1,"Yes",1,6,"6","Open lowrise",6,0.0333333333333,86.5814598798752,84.2421934604645,67.9945484399796,67.347393155098,83.5643329620361,80.8990740776062,6,"older",1,"101",45,FALSE,"SOUTHGATE_PURPLE GARNET WY_SMOKY TOPAZ LN"
"c41f8fe0-4cb3-4e5c-994c-912547c3db6a","PULLEN","WATAUGA CLUB DR","STINSON DR","Rd",327,15,32,0,3,"1A",2022,1,NA,NA,0,0,0,1,1162.66666666667,"Yes","Yes",2,"Yes",1,5,"5","Open midrise",10,0.0416666666667,85.8209690767176,84.5801586824305,69.81790228451,69.111400828642,84.24535594267,81.769053515266,10,"newer",1,"20",53,FALSE,"PULLEN_WATAUGA CLUB DR_STINSON DR"
"b1d69557-db35-48d8-85ba-e1a9dbb615d7","ATLANTIC","PACIFIC DR","MILLBROOK RD","Av",2270,2,50,0,5,"1A",2018,1,NA,NA,0,0,0,1,12611.1111111111,"No","Yes",13,"Yes",1,6,"6","Open lowrise",10,0.152103559871,85.9633745617337,84.9392298592461,69.5650580370867,68.7684105413931,84.6120956208971,82.5579563423438,10,"older",1,"83",65,FALSE,"ATLANTIC_PACIFIC DR_MILLBROOK RD"
"d061fe6a-cbc4-44af-bbbf-04e84fe8a1e7","DUNN","FALLS OF NEUSE RD","KENDLE CREST LN","Rd",1666,15,45,0,4,"1A",2023,1,NA,NA,0,0,0,1,8330,"Yes","Yes",6,"Yes",1,6,"6","Open lowrise",1,0.604347826087,86.7992902902457,84.8479304191393,68.8668373792599,68.1796218676445,84.0796893193171,81.5756956736247,1,"newer",1,"92",113,FALSE,"DUNN_FALLS OF NEUSE RD_KENDLE CREST LN"
"0fd8eaa4-7ba2-42c0-ae45-6c100a44c83c","DUNN","ELEGANCE DR","OAKCROFT DR","Rd",717,15,45,0,4,"1A",2023,1,NA,NA,0,0,0,1,3585,"Yes","Yes",4,"Yes",1,6,"6","Open lowrise",1,0.728155339806,86.8088739755991,84.6989987347577,68.7756344563252,68.3530241476523,84.6032218933105,81.9714575071593,1,"newer",1,"93",20,TRUE,"DUNN_ELEGANCE DR_OAKCROFT DR"
"2b8b9406-a0e9-42ea-8f0d-2594718d6041","DUNN","FALLSRIVER/DUNN N. CR","FALLS LANDING DR","Rd",495,15,55,0,3,"1A",2023,1,NA,NA,0,0,0,1,3025,"Yes","Yes",3,"Yes",1,6,"6","Open lowrise",2,0.226666666667,86.9598264874152,84.9033688239331,68.5492997079525,68.0564569437279,84.7386159357035,81.9466204373341,2,"newer",1,"91",58,FALSE,"DUNN_FALLSRIVER/DUNN N. CR_FALLS LANDING DR"
"8560c46e-7454-4864-ae79-59331f2c7a18","COUNTRY","PINE TIMBER DR","PRIDE WY","Tr",2886,20,36,0,2,"1A",2019,1,NA,NA,0,0,0,1,11544,"Yes","Yes",16,"Yes",1,11,"A","Dense Trees (LCZ A)",3,0.653164556962,85.763874918998,83.8960146141761,68.1450249767659,67.4537985422354,82.9141618239392,80.6939516882914,3,"older",1,"35",13,TRUE,"COUNTRY_PINE TIMBER DR_PRIDE WY"
