"StreetName","Shade","Sidewalk","GMaps_ID","DukePoleID","St2Pole_in","SW_Front","SW_Back","Cross_St","SensDirect","SensorID","StDirect","longitude_","latitude_y","GlobalID","CreationDa","Creator","EditDate","Editor","GlobalID.y","COR_STREET","COR_BEGIN_","COR_END_DE","ST_TYPE_ST","COR_LENGTH","COR_ST_TYP","COR_WIDTH","DIRECTION_","LANE_COUNT","LEAF_ID","yr_repave","surface","street_id","treat_year","prev_treat","treat_25","pot_treat","pot_comp","sqyd_est","duke_poles","lite_poles","pole_est","sidewalks","any_poles","grid_code","LCZ_filter","LCZ_desc","UHI_Qtile","pct_treec","hw_af_hi_f","hw_af_t_f","hw_am_hi_f","hw_am_t_f","hw_pm_hi_f","hw_pm_t_f","UHI_Qtile2","repave_grp","weights","subclass","randomize","select_loc","lon_x","lat_y"
"Hardimont","No","Yes","HARDIMONT_BLAND RD_WAKE FOREST RD","RIGHT OF Duke W437BK","110","Yes","No","No","16 N","2974342","286 W",-78.61363444,35.83730898,"459fee31-88df-42b1-89c1-400900d707ce",2025-06-19,"kburley_UNC",2025-06-19,"kburley_UNC","6611ff90-a219-42de-acba-535a2a96ef0e","HARDIMONT","BLAND RD","WAKE FOREST RD","Rd",254,15,61,0,5,"1A",2020,1,NA,NA,0,0,0,1,1721.55555555556,"Yes","Yes",2,"Yes",1,6,"6","Open lowrise",9,0,86.1855008525233,85.8781169768303,69.8160956598097,68.8061501287645,84.8370828936177,82.9601708689044,9,"older",1,82,6,TRUE,-78.6136344429702,35.8373089806272
"Huntleigh","Yes","Yes","HUNTLEIGH_CAPITAL BLVD_GREYWOOD DR","AB88 BK","117","Yes","No","No","302 NW","2968892","212 SW",-78.59181093,35.82423384,"eb9443f6-c84b-4cd1-b0ec-0ee8e757e1e4",2025-06-19,"kburley_UNC",2025-06-19,"kburley_UNC","f2ded442-8ddf-4526-a851-1d5bcb809828","HUNTLEIGH","CAPITAL BLVD","GREYWOOD DR","Dr",2485,8,36,0,2,"1A",2022,1,32,NA,0,1,1,0,9940,"No","Yes",6,"Yes",1,6,"6","Open lowrise",9,0.289552238806,86.8070066419699,84.697289418366,69.6759764461194,68.8282857991881,84.1190862494,81.7726247755148,9,"newer",1,5,29,TRUE,-78.591810928663,35.8242338438417
"Triangle Town","No","Yes","TRIANGLE TOWN_SUMNER BV_OLD WAKE FOREST RD","DIS 10JR21","120","Yes","No","Yes","104 E","2401086","20 N",-78.57138398,35.86544167,"e78aae76-e752-4d69-a55a-977ab4eeeac2",2025-06-19,"kburley_UNC",2025-06-19,"kburley_UNC","5ff1e37b-03eb-4600-a9d3-73198dd298ca","TRIANGLE TOWN","SUMNER BV","OLD WAKE FOREST RD","Bv",1510,4,60,0,5,"1A",2019,1,85,NA,0,1,1,0,10066.6666666667,"No","Yes",12,"Yes",1,8,"8","Large lowrise",9,0,85.4054430731412,85.0601835579707,70.7794786650559,69.8956169917666,84.5088440993737,82.7196345888335,9,"older",1,82,6,TRUE,-78.5713839820089,35.8654416694629
"Hiking Trail","Yes","Yes","HIKING_LOYAL LN_EAGLE TR","10D347","120","Yes","No","No","191 W","2974175","198 S",-78.58704604,35.89972667,"aa0c97f9-c22e-431f-b4b4-613e724cf7d1",2025-06-19,"kburley_UNC",2025-06-19,"kburley_UNC","7b14a13a-1958-46b8-8e55-12bd162e1391","HIKING","LOYAL LN","EAGLE TR","Tr",375,20,36,0,2,"1A",2021,1,NA,NA,0,0,0,1,1500,"No","Yes",2,"Yes",1,6,"6","Open lowrise",3,0.372881355932,86.38261910372,84.3129387788994,68.4669272844181,67.8381145388581,83.72031473559,80.9120641309162,3,"newer",1,95,25,TRUE,-78.5870460425122,35.8997266678431
"Cub Trail","No","No","CUB_DEANWOOD DR_DAHLGREEN RD","CP&L MB247","120","N/A","N/A","No","280 W","2974345","200 S",-78.59294258,35.90033962,"f96e65a8-27fe-4f08-b0c5-07b0365602a7",2025-06-19,"kburley_UNC",2025-06-19,"kburley_UNC","2965a71c-12bb-45d8-aaac-39ae69c25850","CUB","DEANWOOD DR","DAHLGREEN RD","Tr",487,20,36,0,2,"1A",2021,1,NA,NA,0,0,0,1,1948,"No","Yes",1,"Yes",1,6,"6","Open lowrise",3,0.239436619718,85.8330378812902,84.2266857670802,68.5457331339518,67.784958932914,83.6840938493317,81.265557681813,3,"newer",1,94,30,TRUE,-78.5929425804439,35.9003396242134
"Farmington Grove","Yes","Yes","FARMINGTON GROVE_HALLBERG LN_SORRILLS CREEK LN","CP&L 5NP31","188","Yes","No","No","190 S","2968891","100 E",-78.58180027,35.91140466,"4ec1d238-abbc-4a11-bc43-27877094bf2b",2025-06-19,"kburley_UNC",2025-06-19,"kburley_UNC","a46ce4d4-c1a0-4f58-b3e0-063ad7eacbc7","FARMINGTON GROVE","HALLBERG LN","SORRILLS CREEK LN","Dr",491,8,22,0,2,"1A",2022,1,19,NA,0,1,1,0,1200.22222222222,"No","Yes",1,"Yes",1,6,"6","Open lowrise",NA,0.945945945946,87.1801128747328,84.6454803178895,67.9996307660949,67.3036582514925,83.7970262923331,81.1740624769679,2,"newer",1,67,31,TRUE,-78.5818002657319,35.9114046578365
"Smith Basin","No","Yes","SMITH BASIN_CDS_FARMINGTON GROVE DR","“To Trans Pad” 77T77","115","Yes","No","No","45 NE","2974341","315 NW",-78.57639385,35.9131408,"839bc916-ebcc-43bb-b932-d8cd5b32dc18",2025-06-19,"kburley_UNC",2025-06-19,"kburley_UNC","0cd6cea7-140d-44dd-80a5-01078cf9322d","SMITH BASIN","CDS","FARMINGTON GROVE DR","Ln",445,10,18,0,2,"1A",2019,1,77,NA,0,1,1,0,890,"No","Yes",3,"Yes",1,6,"6","Open lowrise",NA,0.969696969697,87.0997071266174,84.0024366378784,67.7054974238078,67.0928605397542,82.7928902308146,80.524306456248,2,"older",1,71,4,TRUE,-78.5763938540091,35.9131408021101
"Little Brier Creek","Yes","No","LITTLE BRIER CREEK_TW ALEXANDER DR_BRIER CREEK PKWY","17PY63","76","N/A","N/A","No","220 SW","2968890","120 SE",-78.78862309,35.91218476,"2a50cac6-53cc-49e7-9146-8d4f7da1cbe1",2025-06-19,"kburley_UNC",2025-06-19,"kburley_UNC","1f8457d2-591c-4aad-8ec6-6b5e16f86317","LITTLE BRIER CREEK","TW ALEXANDER DR","BRIER CREEK PKWY","Ln",4107,10,36,0,3,"1A",2022,1,42,NA,0,1,1,0,16428,"No","Yes",20,"Yes",1,12,"B","Scattered Trees (LCZ B)",7,0.499036608863,85.4279155001614,84.200045205205,68.7788052793409,67.9119912236115,83.4213010235562,81.3088436439388,7,"newer",1,80,11,TRUE,-78.7886230937554,35.9121847566836
"Springhouse","No","Yes","SPRINGHOUSE_BLAKEHURST DR_CDS","7F776","102","Yes","No","No","182 W","2968885","188 S",-78.73670488,35.90184392,"d692b62b-66c2-405a-b28d-1cdbec015dcb",2025-06-19,"kburley_UNC",2025-06-19,"kburley_UNC","ecf5c69a-186a-4637-b98c-11068381b7f3","SPRINGHOUSE","BLAKEHURST DR","CDS","Ln",541,10,21,0,2,"1A",2023,1,NA,NA,0,0,0,1,1262.33333333333,"No","Yes",2,"Yes",1,6,"6","Open lowrise",3,0.6875,86.9060702407569,84.8610933538069,68.7054198415656,67.9700863486842,83.9975345009252,81.25779737506,3,"newer",1,103,28,TRUE,-78.736704877468,35.9018439163208
"O’Neal","No","Yes","ONEAL_PRIDE WY_LEESVILLE HIGH GYM","17LC44","146","Yes","No","No","350 N","2253106","260 W",-78.71976857,35.89228743,"15b1284a-5e37-4f6c-b545-8bfa108efdf3",2025-06-19,"kburley_UNC",2025-06-19,"kburley_UNC","438c2694-6177-4866-a155-9bc011e409c9","ONEAL","PRIDE WY","LEESVILLE HIGH GYM","Rd",671,15,36,0,3,"1A",2019,1,59,NA,0,1,1,0,2684,"No","Yes",6,"Yes",1,6,"6","Open lowrise",3,0.852631578947,86.6613167898996,84.6310791015625,68.767573765346,67.9724308558873,83.2427469526019,80.9021042960031,3,"older",1,96,22,TRUE,-78.7197685684123,35.8922874268703
"Country","Yes","Yes","COUNTRY_PINE TIMBER DR_PRIDE WY","158R47","124","Yes","No","No","180 S","2968902","90 E",-78.71510717,35.88631147,"76bc7e0f-8934-4b34-a861-840c34bb2907",2025-06-19,"kburley_UNC",2025-06-19,"kburley_UNC","8560c46e-7454-4864-ae79-59331f2c7a18","COUNTRY","PINE TIMBER DR","PRIDE WY","Tr",2886,20,36,0,2,"1A",2019,1,NA,NA,0,0,0,1,11544,"Yes","Yes",16,"Yes",1,11,"A","Dense Trees (LCZ A)",3,0.653164556962,85.763874918998,83.8960146141761,68.1450249767659,67.4537985422354,82.9141618239392,80.6939516882914,3,"older",1,35,13,TRUE,-78.7151071699788,35.8863114679962
"Fiesta","Yes","Yes","FIESTA_GALA CT_MADIERA CT","Y43BK","11","No","Yes","No","228 SW","2558028","165 S",-78.62190449,35.88802028,"a101c09d-f716-49e7-944e-d554605a0f35",2025-06-19,"kburley_UNC",2025-06-19,"kburley_UNC","6823a6aa-0223-4667-9b8b-0bfdd12007b3","FIESTA","GALA CT","MADIERA CT","Wy",1395,22,22,0,2,"1A",2023,1,NA,NA,0,0,0,1,3410,"No","Yes",4,"No",1,6,"6","Open lowrise",2,0.937823834197,86.5791529453162,83.6042952682033,68.6113301479455,67.8919242512096,82.0828879385283,79.8378820708304,2,"newer",1,67,31,TRUE,-78.6219044870878,35.8880202799404
"Rainwater","Yes","Yes","RAINWATER_BELLECHASSE DR_PVMT CHG #6724","MA332","115","Yes","No","No","155 SE","2799158","67 NE",-78.6073086,35.87124852,"30dd3cd5-1788-4a8f-b10f-609fdf46aa09",2025-06-19,"kburley_UNC",2025-06-19,"kburley_UNC","7b1a6b75-6c94-4a50-83e1-1720ca9cbbff","RAINWATER","BELLECHASSE DR","PVMT CHG #6724","Rd",287,15,37,0,2,"1A",2021,1,NA,NA,0,0,0,1,1179.88888888889,"No","Yes",1,"Yes",1,6,"6","Open lowrise",6,0.958333333333,86.0099355909559,83.664329316881,68.5595910814073,67.8294923570421,83.2755487230089,80.6769282023112,6,"newer",1,81,35,TRUE,-78.6073086028592,35.871248515002
"Purdue","No","Yes","PURDUE_DEVONWOOD PL_QUAIL HOLLOW DR","B047BK","21","No","Yes","No","216 SW","2974173","125 SE",-78.62208612,35.84852106,"641b8f78-c356-4d5e-a0fc-c57a719ac5cf",2025-06-19,"kburley_UNC",2025-06-19,"kburley_UNC","87d00ae7-0632-4bfd-9025-048e1f72b29a","PURDUE","DEVONWOOD PL","QUAIL HOLLOW DR","St",368,18,22,0,2,"1A",2023,1,NA,NA,0,0,0,1,899.555555555556,"Yes","Yes",1,"Yes",1,11,"A","Dense Trees (LCZ A)",7,0.559322033898,85.9440309524536,84.040502166748,68.4736951828003,67.7361778259277,83.4242532730103,80.93948802948,7,"newer",1,105,2,TRUE,-78.6220861228449,35.8485210639927
"Purdue","Yes","No","PURDUE_BAYLOR CT_RADCLIFF RD","DD35BK","20","N/A","N/A","Yes","180 S","2558027","90 E",-78.62752656,35.84917171,"14e95448-a054-452d-a6bc-4f5a28e30574",2025-06-19,"kburley_UNC",2025-06-19,"kburley_UNC","12c0e083-82fb-433c-89f1-420022b7f2aa","PURDUE","BAYLOR CT","RADCLIFF RD","St",170,18,22,0,2,"1A",2023,1,NA,NA,0,0,0,1,415.555555555556,"Yes","Yes",2,"No",1,6,"6","Open lowrise",7,1,86.1340810602361,84.2624806490811,68.2243007313121,67.6153016523881,83.4581153176048,80.9551800814542,7,"newer",1,23,19,TRUE,-78.6275265645473,35.8491717090766
"Kimberley","No","No","KIMBERLY_CORONADO DR_RAINTREE CT","J452BL","20","N/A","N/A","No","188 S","2968888","90 E",-78.65829717,35.84549845,"b5f70c32-38f7-4cd5-b991-9d96fb011c23",2025-06-19,"kburley_UNC",2025-06-19,"kburley_UNC","272cb98b-34c6-4a80-a7c9-d42dfe407d99","KIMBERLY","CORONADO DR","RAINTREE CT","Dr",453,8,22,0,2,"1A",2019,1,35,NA,0,1,1,0,1107.33333333333,"Yes","Yes",3,"No",1,6,"6","Open lowrise",6,1,85.5460990456974,84.1267849791284,67.8120386460248,67.2318570006128,83.0220003315047,80.6160733092065,6,"older",1,27,99,TRUE,-78.6582971715236,35.8454984500287
"North Hills","Yes","Yes","NORTH HILLS_THAYER DR_THAYER DR","E084BL","24","No","Yes","No","330 NW","2968901","235 SW",-78.66040332,35.85107918,"b86ee44f-17a0-468d-bc8c-55b9c865b850",2025-06-19,"kburley_UNC",2025-06-19,"kburley_UNC","818fe101-85f2-4719-bb68-9b9fe7be3d27","NORTH HILLS","THAYER DR","THAYER DR","Dr",968,8,40,0,2,"1A",2019,1,56,NA,0,1,1,0,4302.22222222222,"Yes","Yes",7,"Yes",1,11,"A","Dense Trees (LCZ A)",6,0.896296296296,85.3142665227254,82.3194534778595,67.6214793523153,67.0484306812286,80.8764661947886,79.2138340473175,6,"older",1,34,32,TRUE,-78.6604033229112,35.8510791786477
"North Hills","No","Yes","NORTH HILLS_THAYER DR_SHELLEY RD","E080BL","13","No","Yes","No","325 NW","2968894","244 SW",-78.65903586,35.85192492,"94be20c0-3557-4a82-9d58-bf47f8319073",2025-06-19,"kburley_UNC",2025-06-19,"kburley_UNC","024bf1ad-2e1e-411c-8a67-b7647d4fb00b","NORTH HILLS","THAYER DR","SHELLEY RD","Dr",691,8,40,0,2,"1A",2019,1,56,NA,0,1,1,0,3071.11111111111,"Yes","Yes",4,"Yes",1,11,"A","Dense Trees (LCZ A)",3,0.60396039604,85.7280225082183,83.5015904601191,67.4687285087478,66.9268144419495,81.965407358089,79.8529781287825,3,"older",1,35,13,TRUE,-78.6590358642666,35.8519249194671
"Wintergreen","No","Yes","WINTERGREEN_PINE TREE CT_CREPE MYRTLE CT","FM58BL","22","No","Yes","Yes","189 S","2974169","97 E",-78.65257069,35.86004698,"3eb30fe3-469e-4647-a09e-033756694d52",2025-06-19,"kburley_UNC",2025-06-19,"kburley_UNC","04231cc9-dd90-4113-b0ef-09a67fbd39a4","WINTERGREEN","PINE TREE CT","CREPE MYRTLE CT","Dr",313,8,22,0,2,"1A",2023,1,NA,NA,0,0,0,1,765.111111111111,"No","Yes",1,"Yes",1,6,"6","Open lowrise",5,0.94,86.8051040237014,84.1829359724715,67.7946294836096,67.2645993619352,83.4952994681693,81.0292236740525,5,"newer",1,115,9,TRUE,-78.6525706855735,35.8600469775296
"Bellow","No","No","BELLOW_CLARE CT_CALEDONIA ST","FG27BL","19","N/A","N/A","Yes","35 NE","2558021","305 NW",-78.6484742,35.86742578,"b024c372-a6b2-46d3-bd0a-2b7a74d403b5",2025-06-19,"kburley_UNC",2025-06-19,"kburley_UNC","14423550-64b6-4342-88f8-492b561f503f","BELLOW","CLARE CT","CALEDONIA ST","St",350,18,22,0,2,"1A",2022,1,7,NA,0,1,1,0,855.555555555556,"No","Yes",2,"Yes",1,6,"6","Open lowrise",4,1,85.9511108398438,83.6344422560472,67.3144134130233,66.8208312988281,82.2654847365159,79.9345131898538,4,"newer",1,115,9,TRUE,-78.6484741980964,35.8674257758137
"Gorman","No","Yes","GORMAN_KAPLAN DR_BRENT RD","LS09K","111","Yes","No","No","160 S","2968898","70 E",-78.69259252,35.77305759,"6895ef91-6425-44e3-be2f-0dc9dba624f5",2025-06-19,"kburley_UNC",2025-06-19,"kburley_UNC","69c66814-eaad-482a-b735-a9fb17b097fb","GORMAN","KAPLAN DR","BRENT RD","St",434,18,36,0,2,"1A",2022,1,NA,NA,0,0,0,1,1736,"Yes","Yes",1,"Yes",1,6,"6","Open lowrise",7,0.460317460317,86.0246888940985,84.2745884982022,68.847714510831,68.1672543612393,84.5822594382546,81.7831323797053,7,"newer",1,80,11,TRUE,-78.6925925170448,35.7730575945094
"Gorman","Yes","Yes","GORMAN_OCTAVIA ST_AVENT FERRY RD","JE54K","25","No","Yes","No","102 E","2968889","13 N",-78.69402791,35.76921217,"75b7f6b6-0f1f-4fea-ae30-5265e99a6271",2025-06-19,"kburley_UNC",2025-06-19,"kburley_UNC","e0fbc4a2-4d9d-4aed-b234-5c68a94db55d","GORMAN","OCTAVIA ST","AVENT FERRY RD","St",420,18,64,0,4,"1A",2022,1,NA,NA,0,0,0,1,2986.66666666667,"Yes","Yes",2,"Yes",1,6,"6","Open lowrise",2,0.0625,87.1705086602105,85.7053600735135,68.9825878567166,68.1660140991211,84.018645562066,81.589909362793,2,"newer",1,90,8,TRUE,-78.6940279134778,35.7692121666099
"Corporate Center","No","No","CORPORATE CENTER_CONFERENCE DR_TRINITY RD","LY00K","17","N/A","N/A","No","126 SE","2558026","52 NE",-78.73676573,35.80098113,"4a063919-c937-48f0-9048-2d75366c5f38",2025-06-19,"kburley_UNC",2025-06-19,"kburley_UNC","fd1da4a4-9122-4b05-93ea-f2a945777930","CORPORATE CENTER","CONFERENCE DR","TRINITY RD","Dr",2467,8,36,0,2,"1A",2019,1,NA,NA,0,0,0,1,9868,"No","Yes",9,"Yes",1,11,"A","Dense Trees (LCZ A)",3,0.894259818731,86.636191388394,83.9344189014841,69.4024306358175,68.5627890647726,83.200497769295,80.7515990074645,3,"older",1,96,22,TRUE,-78.7367657293454,35.8009811307535
"Glen Eden","No","Yes","GLEN EDEN_LUBBOCK DR_COLEY FOREST PL","FS75BL","8","No","Yes","Yes","196 S","2401090","114 SE",-78.67504062,35.82374612,"b5268def-442c-45e6-b7ff-396231041db4",2025-06-19,"kburley_UNC",2025-06-19,"kburley_UNC","e3238907-ee64-4aa8-9a36-59cf4c3e1c42","GLEN EDEN","LUBBOCK DR","COLEY FOREST PL","Dr",247,8,42,0,2,"1A",2018,1,NA,NA,0,0,0,1,1152.66666666667,"Yes","Yes",2,"Yes",1,11,"A","Dense Trees (LCZ A)",5,0.878048780488,85.9310786806304,84.9943166272394,68.7951647002122,67.8381897498821,83.4844305104223,81.6221152996195,5,"older",1,34,32,TRUE,-78.675040621271,35.8237461186468
"Kilgore","No","Yes","KILGORE_BROOKS AV_DIXIE TR","OF86","22","No","Yes","No","4 N","2503418","275 W",-78.67371947,35.79317395,"0d75621b-dbcb-4c95-8753-fadbcc8e1b3c",2025-06-19,"kburley_UNC",2025-06-19,"kburley_UNC","a421559d-6b42-4578-8e45-3443a87dd80e","KILGORE","BROOKS AV","DIXIE TR","Av",785,2,22,0,2,"1A",2023,1,NA,NA,0,0,0,1,1918.88888888889,"Yes","Yes",10,"Yes",1,6,"6","Open lowrise",7,0.636363636364,86.1009010687107,84.3200596134837,68.9567423564632,68.2146407336724,83.9463440499655,81.3799310079435,7,"newer",1,108,36,TRUE,-78.6737194707793,35.7931739477632
"Cavalier","No","No","CAVALIER_LAWRENCE DR_MARINER CR","GT75K","25","N/A","N/A","No","235 SW","2968881","144 SE",-78.67540269,35.75371211,"fa6425b4-cf53-4e0a-a69d-fc995708e882",2025-06-19,"kburley_UNC",2025-06-19,"kburley_UNC","368b0d36-4130-4fe6-83b8-b1a8ff00337f","CAVALIER","LAWRENCE DR","MARINER CR","St",477,18,23,0,2,NA,2022,1,12,NA,0,1,1,0,1219,"No","Yes",1,"No",1,11,"A","Dense Trees (LCZ A)",2,0.855263157895,86.9909467343931,84.137262556288,67.8238713299787,67.2212920012297,83.3327122441045,80.7519638626664,2,"newer",1,103,28,TRUE,-78.6754026881446,35.7537121144768
"Chatham","No","No","CHATHAM_GLASCOCK ST_BELGRADE DR","LW80BK","18","N/A","N/A","No","70 E","2968884","340 N",-78.59705611,35.79032536,"541ff8b8-dc59-47e0-bb92-be1e3379b7b0",2025-06-19,"kburley_UNC",2025-06-19,"kburley_UNC","b1a91bef-2cc3-4fef-a697-6bc28c3009b4","CHATHAM","GLASCOCK ST","BELGRADE DR","Ln",374,10,22,0,2,"1A",2022,1,14,NA,0,1,1,0,914.222222222222,"Yes","No",4,"No",1,11,"A","Dense Trees (LCZ A)",7,0.55,86.2138026310847,83.8888718042618,67.7518703754132,67.0852080125075,81.9268235426683,79.8714004907852,7,"newer",1,105,2,TRUE,-78.5970561116569,35.7903253579809
"Chatham","No","No","CHATHAM_BELFAST DR_CRABTREE BV","ML01","49","N/A","N/A","No","287 W","2558025","192 S",-78.59824242,35.79297453,"4f7cde06-af29-446d-9d28-78dcb8bd21ff",2025-06-19,"kburley_UNC",2025-06-19,"kburley_UNC","1b3f7baa-bf41-4515-a25b-fb6d6d711c5a","CHATHAM","BELFAST DR","CRABTREE BV","Ln",438,10,22,0,2,"1A",2022,1,14,NA,0,1,1,0,1070.66666666667,"Yes","No",2,"No",1,11,"A","Dense Trees (LCZ A)",7,0.710144927536,86.4843998361141,83.6182660041971,67.2954075590093,66.7786482141373,81.0627936505257,79.3593517871613,7,"newer",1,108,36,TRUE,-78.5982424187363,35.792974530318
"Cobblestone","No","Yes","COBBLESTONE_CHRISDALE CT_CDS","FR48BL","21","No","Yes","No","32 NE","3086527","282 W",-78.68023076,35.82048909,"18442fb3-757d-40c3-9988-31e84cb38262",2025-06-19,"kburley_UNC",2025-06-19,"kburley_UNC","0f575eae-d95a-4150-8a41-f60de0dcf76f","COBBLESTONE","CHRISDALE CT","CDS","Ct",350,6,22,0,2,"1A",2020,1,NA,NA,0,0,0,1,855.555555555556,"Yes","Yes",1,"Yes",1,6,"6","Open lowrise",5,1,85.2902166005728,83.7328456156963,68.1760567330026,67.4283954517261,82.7649554690799,80.693098532187,5,"older",1,27,99,TRUE,-78.6802307564026,35.8204890889062
"Yelverton","No","No","YELVERTON_GLEN EDEN DR_CDS","RBV45","18","N/A","N/A","No","110 E","2799155","17 N",0,0,"eb728f0b-788a-410d-b754-20b66758463d",2025-06-23,"kburley_UNC",2025-06-23,"kburley_UNC","9fb4b6b9-b7f8-4d5c-9a16-f5891222f868","YELVERTON","GLEN EDEN DR","CDS","Cr",537,5,22,0,2,"1A",2018,1,NA,NA,0,0,0,1,1312.66666666667,"Yes","Yes",2,"No",1,6,"6","Open lowrise",4,0.831168831169,85.7272410999645,84.261091336337,68.680129588734,67.9021209716797,83.3707017378374,80.8609150279652,4,"older",1,71,4,TRUE,-78.6686269753325,35.8223749326384
"Hill","No","Yes","HILL_BOOKER DR_MILBURNIE RD","NA286","30","No","Yes","No","286 W","2974347","189 S",0,0,"4349bc4e-bb44-4f33-a5d4-0a3356f0f4c2",2025-09-23,"kburley_UNC",2025-09-23,"kburley_UNC","ae1328fd-6206-47ab-b9b8-996d94ab5ff9","HILL","BOOKER DR","MILBURNIE RD","St",315,18,30,0,2,"1A",2022,1,30,NA,0,1,1,0,1050,"Yes","Yes",5,"Yes",1,6,"6","Open lowrise",10,0,87.520080142551,84.8928780025906,68.9781197441949,68.4415463341607,84.3555191887749,81.7590734693739,10,"newer",1,21,101,FALSE,-78.6173091920828,35.7863164879319
"E Davie","No","Yes","DAVIE E._S. HAYWOOD ST_ALSTON ST","REF53","21","No","Yes","No","10 N","3079210","275 W",0,0,"cc94f639-5c91-46e8-a7c4-fe3a3ccc6bf3",2025-09-23,"kburley_UNC",2025-09-23,"kburley_UNC","6c437a21-de64-4eba-a429-b95806e8b19b","DAVIE E.","S. HAYWOOD ST","ALSTON ST","St",292,18,26,3,2,"1A",2023,1,NA,NA,0,0,0,1,843.555555555555,"Yes","Yes",5,"Yes",1,6,"6","Open lowrise",10,0,87.1054196077235,85.3772013047162,69.2826645795037,68.2637690375833,84.7497614692239,81.5921260609346,10,"newer",1,21,101,FALSE,-78.6276699185987,35.775322501537
